Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.108	0.123	MUC4,MMP9,COL1A1
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	2	0.109	0.123	S100P,PLAU
GATA3	GATA binding protein 3	2	0.125	0.139	IFNG,MMP1
RUNX1	runt-related transcription factor 1	2	0.136	0.15	TIMP1,CSF2
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.147	0.16	IGFBP3,AMH
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	2	0.199	0.214	SPP1,SFTPD
BRCA1	breast cancer 1, early onset	2	0.235	0.249	FST,S100A2
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	2	0.265	0.277	CTSG,CLEC4G
TP53	tumor protein p53	4	0.274	0.283	MMP1,VCAN,FGF2,IGFBP3
USF1	upstream transcription factor 1	2	0.283	0.289	SERPINE1,IFNG
ESR1	estrogen receptor 1	2	0.348	0.352	AMH,SERPINE1
AR	androgen receptor	2	0.445	0.445	SERPINB5,IGFBP3
