Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	3	0.0153	0.028	COL1A2,CCL17,COL1A1
GATA3	GATA binding protein 3	3	0.0177	0.0316	IL5,IFNG,MMP1
FOSL2	FOS-like antigen 2	2	0.0196	0.0325	IBSP,IL5
IRF3	interferon regulatory factor 3	2	0.0196	0.0325	CCL2,CCL5
TBP	TATA box binding protein	2	0.0196	0.0325	IL6,PPBP
RUNX1	runt-related transcription factor 1	3	0.0203	0.033	CCL3,PF4,CSF2
ATF3	activating transcription factor 3	2	0.0222	0.0352	CCL5,IFNG
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	3	0.0231	0.0359	IL6,IL12B,CST5
FOXM1	forkhead box M1	2	0.0249	0.0371	FGB,SFTPB
SP3	Sp3 transcription factor	5	0.0249	0.0371	HBEGF,GDF5,TGM4,COL1A1,MUC4
RFX5	regulatory factor X, 5 (influences HLA class II expression)	2	0.0278	0.0405	IFNG,COL1A2
GATA4	GATA binding protein 4	2	0.0307	0.0423	FGF10,IL5
RUNX2	runt-related transcription factor 2	2	0.0307	0.0423	IBSP,IHH
XBP1	X-box binding protein 1	2	0.0307	0.0423	CCL2,IL6
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.0331	0.0447	FGF2,HBEGF,MUC3A,LEP
ELK1	ELK1, member of ETS oncogene family	2	0.0338	0.0449	WISP2,MUC4
ETV4	ets variant 4	2	0.0404	0.0526	MUC4,MMP1
FOXO1	forkhead box O1	2	0.0473	0.0606	TNFSF10,IL6
LEF1	lymphoid enhancer-binding factor 1	2	0.0664	0.0836	CCL7,EDA
CIITA	class II, major histocompatibility complex, transactivator	2	0.0747	0.0908	COL1A1,COL1A2
DNMT1	DNA (cytosine-5-)-methyltransferase 1	2	0.0747	0.0908	BMP2,SFRP1
HDAC1	histone deacetylase 1	3	0.0851	0.102	SERPINB5,SFRP1,COL1A2
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.106	0.123	MUC4,S100P
POU2F1	POU class 2 homeobox 1	2	0.106	0.123	IL5,VWF
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.115	0.129	ADAMTS1,SFRP1
KLF4	Kruppel-like factor 4 (gut)	2	0.115	0.129	IL6,LAMA3
SIRT1	sirtuin 1	2	0.155	0.171	COL10A1,COL1A2
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.202	0.22	PF4,IFNG
USF1	upstream transcription factor 1	2	0.245	0.263	PF4,IFNG
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.277	0.293	MUC4,COL1A1
ESR1	estrogen receptor 1	2	0.304	0.317	CRHBP,TGFA
AR	androgen receptor	2	0.394	0.405	SERPINB5,TGFA
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.429	0.429	SFRP1,IL6
TP53	tumor protein p53	3	0.429	0.429	MMP1,VCAN,FGF2
