Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	6	0.000237	0.00153	IL5,SFTPD,PRL,ELANE,IL6,CCL2
JUND	jun D proto-oncogene	5	0.000275	0.00167	IL6,PLAT,FGFBP1,IL5,SFTPD
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	5	0.000362	0.00207	CXCL8,CCL17,EGLN3,COL1A1,IL13
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	4	5e-04	0.00269	IL6,CCL2,IL1B,IL2
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	7	0.00058	0.00288	CXCL12,FGF2,SERPINE1,HBEGF,MUC3A,EGLN3,CTGF
RUNX1	runt-related transcription factor 1	5	0.000597	0.00288	CCL3,IL2,ELANE,PF4,CSF2
STAT1	signal transducer and activator of transcription 1, 91kDa	7	0.000623	0.00288	FGF2,MUC4,IFNG,IL6,CCL2,IL1B,CCL3
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	6	0.000691	0.00298	IL1B,IL5,CCL2,ELANE,CTSG,CTSK
FOXO1	forkhead box O1	4	0.000707	0.00298	PRL,IL6,IGFBP1,PDGFA
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	5	0.000751	0.00303	IL6,IL2,CXCL8,PRL,CST5
CREB1	cAMP responsive element binding protein 1	7	0.000942	0.00365	BDNF,PLAT,IFNG,IL2,MUC4,IL6,PRL
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	4	0.00112	0.00418	HGF,CCL2,VWF,COL1A1
EP300	E1A binding protein p300	5	0.00277	0.00962	IFNG,IL5,S100A4,CXCL8,IL6
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.00288	0.00962	MMP1,CXCL8
ZNF300	zinc finger protein 300	2	0.00288	0.00962	CXCL8,IL6
WT1	Wilms tumor 1	5	0.00299	0.00968	HBEGF,CTGF,CX3CL1,PDGFA,EREG
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	3	0.00403	0.0118	IL1B,MMP1,CXCL8
RUNX2	runt-related transcription factor 2	3	0.00403	0.0118	VEGFC,IHH,ELANE
XBP1	X-box binding protein 1	3	0.00403	0.0118	CCL2,IL6,CXCL8
EGR1	early growth response 1	6	0.00419	0.0118	IFNG,HYAL1,FGF2,CXCL8,IL6,IL2
FOXQ1	forkhead box Q1	2	0.00426	0.0118	WNT3A,RSPO2
EZH2	enhancer of zeste homolog 2 (Drosophila)	4	0.00489	0.013	ADAMTS1,IGFBP1,SFRP1,PRL
YY1	YY1 transcription factor	6	0.00494	0.013	IL1B,VWF,MUC4,IFNG,IL5,CCL13
NFATC1	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1	2	0.0059	0.0147	IFNG,IL2
TFAP4	transcription factor AP-4 (activating enhancer binding protein 4)	2	0.0059	0.0147	MUC4,IFNG
AHR	aryl hydrocarbon receptor	3	0.00617	0.015	IL6,IL13,IL1B
HDAC1	histone deacetylase 1	5	0.00766	0.017	IL2,SERPINB5,CXCL8,SFRP1,MMP28
FOXF2	forkhead box F2	2	0.00778	0.017	CXCL12,PDGFA
HDAC5	histone deacetylase 5	2	0.00778	0.017	SLIT2,FGF2
FLI1	Friend leukemia virus integration 1	3	0.0079	0.017	PF4,MMP1,CTGF
POU5F1	POU class 5 homeobox 1	3	0.0079	0.017	LEFTY1,SEMA6A,BMP4
E2F1	E2F transcription factor 1	7	0.00873	0.0183	IL1B,MUC4,SERPINE1,CTSV,SERPINB5,TNFSF11,CCL3
CREM	cAMP responsive element modulator	3	0.00887	0.0183	IL2,PLAT,CCL4
FOSL1	FOS-like antigen 1	2	0.00989	0.0192	SFTPD,MMP1
TFCP2	transcription factor CP2	2	0.00989	0.0192	A2M,FGA
SMAD4	SMAD family member 4	3	0.0099	0.0192	COL7A1,FSTL3,SERPINE1
HDAC2	histone deacetylase 2	3	0.011	0.0209	CXCL8,CCL2,BMP7
HOXB7	homeobox B7	2	0.0122	0.0228	PDGFA,FGF2
LEF1	lymphoid enhancer-binding factor 1	3	0.0134	0.0245	PRL,EDA,ELANE
MSC	musculin	2	0.0148	0.026	IFNG,LTA
STAT4	signal transducer and activator of transcription 4	2	0.0148	0.026	S100A4,IFNG
FOS	FBJ murine osteosarcoma viral oncogene homolog	4	0.0168	0.0292	FGFBP1,MMP1,CXCL8,IL1A
TBX21	T-box 21	2	0.0175	0.0298	IFNG,IL13
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.0257	0.0406	ELANE,COL1A1,CTSG
HOXA10	homeobox A10	2	0.0269	0.0406	IGFBP1,IL11
ING4	inhibitor of growth family, member 4	2	0.0269	0.0406	CXCL8,ANGPT1
JUNB	jun B proto-oncogene	2	0.0269	0.0406	IL1B,SFTPD
PTTG1	pituitary tumor-transforming 1	2	0.0269	0.0406	S100A4,FGF2
SATB1	SATB homeobox 1	2	0.0269	0.0406	IL2,IL5
TBP	TATA box binding protein	2	0.0269	0.0406	IL6,PPBP
GATA3	GATA binding protein 3	3	0.0276	0.0406	IL5,IFNG,MMP1
POU2F1	POU class 2 homeobox 1	3	0.0276	0.0406	IL5,VWF,IL2
PPARA	peroxisome proliferator-activated receptor alpha	3	0.0295	0.0427	SERPINE1,IL6,IGFBP1
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	2	0.0341	0.0487	CCL20,PRL
DDIT3	DNA-damage-inducible transcript 3	2	0.0379	0.0526	IL6,CXCL8
HDAC9	histone deacetylase 9	2	0.0379	0.0526	PRL,IGFBP1
GATA4	GATA binding protein 4	2	0.0419	0.0565	FGF10,IL5
GLI1	GLI family zinc finger 1	2	0.0419	0.0565	CYR61,SFRP1
ESR1	estrogen receptor 1	4	0.0425	0.0565	F12,CRHBP,CXCL12,SERPINE1
ELK1	ELK1, member of ETS oncogene family	2	0.0461	0.0604	WISP2,MUC4
ETV4	ets variant 4	2	0.0548	0.0699	MUC4,MMP1
SOX2	SRY (sex determining region Y)-box 2	2	0.0548	0.0699	BMP4,SEMA6A
IRF1	interferon regulatory factor 1	3	0.0579	0.073	IFNG,SLPI,OGN
SOX9	SRY (sex determining region Y)-box 9	2	0.0593	0.0738	SHH,COL2A1
CREBBP	CREB binding protein	2	0.0688	0.0824	CSF2,S100A4
PARP1	poly (ADP-ribose) polymerase 1	2	0.0688	0.0824	IFNG,SERPINE1
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.0688	0.0824	SERPINE1,PLG
RARA	retinoic acid receptor, alpha	2	0.0737	0.0872	FGFBP1,ANXA8
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0756	0.0884	PF4,IFNG,LTBP4
CIITA	class II, major histocompatibility complex, transactivator	2	0.0998	0.113	COL1A1,S100A4
DNMT1	DNA (cytosine-5-)-methyltransferase 1	2	0.0998	0.113	TIMP3,SFRP1
HSF1	heat shock transcription factor 1	2	0.0998	0.113	IL1B,SERPINE1
USF1	upstream transcription factor 1	3	0.102	0.114	SERPINE1,PF4,IFNG
ATF2	activating transcription factor 2	2	0.105	0.116	IFNG,PLAT
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.122	0.133	SRPX,MMP1
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.124	0.134	HGF,MUC4,COL1A1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.14	0.149	MUC4,S100P
KLF4	Kruppel-like factor 4 (gut)	2	0.152	0.16	IL6,IL1B
SIRT1	sirtuin 1	2	0.201	0.21	ACAN,IL1B
BRCA1	breast cancer 1, early onset	2	0.259	0.267	FST,AREG
PPARG	peroxisome proliferator-activated receptor gamma	2	0.316	0.323	SERPINE1,MMP1
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.518	0.523	SFRP1,IL6
TP53	tumor protein p53	2	0.779	0.779	MMP1,FGF2
