Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
SRF	serum response factor (c-fos serum response element-binding transcription factor)	5	7.37e-05	0.00067	MMP14,MMP9,SERPINE1,PLG,PLAU
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	7	1e-04	0.00084	GDF15,CXCL8,MMP1,IL5,PRL,TNFAIP6,SFTPD
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	5	0.000109	0.000847	ADAMTS1,SPP1,WNT11,VWF,CXCL8
ING4	inhibitor of growth family, member 4	4	0.000122	0.000887	CXCL8,NGF,ANGPT1,SPP1
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	6	0.000302	0.00196	SPP1,IL5,SFTPD,PRL,ELANE,SERPINC1
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	3	0.000306	0.00196	MMP9,MMP14,MMP1
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	4	0.000327	0.00198	MMP3,MMP1,CXCL8,MMP9
ESR1	estrogen receptor 1	7	0.000443	0.00254	F12,CRHBP,AMH,MMP13,CXCL12,TGFA,SERPINE1
NFIL3	nuclear factor, interleukin 3 regulated	3	0.000639	0.00348	VWF,EREG,AREG
POU5F1	POU class 5 homeobox 1	4	0.000836	0.00434	SPP1,LEFTY1,SEMA6A,TDGF1
RARA	retinoic acid receptor, alpha	4	0.00114	0.00566	FGFBP1,PLAU,MUC5AC,SFTPB
HDAC1	histone deacetylase 1	6	0.00178	0.00834	MMP9,SPP1,SERPINB5,CXCL8,SFRP1,MMP28
SNAI2	snail homolog 2 (Drosophila)	3	0.00184	0.00834	MMP17,MMP9,CXCL12
IRF1	interferon regulatory factor 1	5	0.00222	0.00914	CXCL10,SLPI,OGN,IFNA1,MMP9
DNMT1	DNA (cytosine-5-)-methyltransferase 1	4	0.00224	0.00914	TIMP3,SFRP5,BMP2,SFRP1
FOSL2	FOS-like antigen 2	3	0.00226	0.00914	IBSP,IL5,TIMP1
ELF4	E74-like factor 4 (ets domain transcription factor)	2	0.00314	0.0115	MMP9,CXCL8
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.00314	0.0115	MMP1,CXCL8
JUND	jun D proto-oncogene	4	0.00317	0.0115	FGFBP1,IL5,TIMP1,SFTPD
TWIST1	twist basic helix-loop-helix transcription factor 1	4	0.00352	0.0124	TIMP1,GDF15,SRPX,MMP1
BRCA1	breast cancer 1, early onset	5	0.00363	0.0124	FST,AREG,S100A2,CXCL1,IFNA1
GATA4	GATA binding protein 4	3	0.00457	0.0133	AMH,FGF10,IL5
FOXQ1	forkhead box Q1	2	0.00466	0.0133	WNT3A,RSPO2
IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	2	0.00466	0.0133	CXCL8,MMP9
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	2	0.00466	0.0133	IL5,MMP13
NKX2-1	NK2 homeobox 1	2	0.00466	0.0133	SFTPA1,SFTPB
GATA3	GATA binding protein 3	4	0.00476	0.0133	IL5,LOX,MMP1,CXCL1
POU2F1	POU class 2 homeobox 1	4	0.00476	0.0133	IL5,VWF,PLAU,SPP1
RUNX1	runt-related transcription factor 1	4	0.00573	0.0156	TIMP1,ELANE,PF4,CSF2
NCOA3	nuclear receptor coactivator 3	2	0.00644	0.0169	MMP10,MMP7
PPARG	peroxisome proliferator-activated receptor gamma	5	0.00679	0.0169	SERPINE1,GDF15,ANGPTL4,MMP9,MMP1
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	4	0.00683	0.0169	AMH,CXCL8,PRL,CST5
CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	3	0.00698	0.0169	FST,MMP7,MMP14
ETV4	ets variant 4	3	0.00698	0.0169	MMP14,MMP7,MMP1
KLF8	Kruppel-like factor 8	2	0.00848	0.0197	MMP14,MMP9
ZFP36	ZFP36 ring finger protein	2	0.00848	0.0197	SERPINB2,CXCL8
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2	0.0108	0.0222	SFRP1,SFRP5
ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	2	0.0108	0.0222	MMP9,TIMP3
FOSL1	FOS-like antigen 1	2	0.0108	0.0222	SFTPD,MMP1
GATA6	GATA binding protein 6	2	0.0108	0.0222	PLAU,VWF
TFCP2	transcription factor CP2	2	0.0108	0.0222	SPP1,A2M
ZNF148	zinc finger protein 148	2	0.0108	0.0222	CXCL5,MMP3
SMAD4	SMAD family member 4	3	0.0112	0.0226	COL7A1,TNC,SERPINE1
EPAS1	endothelial PAS domain protein 1	2	0.0133	0.025	SERPINE1,MMP14
POU2F2	POU class 2 homeobox 2	2	0.0133	0.025	IL5,SPP1
PPARD	peroxisome proliferator-activated receptor delta	2	0.0133	0.025	ANGPTL4,TIMP1
SPDEF	SAM pointed domain containing ets transcription factor	2	0.0133	0.025	SERPINB5,MMP9
LEF1	lymphoid enhancer-binding factor 1	3	0.0151	0.0279	MMP7,PRL,ELANE
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	5	0.0172	0.0313	CXCL12,LOX,SERPINE1,PLAU,EGLN3
STAT1	signal transducer and activator of transcription 1, 91kDa	5	0.0181	0.0323	MMP9,IFNA1,TIMP1,MMP13,CXCL10
IRF7	interferon regulatory factor 7	2	0.0191	0.0335	IFNA1,CXCL10
EGR1	early growth response 1	5	0.0216	0.0373	MMP14,GDF15,HYAL1,PLAU,CXCL8
KLF5	Kruppel-like factor 5 (intestinal)	2	0.0223	0.0373	MMP9,FGFBP1
ZEB1	zinc finger E-box binding homeobox 1	2	0.0223	0.0373	LAMC2,COL4A3
CREB1	cAMP responsive element binding protein 1	5	0.0236	0.039	BDNF,MUC5AC,IBSP,PRL,PLAU
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	3	0.025	0.0406	CXCL8,S100P,PLAU
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	3	0.0269	0.0431	CXCL8,EGLN3,COL1A1
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.0289	0.0456	ELANE,COL1A1,CTSG
IRF3	interferon regulatory factor 3	2	0.0293	0.0456	CXCL10,IFNA1
PITX1	paired-like homeodomain 1	2	0.0331	0.0501	IFNA1,PRL
PPARA	peroxisome proliferator-activated receptor alpha	3	0.0331	0.0501	SERPINE1,ANGPTL4,MMP9
E2F1	E2F transcription factor 1	6	0.0349	0.052	SERPINE1,CTSV,SERPINB5,TNFSF11,IL23A,NELL2
EZH2	enhancer of zeste homolog 2 (Drosophila)	3	0.0353	0.052	ADAMTS1,SFRP1,PRL
FOXM1	forkhead box M1	2	0.037	0.0538	FGB,SFTPB
FOXA2	forkhead box A2	2	0.0412	0.0575	SERPINC1,MMP7
GLI2	GLI family zinc finger 2	2	0.0412	0.0575	FST,MUC5AC
HDAC9	histone deacetylase 9	2	0.0412	0.0575	MMP13,PRL
ESR2	estrogen receptor 2 (ER beta)	2	0.0455	0.062	TGFA,SERPINE1
GLI1	GLI family zinc finger 1	2	0.0455	0.062	MUC5AC,SFRP1
HNF4A	hepatocyte nuclear factor 4, alpha	3	0.0475	0.064	SERPINC1,C1QTNF5,MMP7
FOXA1	forkhead box A1	2	0.0546	0.0717	SFTPB,SERPINC1
PAX5	paired box 5	2	0.0546	0.0717	MMP1,TIMP1
SOX2	SRY (sex determining region Y)-box 2	2	0.0593	0.077	SEMA6A,MMP3
SOX9	SRY (sex determining region Y)-box 9	2	0.0642	0.0823	AMH,COL2A1
FLI1	Friend leukemia virus integration 1	2	0.0692	0.0867	PF4,MMP1
HDAC4	histone deacetylase 4	2	0.0692	0.0867	MMP13,IL5
PARP1	poly (ADP-ribose) polymerase 1	2	0.0744	0.0901	CXCL1,SERPINE1
TCF4	transcription factor 4	2	0.0744	0.0901	FST,VCAN
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0744	0.0901	GDF15,SRPX
EP300	E1A binding protein p300	3	0.0805	0.0965	IL5,MMP9,CXCL8
HDAC2	histone deacetylase 2	2	0.085	0.0997	MUC5AC,CXCL8
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.085	0.0997	VWF,COL1A1
RUNX3	runt-related transcription factor 3	2	0.102	0.116	TIMP1,MMP9
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	3	0.102	0.116	IL5,ELANE,CTSG
YBX1	Y box binding protein 1	2	0.102	0.116	MMP13,AGT
CIITA	class II, major histocompatibility complex, transactivator	2	0.108	0.12	COL1A1,MMP9
RB1	retinoblastoma 1	2	0.108	0.12	SFTPD,TGFBI
USF1	upstream transcription factor 1	3	0.113	0.125	AGT,SERPINE1,PF4
SP3	Sp3 transcription factor	4	0.148	0.162	FBLN1,TIMP1,COL1A1,COL2A1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.15	0.162	SPP1,S100P
SIRT1	sirtuin 1	2	0.215	0.23	ACAN,MMP9
AR	androgen receptor	3	0.237	0.25	WNT7B,SERPINB5,TGFA
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.275	0.286	PF4,LTBP4
WT1	Wilms tumor 1	2	0.275	0.286	AMH,EREG
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.368	0.379	MMP9,COL1A1
YY1	YY1 transcription factor	2	0.492	0.501	VWF,IL5
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.542	0.547	IFNA1,SFRP1
TP53	tumor protein p53	3	0.572	0.572	GDF15,MMP1,VCAN
