Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
TWIST1	twist basic helix-loop-helix transcription factor 1	3	0.0133	0.0272	GDF15,SRPX,MMP1
PPARG	peroxisome proliferator-activated receptor gamma	4	0.0144	0.0288	GDF15,ANGPTL4,MMP9,MMP1
SNAI2	snail homolog 2 (Drosophila)	2	0.0163	0.0319	MMP17,MMP9
JUNB	jun B proto-oncogene	2	0.0187	0.0354	IL1B,SFTPD
KLF4	Kruppel-like factor 4 (gut)	3	0.019	0.0354	IL1B,LAMA3,GDF15
ATF3	activating transcription factor 3	2	0.0212	0.0385	IFNG,GDF15
SP3	Sp3 transcription factor	5	0.0226	0.0402	HBEGF,IGFBP3,GDF5,COL1A1,COL11A2
RFX5	regulatory factor X, 5 (influences HLA class II expression)	2	0.0265	0.046	IFNG,COL1A2
GATA4	GATA binding protein 4	2	0.0293	0.0479	AMH,FGF10
GLI1	GLI family zinc finger 1	2	0.0293	0.0479	MUC5AC,SFRP1
RUNX2	runt-related transcription factor 2	2	0.0293	0.0479	MMP13,PLAU
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	3	0.0358	0.0573	SPP1,SFTPD,IGF2
SOX2	SRY (sex determining region Y)-box 2	2	0.0385	0.0604	SEMA6A,MMP3
YY1	YY1 transcription factor	4	0.0407	0.0626	IL1B,COL1A2,IFNG,POSTN
POU5F1	POU class 5 homeobox 1	2	0.0452	0.0671	SPP1,SEMA6A
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0473	0.0671	PF4,F13A1,IFNG
WT1	Wilms tumor 1	3	0.0473	0.0671	HBEGF,IGF2,AMH
CREBBP	CREB binding protein	2	0.0487	0.0671	CSF2,S100A4
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.0487	0.0671	MMP9,PLAU
TCF4	transcription factor 4	2	0.0487	0.0671	WNT4,VCAN
SMAD4	SMAD family member 4	2	0.0522	0.0708	COL7A1,TNC
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	2	0.0559	0.0733	ADAMTS1,SPP1
HDAC2	histone deacetylase 2	2	0.0559	0.0733	MUC5AC,COL1A2
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	3	0.0581	0.075	IL1B,CTSG,CLEC4G
CTCF	CCCTC-binding factor (zinc finger protein)	2	0.0674	0.0856	IGF2,CSF2
DNMT1	DNA (cytosine-5-)-methyltransferase 1	2	0.0714	0.0892	BMP2,SFRP1
ATF2	activating transcription factor 2	2	0.0755	0.0929	IFNG,PLAU
GATA3	GATA binding protein 3	2	0.101	0.119	IFNG,MMP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.101	0.119	SPP1,S100P
POU2F1	POU class 2 homeobox 1	2	0.101	0.119	PLAU,SPP1
PPARA	peroxisome proliferator-activated receptor alpha	2	0.106	0.123	ANGPTL4,MMP9
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.11	0.124	ADAMTS1,SFRP1
RUNX1	runt-related transcription factor 1	2	0.11	0.124	PF4,CSF2
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	3	0.114	0.127	HBEGF,PLAU,MUC3A
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.12	0.131	IGFBP3,AMH
CREB1	cAMP responsive element binding protein 1	3	0.136	0.147	IFNG,MUC5AC,PLAU
TP53	tumor protein p53	4	0.205	0.219	GDF15,MMP1,VCAN,IGFBP3
USF1	upstream transcription factor 1	2	0.236	0.248	PF4,IFNG
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.267	0.278	MMP9,COL1A1
ESR1	estrogen receptor 1	2	0.294	0.301	AMH,MMP13
E2F1	E2F transcription factor 1	3	0.297	0.301	IL1B,CTSV,TNFSF11
AR	androgen receptor	2	0.382	0.382	WNT7B,IGFBP3
