Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
HOXB7	homeobox B7	2	0.00851	0.0236	THBS2,FGF2
POU2F2	POU class 2 homeobox 2	2	0.00851	0.0236	IL5,SPP1
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	3	0.0106	0.0271	MMP1,VWF,IL5
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	4	0.0107	0.0271	MMP1,IL6,IL5,SFTPD
JUND	jun D proto-oncogene	3	0.0125	0.0305	IL6,IL5,SFTPD
POU2F1	POU class 2 homeobox 1	3	0.0169	0.0396	IL5,VWF,SPP1
HDAC1	histone deacetylase 1	4	0.0188	0.0398	SPP1,RELN,SFRP1,MMP28
ING4	inhibitor of growth family, member 4	2	0.0189	0.0398	ANGPT1,SPP1
TBP	TATA box binding protein	2	0.0189	0.0398	IL6,PPBP
JUN	jun proto-oncogene	6	0.0204	0.0415	DCN,MMP13,ELN,MMP20,IL6,MMP1
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	3	0.0221	0.0432	IL6,AMH,CST5
SP3	Sp3 transcription factor	5	0.0232	0.0432	FBLN1,GDF5,TGM4,COL11A2,COL2A1
ESR1	estrogen receptor 1	4	0.0235	0.0432	F12,CRHBP,AMH,MMP13
FOXM1	forkhead box M1	2	0.0241	0.0432	FGB,SFTPB
GLI1	GLI family zinc finger 1	2	0.0297	0.0504	MUC5AC,SFRP1
RUNX2	runt-related transcription factor 2	2	0.0297	0.0504	MMP13,IHH
STAT1	signal transducer and activator of transcription 1, 91kDa	4	0.0324	0.0535	FGF2,IL6,MMP13,CXCL10
IRF1	interferon regulatory factor 1	3	0.0365	0.0585	CXCL10,SLPI,OGN
NR5A1	nuclear receptor subfamily 5, group A, member 1	2	0.039	0.0611	AMH,INSL3
FLI1	Friend leukemia virus integration 1	2	0.0458	0.0654	PF4,MMP1
HDAC4	histone deacetylase 4	2	0.0458	0.0654	MMP13,IL5
POU5F1	POU class 5 homeobox 1	2	0.0458	0.0654	SPP1,SEMA6A
EP300	E1A binding protein p300	3	0.0461	0.0654	IL5,LAMA3,IL6
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	2	0.0892	0.121	S100P,IL6
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0892	0.121	SRPX,MMP1
GATA3	GATA binding protein 3	2	0.103	0.133	IL5,MMP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.103	0.133	SPP1,S100P
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.112	0.139	ADAMTS1,SFRP1
KLF4	Kruppel-like factor 4 (gut)	2	0.112	0.139	IL6,LAMA3
EGR1	early growth response 1	3	0.132	0.161	FGF2,IL6,GDNF
CREB1	cAMP responsive element binding protein 1	3	0.138	0.166	BDNF,MUC5AC,IL6
USF2	upstream transcription factor 2, c-fos interacting	2	0.145	0.171	PF4,TGFB2
FOS	FBJ murine osteosarcoma viral oncogene homolog	2	0.196	0.218	MMP1,NTF3
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.196	0.218	PF4,LTBP4
WT1	Wilms tumor 1	2	0.196	0.218	AMH,EREG
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	2	0.222	0.242	IL5,CLEC4G
USF1	upstream transcription factor 1	2	0.238	0.255	TGFB2,PF4
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	2	0.334	0.351	FGF2,MUC3A
YY1	YY1 transcription factor	2	0.375	0.388	VWF,IL5
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.42	0.427	SFRP1,IL6
TP53	tumor protein p53	2	0.683	0.683	MMP1,FGF2
