Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
FOXQ1	forkhead box Q1	2	0.00206	0.00743	WNT3A,RSPO2
ESR1	estrogen receptor 1	5	0.00214	0.00743	F12,AMH,MMP13,TGFA,SERPINE1
ETV4	ets variant 4	3	0.00218	0.00743	MMP14,MMP7,MMP1
POU5F1	POU class 5 homeobox 1	3	0.00281	0.00917	SPP1,SEMA6A,TDGF1
SRF	serum response factor (c-fos serum response element-binding transcription factor)	3	0.00317	0.00958	MMP14,SERPINE1,PLAU
STAT1	signal transducer and activator of transcription 1, 91kDa	5	0.00331	0.00958	IFNB1,CCL2,TIMP1,MMP13,CXCL10
RARA	retinoic acid receptor, alpha	3	0.00355	0.00958	FGFBP1,PLAU,MUC5AC
SMAD4	SMAD family member 4	3	0.00355	0.00958	COL7A1,TNC,SERPINE1
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00378	0.00958	MMP14,MMP1
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	3	0.00396	0.00958	SPP1,WNT11,VWF
HDAC2	histone deacetylase 2	3	0.00396	0.00958	MUC5AC,CCL2,COL1A2
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	3	0.00396	0.00958	CCL2,VWF,COL1A1
CREB1	cAMP responsive element binding protein 1	5	0.00445	0.0103	BDNF,PLAT,MUC5AC,IBSP,PLAU
YY1	YY1 transcription factor	5	0.00467	0.0103	COL1A2,VWF,IFNB1,CCL13,POSTN
GATA6	GATA binding protein 6	2	0.00482	0.0103	PLAU,VWF
ZNF148	zinc finger protein 148	2	0.00482	0.0103	CXCL5,MMP3
SMAD3	SMAD family member 3	3	0.00588	0.0122	COL7A1,SERPINE1,TNC
ATF2	activating transcription factor 2	3	0.00643	0.013	PLAT,IFNB1,PLAU
JUND	jun D proto-oncogene	3	0.00762	0.015	PLAT,FGFBP1,TIMP1
IRF7	interferon regulatory factor 7	2	0.00864	0.0166	IFNB1,CXCL10
FOSL2	FOS-like antigen 2	2	0.0134	0.0245	IBSP,TIMP1
HOXA10	homeobox A10	2	0.0134	0.0245	IGFBP1,IL11
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.0174	0.031	LOX,SERPINE1,PLAU,EGLN3
FOXA2	forkhead box A2	2	0.0191	0.0326	TPO,MMP7
HDAC9	histone deacetylase 9	2	0.0191	0.0326	MMP13,IGFBP1
EGR1	early growth response 1	4	0.0211	0.0338	MMP14,HYAL1,PLAU,GDNF
ESR2	estrogen receptor 2 (ER beta)	2	0.0212	0.0338	TGFA,SERPINE1
GATA4	GATA binding protein 4	2	0.0212	0.0338	AMH,FGF10
IRF1	interferon regulatory factor 1	3	0.0229	0.0358	CXCL10,IFNB1,SLPI
PAX5	paired box 5	2	0.0256	0.0392	MMP1,TIMP1
CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	2	0.028	0.0403	MMP7,MMP14
NR5A1	nuclear receptor subfamily 5, group A, member 1	2	0.028	0.0403	AMH,INSL3
SOX2	SRY (sex determining region Y)-box 2	2	0.028	0.0403	SEMA6A,MMP3
EP300	E1A binding protein p300	3	0.0292	0.0413	IGFBP3,LAMA3,COL1A2
SOX9	SRY (sex determining region Y)-box 9	2	0.0304	0.0422	AMH,COL2A1
LEF1	lymphoid enhancer-binding factor 1	2	0.0465	0.0635	MMP7,CCL7
CIITA	class II, major histocompatibility complex, transactivator	2	0.0525	0.0697	COL1A1,COL1A2
HDAC1	histone deacetylase 1	3	0.0529	0.0697	IGFBP3,SPP1,COL1A2
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0651	0.0842	TIMP1,MMP1
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2	0.0718	0.0913	COL1A1,COL1A2
GATA3	GATA binding protein 3	2	0.0752	0.0925	LOX,MMP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.0752	0.0925	SPP1,S100P
PPARA	peroxisome proliferator-activated receptor alpha	2	0.0787	0.0952	SERPINE1,IGFBP1
RUNX1	runt-related transcription factor 1	2	0.0822	0.0979	TIMP1,PF4
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.0894	0.105	IGFBP3,AMH
SIRT1	sirtuin 1	2	0.112	0.129	COL10A1,COL1A2
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	2	0.124	0.14	SPP1,CCL2
BRCA1	breast cancer 1, early onset	2	0.148	0.161	AREG,S100A2
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.148	0.161	PF4,F13A1
WT1	Wilms tumor 1	2	0.148	0.161	AMH,EREG
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	2	0.169	0.181	CCL2,CTSK
USF1	upstream transcription factor 1	2	0.182	0.192	SERPINE1,PF4
PPARG	peroxisome proliferator-activated receptor gamma	2	0.186	0.194	SERPINE1,MMP1
AR	androgen receptor	2	0.305	0.313	IGFBP3,TGFA
TP53	tumor protein p53	3	0.311	0.315	MMP1,VCAN,IGFBP3
E2F1	E2F transcription factor 1	2	0.476	0.476	SERPINE1,TNFSF11
