Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
LEF1	lymphoid enhancer-binding factor 1	2	0.0326	0.0408	MMP7,CCL7
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.0326	0.0408	MUC4,ECM1,COL1A1
CIITA	class II, major histocompatibility complex, transactivator	2	0.0369	0.0444	COL1A1,IL4
SMAD3	SMAD family member 3	2	0.0369	0.0444	COL7A1,FST
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0461	0.0544	SRPX,MMP1
GATA3	GATA binding protein 3	2	0.0534	0.062	IL4,MMP1
PPARA	peroxisome proliferator-activated receptor alpha	2	0.0559	0.0638	IL6,IGFBP1
SIRT1	sirtuin 1	2	0.0805	0.0902	IL1B,COL10A1
IRF1	interferon regulatory factor 1	2	0.0892	0.0983	IFNB1,OGN
EP300	E1A binding protein p300	2	0.104	0.113	LAMA3,IL6
BRCA1	breast cancer 1, early onset	2	0.108	0.115	FST,AREG
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	2	0.124	0.13	IL1B,CCL2
EGR1	early growth response 1	2	0.214	0.22	FGF2,IL6
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.257	0.261	SFRP1,IL6
TP53	tumor protein p53	2	0.479	0.479	MMP1,FGF2
