Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
DDIT3	DNA-damage-inducible transcript 3	2	0.0377	0.0502	IL6,CXCL8
HDAC9	histone deacetylase 9	2	0.0377	0.0502	MMP13,IGFBP1
XBP1	X-box binding protein 1	2	0.0417	0.0547	IL6,CXCL8
SIRT1	sirtuin 1	3	0.0496	0.0641	COL10A1,TNF,MMP9
FOXA1	forkhead box A1	2	0.0501	0.0641	SFTPB,SERPINC1
SOX2	SRY (sex determining region Y)-box 2	2	0.0545	0.0689	BMP4,SEMA6A
STAT1	signal transducer and activator of transcription 1, 91kDa	4	0.0571	0.0714	FGF2,MMP9,IL6,MMP13
SOX9	SRY (sex determining region Y)-box 9	2	0.059	0.0729	AMH,COL11A2
FOXO1	forkhead box O1	2	0.0637	0.0768	IL6,IGFBP1
HDAC4	histone deacetylase 4	2	0.0637	0.0768	MMP13,IL5
TP53	tumor protein p53	6	0.0647	0.0772	THBS1,GDF15,MMP1,VCAN,FGF2,IGFBP3
CREM	cAMP responsive element modulator	2	0.0684	0.079	PLAT,CCL4
PARP1	poly (ADP-ribose) polymerase 1	2	0.0684	0.079	CXCL1,SERPINE1
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0684	0.079	GDF15,SRPX
SMAD4	SMAD family member 4	2	0.0733	0.0837	TNC,SERPINE1
BRCA1	breast cancer 1, early onset	3	0.0751	0.0839	AREG,S100A2,CXCL1
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0751	0.0839	PF4,F13A1,LTBP4
HDAC2	histone deacetylase 2	2	0.0783	0.0865	MUC5AC,CXCL8
HSF1	heat shock transcription factor 1	2	0.0993	0.109	TNF,SERPINE1
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.124	0.134	HGF,MMP9,COL1A1
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.151	0.16	IGFBP1,SFRP1
RUNX1	runt-related transcription factor 1	2	0.151	0.16	ELANE,PF4
HNF4A	hepatocyte nuclear factor 4, alpha	2	0.181	0.191	SERPINC1,MMP7
USF2	upstream transcription factor 2, c-fos interacting	2	0.194	0.202	THBS1,PF4
IRF1	interferon regulatory factor 1	2	0.219	0.226	OGN,MMP9
USF1	upstream transcription factor 1	2	0.309	0.315	SERPINE1,PF4
YY1	YY1 transcription factor	2	0.467	0.471	VWF,IL5
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.516	0.516	SFRP1,IL6
