Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RUNX2	runt-related transcription factor 2	5	1.44e-05	0.000126	IBSP,MMP13,VEGFC,IHH,VEGFA
NFIL3	nuclear factor, interleukin 3 regulated	4	1.71e-05	0.000137	VWF,EREG,IL1B,AREG
SP3	Sp3 transcription factor	10	2.71e-05	0.000188	FBLN1,HBEGF,HGF,TGM4,IGFBP1,COL1A1,PLAT,COL11A2,VEGFA,COL2A1
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	6	2.74e-05	0.000188	CXCL8,F7,IL6,VEGFA,CCL2,IGFBP1
HDAC2	histone deacetylase 2	5	8.93e-05	0.000572	MUC5AC,CXCL8,CCL2,BMP7,VEGFA
EGR1	early growth response 1	8	0.000143	0.000861	PDGFB,GDF15,LTB,VEGFA,FGF2,CXCL8,IL6,GDNF
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	5	0.000208	0.00117	MMP1,CXCL8,VWF,CSF2,MMP3
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	4	0.000279	0.00141	MMP3,IL1B,MMP1,CXCL8
XBP1	X-box binding protein 1	4	0.000279	0.00141	CCL2,VEGFA,IL6,CXCL8
TFCP2	transcription factor CP2	3	0.000401	0.00192	SPP1,A2M,FGA
FOS	FBJ murine osteosarcoma viral oncogene homolog	6	0.000445	0.00204	FGFBP1,MMP7,MMP3,MMP1,CXCL8,NTF3
EPAS1	endothelial PAS domain protein 1	3	0.000565	0.00233	SERPINE1,COL10A1,VEGFA
HOXB7	homeobox B7	3	0.000565	0.00233	THBS2,FGF2,VEGFA
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	6	0.000588	0.00233	GDF15,CXCL8,IL1B,MMP1,IL6,S100A9
KLF4	Kruppel-like factor 4 (gut)	5	0.000606	0.00233	VEGFA,IL6,IL1B,LAMA3,GDF15
STAT1	signal transducer and activator of transcription 1, 91kDa	7	0.000635	0.00234	FGF2,IL6,CCL2,MUC1,IL1B,MMP13,CCL3
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	4	0.00113	0.00403	HGF,CCL2,VWF,COL1A1
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	5	0.00185	0.00612	SPP1,S100A9,LEP,IL6,CCL2
DNMT1	DNA (cytosine-5-)-methyltransferase 1	4	0.00192	0.00612	TIMP3,SFRP5,BMP2,VEGFA
SMAD3	SMAD family member 3	4	0.00192	0.00612	VEGFA,LTBP4,SERPINE1,FSTL3
ING4	inhibitor of growth family, member 4	3	0.00201	0.00612	CXCL8,ANGPT1,SPP1
ESR1	estrogen receptor 1	6	0.00204	0.00612	CRHBP,AMH,MMP13,VEGFA,CXCL12,SERPINE1
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.00289	0.00817	MMP1,CXCL8
ZNF300	zinc finger protein 300	2	0.00289	0.00817	CXCL8,IL6
GLI1	GLI family zinc finger 1	3	0.00407	0.0112	CYR61,MUC5AC,S100A9
RUNX1	runt-related transcription factor 1	4	0.00495	0.0132	CCL3,VEGFA,PF4,CSF2
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	4	0.0059	0.0146	IL6,AMH,CXCL8,CST5
NCOA3	nuclear receptor coactivator 3	2	0.00594	0.0146	MMP10,MMP7
NR5A1	nuclear receptor subfamily 5, group A, member 1	3	0.00622	0.0146	AMH,NOV,INSL3
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	3	0.00622	0.0146	IL6,CCL2,IL1B
SOX2	SRY (sex determining region Y)-box 2	3	0.00622	0.0146	BMP4,SEMA6A,MMP3
SOX9	SRY (sex determining region Y)-box 9	3	0.00706	0.0161	AMH,COL11A2,COL2A1
HDAC5	histone deacetylase 5	2	0.00782	0.0166	SLIT2,FGF2
FLI1	Friend leukemia virus integration 1	3	0.00797	0.0166	PF4,MMP1,CTGF
FOXO1	forkhead box O1	3	0.00797	0.0166	PDGFB,IL6,IGFBP1
POU5F1	POU class 5 homeobox 1	3	0.00797	0.0166	SPP1,SEMA6A,BMP4
ZNF148	zinc finger protein 148	2	0.00995	0.02	CXCL5,MMP3
RARA	retinoic acid receptor, alpha	3	0.00998	0.02	FGFBP1,ANXA8,MUC5AC
SNAI1	snail homolog 1 (Drosophila)	2	0.0123	0.0241	THBS1,HBEGF
EP300	E1A binding protein p300	4	0.016	0.0308	VEGFA,LAMA3,CXCL8,IL6
CREB1	cAMP responsive element binding protein 1	5	0.0201	0.0376	BDNF,PLAT,MUC5AC,IBSP,IL6
ZEB1	zinc finger E-box binding homeobox 1	2	0.0206	0.0376	MUC1,LAMC2
JUND	jun D proto-oncogene	3	0.0208	0.0376	IL6,PLAT,FGFBP1
TWIST1	twist basic helix-loop-helix transcription factor 1	3	0.0224	0.0392	GDF15,SRPX,MMP1
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	4	0.0225	0.0392	IL1B,CCL2,CTSG,CLEC4G
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.0259	0.0445	COL1A1,CTSG,CLEC4G
PTTG1	pituitary tumor-transforming 1	2	0.0271	0.0448	VEGFA,FGF2
TBP	TATA box binding protein	2	0.0271	0.0448	IL6,PPBP
E2F1	E2F transcription factor 1	6	0.0293	0.0476	IL1B,THBS1,SERPINE1,SERPINB5,VEGFA,CCL3
PPARA	peroxisome proliferator-activated receptor alpha	3	0.0298	0.0476	SERPINE1,IL6,IGFBP1
FOXM1	forkhead box M1	2	0.0343	0.0538	FGB,VEGFA
HDAC1	histone deacetylase 1	4	0.0347	0.0538	SPP1,SERPINB5,CXCL8,MMP28
DDIT3	DNA-damage-inducible transcript 3	2	0.0382	0.0572	IL6,CXCL8
HDAC9	histone deacetylase 9	2	0.0382	0.0572	MMP13,IGFBP1
ESR2	estrogen receptor 2 (ER beta)	2	0.0422	0.0613	SERPINE1,VEGFA
GATA4	GATA binding protein 4	2	0.0422	0.0613	AMH,FGF10
ELK1	ELK1, member of ETS oncogene family	2	0.0463	0.0654	WISP2,PDGFB
NR1H4	nuclear receptor subfamily 1, group H, member 4	2	0.0463	0.0654	VEGFA,DCN
USF2	upstream transcription factor 2, c-fos interacting	3	0.0478	0.0665	THBS1,PF4,TGFB2
SIRT1	sirtuin 1	3	0.0503	0.069	ACAN,IL1B,COL10A1
AHR	aryl hydrocarbon receptor	2	0.0551	0.0734	IL6,IL1B
ETV4	ets variant 4	2	0.0551	0.0734	MMP7,MMP1
HDAC4	histone deacetylase 4	2	0.0643	0.0846	MMP13,VEGFA
TP53	tumor protein p53	6	0.0662	0.0851	S100B,THBS1,GDF15,MMP1,VEGFA,FGF2
CREM	cAMP responsive element modulator	2	0.0692	0.0851	PLAT,CCL4
PGR	progesterone receptor	2	0.0692	0.0851	VEGFA,IGFBP1
TCF4	transcription factor 4	2	0.0692	0.0851	CLEC4C,VEGFA
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0692	0.0851	GDF15,SRPX
HNF1A	HNF1 homeobox A	2	0.0741	0.0878	VEGFA,IGFBP1
NR1I2	nuclear receptor subfamily 1, group I, member 2	2	0.0741	0.0878	CCL2,THBS1
SMAD4	SMAD family member 4	2	0.0741	0.0878	FSTL3,SERPINE1
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0762	0.0892	MUC1,PF4,LTBP4
AR	androgen receptor	4	0.0782	0.0905	SERPINB5,MUC1,VEGFA,NOV
HSF1	heat shock transcription factor 1	2	0.1	0.115	IL1B,SERPINE1
USF1	upstream transcription factor 1	3	0.103	0.116	TGFB2,SERPINE1,PF4
ATF2	activating transcription factor 2	2	0.106	0.118	PLAT,TGFB2
PPARG	peroxisome proliferator-activated receptor gamma	3	0.107	0.118	SERPINE1,GDF15,MMP1
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.125	0.137	HGF,VEGFA,COL1A1
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	2	0.129	0.139	CXCL8,COL1A1
GATA3	GATA binding protein 3	2	0.14	0.148	MUC1,MMP1
POU2F1	POU class 2 homeobox 1	2	0.14	0.148	VWF,SPP1
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.152	0.159	ADAMTS1,IGFBP1
IRF1	interferon regulatory factor 1	2	0.221	0.228	SLPI,OGN
BRCA1	breast cancer 1, early onset	2	0.26	0.265	AREG,VEGFA
YY1	YY1 transcription factor	2	0.47	0.475	IL1B,VWF
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.519	0.519	VEGFA,IL6
