Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	2	0.0317	0.0517	CCL20,CXCL1
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	2	0.039	0.0613	MMP1,MMP9
RUNX2	runt-related transcription factor 2	2	0.039	0.0613	IHH,PLAU
ELK1	ELK1, member of ETS oncogene family	2	0.0428	0.0662	WISP2,MUC4
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.0492	0.0747	CXCL12,LOX,FGF2,PLAU
ETV4	ets variant 4	2	0.0509	0.0747	MUC4,MMP1
SOX2	SRY (sex determining region Y)-box 2	2	0.0509	0.0747	BMP4,SEMA6A
EGR1	early growth response 1	4	0.0587	0.0845	HYAL1,FGF2,PLAU,IGF2
CREB1	cAMP responsive element binding protein 1	4	0.0627	0.0888	BDNF,MUC5AC,MUC4,PLAU
CREBBP	CREB binding protein	2	0.0641	0.0888	IL4,CSF2
YY1	YY1 transcription factor	4	0.0648	0.0888	COL1A2,VWF,MUC4,IL4
SMAD4	SMAD family member 4	2	0.0687	0.0913	FSTL3,TNC
WT1	Wilms tumor 1	3	0.0687	0.0913	IGF2,PDGFA,EREG
HDAC2	histone deacetylase 2	2	0.0734	0.096	MUC5AC,COL1A2
CTCF	CCCTC-binding factor (zinc finger protein)	2	0.0881	0.113	IGF2,CSF2
PPARG	peroxisome proliferator-activated receptor gamma	3	0.0967	0.121	ANGPTL4,MMP9,MMP1
ATF2	activating transcription factor 2	2	0.0983	0.121	TGFB2,PLAU
CDX2	caudal type homeobox 2	2	0.0983	0.121	MEP1A,MUC17
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.114	0.139	SRPX,MMP1
PPARA	peroxisome proliferator-activated receptor alpha	2	0.136	0.163	ANGPTL4,MMP9
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.142	0.165	ADAMTS1,SFRP1
RUNX1	runt-related transcription factor 1	2	0.142	0.165	PF4,CSF2
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.154	0.176	IL12B,CST5
USF2	upstream transcription factor 2, c-fos interacting	2	0.183	0.208	PF4,TGFB2
SIRT1	sirtuin 1	2	0.189	0.212	COL1A2,MMP9
BRCA1	breast cancer 1, early onset	2	0.244	0.266	CXCL1,IFNA1
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.244	0.266	PF4,LTBP4
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	2	0.275	0.296	IL12B,CTSG
USF1	upstream transcription factor 1	2	0.293	0.312	TGFB2,PF4
ESR1	estrogen receptor 1	2	0.36	0.378	CXCL12,TGFA
AR	androgen receptor	2	0.458	0.475	SERPINB5,TGFA
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.496	0.508	IFNA1,SFRP1
E2F1	E2F transcription factor 1	2	0.654	0.662	MUC4,SERPINB5
TP53	tumor protein p53	2	0.759	0.759	MMP1,FGF2
