Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
TFCP2	transcription factor CP2	2	0.00753	0.0146	SPP1,FGA
ZNF148	zinc finger protein 148	2	0.00753	0.0146	CXCL5,MMP3
HOXB7	homeobox B7	2	0.00932	0.0177	THBS2,FGF2
CIITA	class II, major histocompatibility complex, transactivator	3	0.011	0.0201	COL1A1,MMP9,COL1A2
DNMT1	DNA (cytosine-5-)-methyltransferase 1	3	0.011	0.0201	SFRP5,BMP2,SFRP1
ATF2	activating transcription factor 2	3	0.012	0.0215	PLAT,IFNB1,PLAU
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	4	0.0125	0.022	CXCL8,IL1B,MMP1,IL6
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	4	0.014	0.024	IL1B,CCL2,ELANE,CTSK
JUND	jun D proto-oncogene	3	0.0142	0.024	IL6,PLAT,FGFBP1
KLF5	Kruppel-like factor 5 (intestinal)	2	0.0157	0.0261	MMP9,FGFBP1
NF1	neurofibromin 1	2	0.0181	0.0292	SFTPB,PLAT
SNAI2	snail homolog 2 (Drosophila)	2	0.0181	0.0292	MMP17,MMP9
POU2F1	POU class 2 homeobox 1	3	0.0191	0.0303	VWF,PLAU,SPP1
PPARA	peroxisome proliferator-activated receptor alpha	3	0.0205	0.0312	SERPINE1,IL6,MMP9
IRF3	interferon regulatory factor 3	2	0.0207	0.0312	CCL2,IFNB1
TBP	TATA box binding protein	2	0.0207	0.0312	IL6,PPBP
KLF4	Kruppel-like factor 4 (gut)	3	0.0219	0.0325	IL6,IL1B,LAMA3
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	3	0.0249	0.0364	IL6,IGFBP3,CXCL8
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	2	0.0263	0.0367	CCL20,CXCL1
FOXM1	forkhead box M1	2	0.0263	0.0367	FGB,SFTPB
HMGA1	high mobility group AT-hook 1	2	0.0263	0.0367	CXCL1,IL1B
SP3	Sp3 transcription factor	5	0.0277	0.0382	HBEGF,IGFBP3,TGM4,COL1A1,PLAT
DDIT3	DNA-damage-inducible transcript 3	2	0.0293	0.0392	IL6,CXCL8
FOXA2	forkhead box A2	2	0.0293	0.0392	TPO,MMP7
IRF1	interferon regulatory factor 1	3	0.041	0.0538	IFNB1,SLPI,MMP9
AHR	aryl hydrocarbon receptor	2	0.0425	0.0538	IL6,IL1B
CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	2	0.0425	0.0538	MMP7,MMP14
SOX2	SRY (sex determining region Y)-box 2	2	0.0425	0.0538	SEMA6A,MMP3
CREB1	cAMP responsive element binding protein 1	4	0.0465	0.0581	PLAT,IBSP,IL6,PLAU
FOXO1	forkhead box O1	2	0.0498	0.0607	PDGFB,IL6
POU5F1	POU class 5 homeobox 1	2	0.0498	0.0607	SPP1,SEMA6A
CREM	cAMP responsive element modulator	2	0.0536	0.0637	PLAT,CCL4
PARP1	poly (ADP-ribose) polymerase 1	2	0.0536	0.0637	CXCL1,SERPINE1
LEF1	lymphoid enhancer-binding factor 1	2	0.0698	0.0819	MMP7,ELANE
PPARG	peroxisome proliferator-activated receptor gamma	3	0.0767	0.0889	SERPINE1,MMP9,MMP1
HSF1	heat shock transcription factor 1	2	0.0784	0.0898	IL1B,SERPINE1
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.0909	0.103	MMP9,ECM1,COL1A1
TP53	tumor protein p53	5	0.101	0.113	S100B,MMP1,VCAN,FGF2,IGFBP3
GATA3	GATA binding protein 3	2	0.111	0.121	MMP1,CXCL1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.111	0.121	SPP1,S100P
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.121	0.129	ADAMTS1,SFRP1
RUNX1	runt-related transcription factor 1	2	0.121	0.129	ELANE,PF4
BRCA1	breast cancer 1, early onset	2	0.211	0.22	AREG,CXCL1
WT1	Wilms tumor 1	2	0.211	0.22	HBEGF,CX3CL1
USF1	upstream transcription factor 1	2	0.255	0.263	SERPINE1,PF4
ESR1	estrogen receptor 1	2	0.316	0.323	MMP13,SERPINE1
E2F1	E2F transcription factor 1	3	0.326	0.329	IL1B,SERPINE1,TNFSF11
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.444	0.444	SFRP1,IL6
