Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	7	6.9e-07	6.09e-06	CXCL8,S100P,F7,IL6,PLAU,CCL2,IGFBP1
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	5	4.28e-05	0.000346	ADAMTS1,SPP1,FGF2,VWF,CXCL8
ING4	inhibitor of growth family, member 4	4	5.69e-05	0.000394	CXCL8,NGF,ANGPT1,SPP1
IRF3	interferon regulatory factor 3	4	5.69e-05	0.000394	CXCL10,CCL2,IFNB1,IFNA1
IRF1	interferon regulatory factor 1	6	0.000104	0.000671	CXCL10,IFNB1,SLPI,OGN,IFNA1,MMP9
RUNX2	runt-related transcription factor 2	4	0.000154	0.000935	MMP13,IHH,ELANE,PLAU
ZFP36	ZFP36 ring finger protein	3	0.000171	0.000948	SERPINB2,IL6,CXCL8
EP300	E1A binding protein p300	6	0.000176	0.000948	S100A4,LAMA3,MMP9,CXCL8,IL6,COL1A2
TFCP2	transcription factor CP2	3	0.000254	0.0013	SPP1,A2M,FGA
NFIL3	nuclear factor, interleukin 3 regulated	3	0.000359	0.00174	VWF,IL1B,AREG
HDAC2	histone deacetylase 2	4	0.000636	0.00284	CXCL8,CCL2,COL1A2,BMP7
IRF7	interferon regulatory factor 7	3	0.000644	0.00284	IFNA1,IFNB1,CXCL10
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	5	0.000932	0.00393	SPP1,S100A9,ELANE,IL6,CCL2
CIITA	class II, major histocompatibility complex, transactivator	4	0.00109	0.00422	COL1A1,S100A4,MMP9,COL1A2
SMAD3	SMAD family member 3	4	0.00109	0.00422	COL7A1,LTBP4,TNC,MMP9
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	4	0.00192	0.00646	CXCL8,COL1A2,CCL26,COL1A1
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	5	0.00195	0.00646	CXCL8,IL1B,MMP1,IL6,S100A9
EGR1	early growth response 1	6	0.00198	0.00646	HYAL1,LTB,FGF2,PLAU,CXCL8,IL6
ELF4	E74-like factor 4 (ets domain transcription factor)	2	0.00213	0.00646	MMP9,CXCL8
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	4	0.00213	0.00646	ELANE,COL1A1,COL1A2,CTSG
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.00213	0.00646	MMP1,CXCL8
ZNF300	zinc finger protein 300	2	0.00213	0.00646	CXCL8,IL6
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	5	0.00225	0.00661	IL1B,CCL2,ELANE,CTSG,PRG2
YY1	YY1 transcription factor	6	0.00235	0.00669	IL1B,COL1A2,VWF,MUC4,IFNB1,POSTN
XBP1	X-box binding protein 1	3	0.00263	0.00728	CCL2,IL6,CXCL8
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.00316	0.00808	COL1A2,COL11A1
FOXQ1	forkhead box Q1	2	0.00316	0.00808	WNT3A,RSPO2
IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	2	0.00316	0.00808	CXCL8,MMP9
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	4	0.00341	0.00848	IL6,AMH,CXCL8,CST5
ETV4	ets variant 4	3	0.00404	0.00939	MUC4,MMP7,MMP1
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	3	0.00404	0.00939	IL6,CCL2,IL1B
HDAC1	histone deacetylase 1	5	0.00407	0.00939	MMP9,SPP1,CXCL8,SFRP1,COL1A2
CEBPE	CCAAT/enhancer binding protein (C/EBP), epsilon	2	0.00439	0.00967	PRG2,CTSG
NCOA3	nuclear receptor coactivator 3	2	0.00439	0.00967	MMP10,MMP7
SOX9	SRY (sex determining region Y)-box 9	3	0.00459	0.0099	SHH,AMH,COL11A2
FLI1	Friend leukemia virus integration 1	3	0.00519	0.011	PF4,MMP1,COL1A2
SIRT1	sirtuin 1	4	0.00553	0.0114	IL1B,COL10A1,COL1A2,MMP9
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00579	0.0117	MMP9,MMP1
SP3	Sp3 transcription factor	6	0.0068	0.0135	HBEGF,TGM4,IGFBP1,COL1A1,COL11A2,MUC4
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	3	0.00726	0.0135	CCL2,VWF,COL1A1
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2	0.00737	0.0135	SFRP1,SFRP5
GATA6	GATA binding protein 6	2	0.00737	0.0135	PLAU,VWF
ZNF148	zinc finger protein 148	2	0.00737	0.0135	CXCL5,MMP3
LEF1	lymphoid enhancer-binding factor 1	3	0.00888	0.0159	MMP7,CCL7,ELANE
HOXB7	homeobox B7	2	0.00913	0.0161	THBS2,FGF2
DNMT1	DNA (cytosine-5-)-methyltransferase 1	3	0.0107	0.0185	SFRP5,BMP2,SFRP1
STAT2	signal transducer and activator of transcription 2, 113kDa	2	0.011	0.0188	CCL2,IFNA1
KLF5	Kruppel-like factor 5 (intestinal)	2	0.0154	0.0257	MMP9,FGFBP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.0186	0.0301	SPP1,MUC4,S100P
POU2F1	POU class 2 homeobox 1	3	0.0186	0.0301	VWF,PLAU,SPP1
PPARA	peroxisome proliferator-activated receptor alpha	3	0.0199	0.0312	IL6,MMP9,IGFBP1
PTTG1	pituitary tumor-transforming 1	2	0.0203	0.0312	S100A4,FGF2
TBP	TATA box binding protein	2	0.0203	0.0312	IL6,PPBP
EZH2	enhancer of zeste homolog 2 (Drosophila)	3	0.0213	0.0313	ADAMTS1,IGFBP1,SFRP1
KLF4	Kruppel-like factor 4 (gut)	3	0.0213	0.0313	IL6,IL1B,LAMA3
RUNX1	runt-related transcription factor 1	3	0.0213	0.0313	ELANE,PF4,CSF2
DDIT3	DNA-damage-inducible transcript 3	2	0.0287	0.0404	IL6,CXCL8
FOXA2	forkhead box A2	2	0.0287	0.0404	TPO,MMP7
HDAC9	histone deacetylase 9	2	0.0287	0.0404	MMP13,IGFBP1
GLI1	GLI family zinc finger 1	2	0.0318	0.044	SFRP1,S100A9
ELK1	ELK1, member of ETS oncogene family	2	0.035	0.0472	WISP2,MUC4
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.035	0.0472	LOX,FGF2,HBEGF,PLAU
AHR	aryl hydrocarbon receptor	2	0.0417	0.0539	IL6,IL1B
NR5A1	nuclear receptor subfamily 5, group A, member 1	2	0.0417	0.0539	AMH,INSL3
SOX2	SRY (sex determining region Y)-box 2	2	0.0417	0.0539	BMP4,MMP3
FOXO1	forkhead box O1	2	0.0489	0.0616	IL6,IGFBP1
POU5F1	POU class 5 homeobox 1	2	0.0489	0.0616	SPP1,BMP4
CREBBP	CREB binding protein	2	0.0526	0.0623	CSF2,S100A4
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0526	0.0623	PRG2,PF4,LTBP4
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.0526	0.0623	MMP9,PLAU
TCF4	transcription factor 4	2	0.0526	0.0623	VCAN,CLEC4C
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0526	0.0623	POSTN,SRPX
RARA	retinoic acid receptor, alpha	2	0.0565	0.0652	FGFBP1,PLAU
SMAD4	SMAD family member 4	2	0.0565	0.0652	COL7A1,TNC
ATF2	activating transcription factor 2	2	0.0814	0.0929	IFNB1,PLAU
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.0887	0.1	MUC4,MMP9,COL1A1
JUND	jun D proto-oncogene	2	0.0903	0.101	IL6,FGFBP1
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0949	0.105	SRPX,MMP1
GATA3	GATA binding protein 3	2	0.109	0.119	LOX,MMP1
CREB1	cAMP responsive element binding protein 1	3	0.15	0.161	MUC4,IL6,PLAU
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	3	0.186	0.198	IFNA1,SFRP1,IL6
BRCA1	breast cancer 1, early onset	2	0.207	0.216	AREG,IFNA1
WT1	Wilms tumor 1	2	0.207	0.216	HBEGF,AMH
TP53	tumor protein p53	4	0.227	0.234	S100B,MMP1,VCAN,FGF2
PPARG	peroxisome proliferator-activated receptor gamma	2	0.257	0.262	MMP9,MMP1
ESR1	estrogen receptor 1	2	0.312	0.315	AMH,MMP13
E2F1	E2F transcription factor 1	2	0.594	0.594	IL1B,MUC4
