Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	4	0.00354	0.00983	IL6,IL2,IGFBP3,CST5
FOXO1	forkhead box O1	3	0.00535	0.0138	TNFSF10,IL6,IGFBP1
POU5F1	POU class 5 homeobox 1	3	0.00535	0.0138	SPP1,SEMA6A,TDGF1
SIRT1	sirtuin 1	4	0.00574	0.0139	COL10A1,COL1A2,MMP9,ADAMTS5
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00591	0.0139	MMP9,MMP1
ZFP36	ZFP36 ring finger protein	2	0.00591	0.0139	IL6,IL2
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	4	0.00712	0.0162	SPP1,LEP,IL6,IGF2
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	3	0.00748	0.0165	SPP1,WNT11,FGF2
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	5	0.00821	0.0176	FGF2,HBEGF,MUC3A,EGLN3,LEP
HOXB7	homeobox B7	2	0.00932	0.0189	THBS2,FGF2
SPDEF	SAM pointed domain containing ets transcription factor	2	0.00932	0.0189	SERPINB5,MMP9
WT1	Wilms tumor 1	4	0.0105	0.0206	HBEGF,CX3CL1,IGF2,EREG
CIITA	class II, major histocompatibility complex, transactivator	3	0.011	0.0206	COL1A1,MMP9,COL1A2
SMAD3	SMAD family member 3	3	0.011	0.0206	LTBP4,ANGPTL4,MMP9
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.0178	0.0326	IL7,COL1A1,COL1A2
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.0191	0.0341	SPP1,MUC4,S100P
HOXA10	homeobox A10	2	0.0207	0.0345	IGFBP1,IL11
ING4	inhibitor of growth family, member 4	2	0.0207	0.0345	ANGPT1,SPP1
TBP	TATA box binding protein	2	0.0207	0.0345	IL6,PPBP
RUNX1	runt-related transcription factor 1	3	0.0219	0.0357	CCL3,IL2,PF4
GLI2	GLI family zinc finger 2	2	0.0293	0.0457	MUC5AC,WNT2B
HDAC9	histone deacetylase 9	2	0.0293	0.0457	MMP13,IGFBP1
GLI1	GLI family zinc finger 1	2	0.0324	0.0486	CYR61,MUC5AC
PML	promyelocytic leukemia	2	0.0324	0.0486	TNFSF10,IFNB1
ELK1	ELK1, member of ETS oncogene family	2	0.0357	0.0524	WISP2,MUC4
IRF1	interferon regulatory factor 1	3	0.041	0.058	TNFSF10,IFNB1,MMP9
AHR	aryl hydrocarbon receptor	2	0.0425	0.058	IL6,IL13
ETV4	ets variant 4	2	0.0425	0.058	MUC4,MMP1
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.0425	0.058	IL6,IL2
SOX9	SRY (sex determining region Y)-box 9	2	0.0461	0.0618	SHH,COL2A1
YY1	YY1 transcription factor	4	0.048	0.0632	COL1A2,MUC4,IFNB1,POSTN
CREM	cAMP responsive element modulator	2	0.0536	0.0682	IL2,CCL4
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0536	0.0682	POSTN,SRPX
RARA	retinoic acid receptor, alpha	2	0.0575	0.0719	ANXA8,MUC5AC
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	3	0.0612	0.0752	MMP1,IL6,IL13
YBX1	Y box binding protein 1	2	0.0741	0.0896	MMP13,AGT
PPARG	peroxisome proliferator-activated receptor gamma	3	0.0767	0.0913	ANGPTL4,MMP9,MMP1
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	2	0.0829	0.0971	MMP1,MMP9
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.0909	0.104	MUC4,MMP9,COL1A1
JUND	jun D proto-oncogene	2	0.0919	0.104	IL6,CSTA
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0966	0.108	SRPX,MMP1
POU2F1	POU class 2 homeobox 1	2	0.111	0.122	SPP1,IL2
KLF4	Kruppel-like factor 4 (gut)	2	0.121	0.131	IL6,LAMA3
E2F1	E2F transcription factor 1	4	0.143	0.153	MUC4,SERPINB5,TNFSF11,CCL3
BRCA1	breast cancer 1, early onset	2	0.211	0.219	AREG,S100A2
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.211	0.219	PF4,LTBP4
TP53	tumor protein p53	4	0.232	0.239	MMP1,VCAN,FGF2,IGFBP3
USF1	upstream transcription factor 1	2	0.255	0.258	AGT,PF4
AR	androgen receptor	2	0.408	0.408	SERPINB5,IGFBP3
