Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
STAT1	signal transducer and activator of transcription 1, 91kDa	3	0.0696	0.0838	MUC4,TIMP1,MMP13
IRF1	interferon regulatory factor 1	2	0.113	0.133	IL12B,SLPI
TP53	tumor protein p53	4	0.115	0.133	S100B,THBS1,GDF15,MMP1
EP300	E1A binding protein p300	2	0.132	0.149	S100A4,IL12B
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.136	0.151	PF4,LTBP4
USF1	upstream transcription factor 1	2	0.167	0.182	TGFB2,PF4
PPARG	peroxisome proliferator-activated receptor gamma	2	0.171	0.183	GDF15,MMP1
HDAC1	histone deacetylase 1	2	0.191	0.196	SPP1,MMP28
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.191	0.196	MUC4,COL1A1
E2F1	E2F transcription factor 1	3	0.193	0.196	MUC4,THBS1,TNFSF11
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	2	0.241	0.241	HBEGF,MUC3A
