Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
SIRT1	sirtuin 1	4	0.00386	0.0114	ACAN,COL10A1,COL1A2,ADAMTS5
FLI1	Friend leukemia virus integration 1	3	0.00391	0.0114	MMP1,COL1A2,IGFBP3
ZFP36	ZFP36 ring finger protein	2	0.00475	0.0133	SERPINB2,CXCL8
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2	0.00606	0.0147	IGFBP3,SFRP5
FOSL1	FOS-like antigen 1	2	0.00606	0.0147	SFTPD,MMP1
TFCP2	transcription factor CP2	2	0.00606	0.0147	SPP1,FGA
ZNF148	zinc finger protein 148	2	0.00606	0.0147	CXCL5,MMP3
FOS	FBJ murine osteosarcoma viral oncogene homolog	4	0.00714	0.0165	NGF,MMP3,MMP1,CXCL8
CREB1	cAMP responsive element binding protein 1	5	0.00725	0.0165	BDNF,MUC5AC,IBSP,MUC4,PRL
CIITA	class II, major histocompatibility complex, transactivator	3	0.00811	0.0174	COL1A1,S100A4,COL1A2
SMAD3	SMAD family member 3	3	0.00811	0.0174	LTBP4,ANGPTL4,FST
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	4	0.00855	0.0178	CXCL8,MMP1,PRL,SFTPD
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.0142	0.0288	SPP1,MUC4,S100P
RUNX1	runt-related transcription factor 1	3	0.0163	0.0322	CCL3,CSF1,LGALS3
HOXA10	homeobox A10	2	0.0168	0.0322	IGFBP1,IL11
SP3	Sp3 transcription factor	5	0.0181	0.0339	IGFBP3,IGFBP1,COL1A1,COL2A1,MUC4
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	2	0.0213	0.0389	CCL20,PRL
GLI2	GLI family zinc finger 2	2	0.0238	0.0424	FST,MUC5AC
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.0254	0.0442	LOX,MUC3A,EGLN3,LEP
GATA4	GATA binding protein 4	2	0.0264	0.0447	AMH,FGF10
ELK1	ELK1, member of ETS oncogene family	2	0.029	0.0482	WISP2,MUC4
YY1	YY1 transcription factor	4	0.0341	0.0539	COL1A2,VWF,MUC4,POSTN
E2F1	E2F transcription factor 1	5	0.0345	0.0539	MUC4,THBS1,TNFSF11,PCSK6,CCL3
ETV4	ets variant 4	2	0.0347	0.0539	MUC4,MMP1
FOXO1	forkhead box O1	2	0.0407	0.0599	PRL,IGFBP1
POU5F1	POU class 5 homeobox 1	2	0.0407	0.0599	SPP1,TDGF1
WT1	Wilms tumor 1	3	0.041	0.0599	THBS1,CX3CL1,AMH
TCF4	transcription factor 4	2	0.0439	0.0616	FST,VCAN
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0439	0.0616	POSTN,SRPX
RARA	retinoic acid receptor, alpha	2	0.0471	0.0649	ANXA8,MUC5AC
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0505	0.0682	VWF,COL1A1
LEF1	lymphoid enhancer-binding factor 1	2	0.0574	0.0761	CCL7,PRL
PPARG	peroxisome proliferator-activated receptor gamma	3	0.0588	0.0767	CSF1,ANGPTL4,MMP1
YBX1	Y box binding protein 1	2	0.0609	0.078	MMP13,AGT
CDX2	caudal type homeobox 2	2	0.0683	0.0853	IGFBP3,REG4
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.0701	0.0853	MUC4,COL1A1,IGFBP5
TP53	tumor protein p53	5	0.0701	0.0853	THBS1,MMP1,VCAN,CTSD,IGFBP3
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0798	0.0955	SRPX,MMP1
ESR1	estrogen receptor 1	3	0.0822	0.0968	AMH,MMP13,CTSD
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2	0.0878	0.102	COL1A1,COL1A2
GATA3	GATA binding protein 3	2	0.0919	0.103	LOX,MMP1
POU2F1	POU class 2 homeobox 1	2	0.0919	0.103	VWF,SPP1
PPARA	peroxisome proliferator-activated receptor alpha	2	0.0961	0.106	ANGPTL4,IGFBP1
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.1	0.109	IGFBP1,PRL
STAT1	signal transducer and activator of transcription 1, 91kDa	3	0.103	0.111	MUC4,MMP13,CCL3
USF2	upstream transcription factor 2, c-fos interacting	2	0.131	0.139	CTSD,THBS1
BRCA1	breast cancer 1, early onset	2	0.178	0.185	FST,CTSD
USF1	upstream transcription factor 1	2	0.217	0.223	AGT,CTSD
EGR1	early growth response 1	2	0.331	0.335	HYAL1,CXCL8
AR	androgen receptor	2	0.355	0.355	WNT7B,IGFBP3
