Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
E2F1	E2F transcription factor 1	5	0.0414	0.0581	IL1B,CTSV,SERPINB5,NELL2,CCL3
POU5F1	POU class 5 homeobox 1	2	0.0446	0.0613	SPP1,LEFTY1
WT1	Wilms tumor 1	3	0.0464	0.0625	HBEGF,PDGFA,EREG
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.048	0.0634	GDF15,SRPX
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	2	0.0552	0.07	SPP1,WNT11
HDAC2	histone deacetylase 2	2	0.0552	0.07	MUC5AC,CCL2
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	3	0.0571	0.0711	IL1B,CCL2,ELANE
LEF1	lymphoid enhancer-binding factor 1	2	0.0627	0.0766	CCL7,ELANE
USF1	upstream transcription factor 1	3	0.0639	0.0767	P4HA1,TGFB2,AGT
YBX1	Y box binding protein 1	2	0.0665	0.0784	MMP13,AGT
CIITA	class II, major histocompatibility complex, transactivator	2	0.0705	0.0816	COL1A1,S100A4
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.087	0.099	GDF15,SRPX
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2	0.0956	0.107	ELANE,COL1A1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.1	0.11	SPP1,S100P
PPARA	peroxisome proliferator-activated receptor alpha	2	0.104	0.113	IL6,IGFBP1
USF2	upstream transcription factor 2, c-fos interacting	2	0.142	0.151	P4HA1,TGFB2
IRF1	interferon regulatory factor 1	2	0.162	0.169	CXCL10,SLPI
EP300	E1A binding protein p300	2	0.187	0.193	S100A4,IL6
BRCA1	breast cancer 1, early onset	2	0.192	0.195	S100A2,CXCL1
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.265	0.265	ECM1,COL1A1
