Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
CIITA	class II, major histocompatibility complex, transactivator	3	0.0082	0.0145	FASLG,COL1A1,MMP9
SMAD3	SMAD family member 3	3	0.0082	0.0145	LTBP4,TNC,MMP9
FOXP3	forkhead box P3	2	0.00916	0.0156	IL10,IL2
MSC	musculin	2	0.00916	0.0156	IFNG,IL10
JUND	jun D proto-oncogene	3	0.0106	0.0177	IL6,IL5,CCL5
TBX21	T-box 21	2	0.0109	0.0178	IFNG,IL10
TWIST1	twist basic helix-loop-helix transcription factor 1	3	0.0115	0.0184	GDF15,SRPX,MMP1
PPARG	peroxisome proliferator-activated receptor gamma	4	0.012	0.0189	FASLG,GDF15,MMP9,MMP1
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.0134	0.0207	ELANE,COL1A1,CTSG
SNAI2	snail homolog 2 (Drosophila)	2	0.0148	0.0224	MMP9,CXCL12
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	4	0.0154	0.023	MUC4,MMP9,ECM1,COL1A1
RUNX1	runt-related transcription factor 1	3	0.0165	0.0235	IL2,ELANE,PF4
FOSL2	FOS-like antigen 2	2	0.0169	0.0235	IBSP,IL5
ING4	inhibitor of growth family, member 4	2	0.0169	0.0235	ANGPT1,SPP1
SATB1	SATB homeobox 1	2	0.0169	0.0235	IL2,IL5
SP3	Sp3 transcription factor	5	0.0184	0.0252	FBLN1,TGM4,COL1A1,COL2A1,MUC4
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	3	0.0188	0.0254	IL6,IL2,IL10
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	2	0.0215	0.0285	TNFAIP6,CCL20
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.0257	0.0337	CXCL12,FGF2,MUC1,EGLN3
GATA4	GATA binding protein 4	2	0.0265	0.0339	FGF10,IL5
SIRT1	sirtuin 1	3	0.0267	0.0339	ACAN,COL10A1,MMP9
YY1	YY1 transcription factor	4	0.0345	0.0431	VWF,MUC4,IFNG,IL5
PARP1	poly (ADP-ribose) polymerase 1	2	0.0442	0.0529	IFNG,IL10
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.0442	0.0529	MMP9,PLG
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0442	0.0529	GDF15,SRPX
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0508	0.06	VWF,COL1A1
USF1	upstream transcription factor 1	3	0.0573	0.0667	AGT,PF4,IFNG
YBX1	Y box binding protein 1	2	0.0614	0.0705	MMP13,AGT
DNMT1	DNA (cytosine-5-)-methyltransferase 1	2	0.065	0.0737	RELN,SFRP1
ATF2	activating transcription factor 2	2	0.0688	0.0769	IFNG,FASLG
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	2	0.0844	0.0931	EGLN3,COL1A1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.0925	0.101	SPP1,MUC4
PPARA	peroxisome proliferator-activated receptor alpha	2	0.0967	0.104	IL6,MMP9
KLF4	Kruppel-like factor 4 (gut)	2	0.101	0.107	IL6,GDF15
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	3	0.152	0.16	SFRP1,IL6,FASLG
TP53	tumor protein p53	4	0.18	0.187	GDF15,MMP1,VCAN,FGF2
E2F1	E2F transcription factor 1	3	0.27	0.276	MUC4,NELL2,PCSK6
ESR1	estrogen receptor 1	2	0.273	0.276	MMP13,CXCL12
AR	androgen receptor	2	0.357	0.357	WNT7B,MUC1
