Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	2	0.00305	0.0106	IL5,MMP13
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	3	0.00384	0.0127	IL6,IL2,CCL5
NANOG	Nanog homeobox	3	0.00437	0.0138	LAMB1,NODAL,SEMA6A
POU5F1	POU class 5 homeobox 1	3	0.00494	0.015	SPP1,SEMA6A,TDGF1
ZFP36	ZFP36 ring finger protein	2	0.00559	0.0163	IL6,IL2
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2	0.00712	0.0187	SFRP1,SFRP5
EGR2	early growth response 2	2	0.00712	0.0187	IGF2,IL6
TFCP2	transcription factor CP2	2	0.00712	0.0187	SPP1,A2M
STAT1	signal transducer and activator of transcription 1, 91kDa	5	0.00767	0.0194	FGF2,MUC4,IL6,MUC1,MMP13
NFIL3	nuclear factor, interleukin 3 regulated	2	0.00882	0.0209	VWF,EREG
POU2F2	POU class 2 homeobox 2	2	0.00882	0.0209	IL5,SPP1
CREB1	cAMP responsive element binding protein 1	5	0.0102	0.0228	IL2,MUC5AC,MUC4,IL6,CCL5
SMAD3	SMAD family member 3	3	0.0102	0.0228	LTBP4,SERPINE1,FST
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	3	0.0111	0.0241	VWF,MMP3,IL5
JUND	jun D proto-oncogene	3	0.0131	0.0277	IL6,IL5,CCL5
ZEB1	zinc finger E-box binding homeobox 1	2	0.0148	0.0305	MUC1,COL4A3
SNAI2	snail homolog 2 (Drosophila)	2	0.0172	0.0337	MMP17,CXCL12
GATA3	GATA binding protein 3	3	0.0177	0.0337	MUC1,IL5,CXCL1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.0177	0.0337	SPP1,MUC4,S100P
ING4	inhibitor of growth family, member 4	2	0.0196	0.0345	ANGPT1,SPP1
SATB1	SATB homeobox 1	2	0.0196	0.0345	IL2,IL5
TBP	TATA box binding protein	2	0.0196	0.0345	IL6,PPBP
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	4	0.02	0.0345	HGF,MUC4,ECM1,IGFBP5
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	2	0.0249	0.0413	CCL20,CXCL1
ESR1	estrogen receptor 1	4	0.025	0.0413	CRHBP,MMP13,CXCL12,SERPINE1
GLI2	GLI family zinc finger 2	2	0.0278	0.0449	FST,MUC5AC
GATA4	GATA binding protein 4	2	0.0307	0.0467	FGF10,IL5
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	2	0.0307	0.0467	MMP3,CCL5
RUNX2	runt-related transcription factor 2	2	0.0307	0.0467	MMP13,IHH
SOX2	SRY (sex determining region Y)-box 2	2	0.0404	0.0601	SEMA6A,MMP3
E2F1	E2F transcription factor 1	5	0.0465	0.0654	MUC4,THBS1,SERPINE1,SERPINB5,TNFSF11
AR	androgen receptor	4	0.0471	0.0654	FN1,SERPINB5,MUC1,NOV
FOXO1	forkhead box O1	2	0.0473	0.0654	PDGFB,IL6
HDAC4	histone deacetylase 4	2	0.0473	0.0654	MMP13,IL5
BRCA1	breast cancer 1, early onset	3	0.0504	0.0679	FST,S100A2,CXCL1
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.051	0.0679	FN1,SRPX
RARA	retinoic acid receptor, alpha	2	0.0547	0.0717	ANXA8,MUC5AC
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0585	0.0754	HGF,VWF
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	3	0.0618	0.0783	IL5,CTSG,CCL5
ATF2	activating transcription factor 2	2	0.0789	0.0983	FN1,TGFB2
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	2	0.092	0.111	S100P,IL6
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.092	0.111	SRPX,FN1
PPARA	peroxisome proliferator-activated receptor alpha	2	0.11	0.131	SERPINE1,IL6
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.115	0.135	ADAMTS1,SFRP1
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.125	0.144	IL6,IL2
YY1	YY1 transcription factor	3	0.147	0.167	VWF,MUC4,IL5
USF2	upstream transcription factor 2, c-fos interacting	2	0.15	0.167	THBS1,TGFB2
IRF1	interferon regulatory factor 1	2	0.17	0.187	CCL5,OGN
EP300	E1A binding protein p300	2	0.196	0.213	IL5,IL6
FOS	FBJ murine osteosarcoma viral oncogene homolog	2	0.202	0.213	MMP3,IL1A
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.202	0.213	MUC1,LTBP4
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	2	0.218	0.227	IL6,IL5
USF1	upstream transcription factor 1	2	0.245	0.251	TGFB2,SERPINE1
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.429	0.435	SFRP1,IL6
TP53	tumor protein p53	2	0.693	0.693	THBS1,FGF2
