Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RUNX1	runt-related transcription factor 1	3	0.0137	0.0271	ELANE,PF4,CSF2
ING4	inhibitor of growth family, member 4	2	0.0148	0.0276	ANGPT1,SPP1
PTTG1	pituitary tumor-transforming 1	2	0.0148	0.0276	S100A4,FGF2
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.0206	0.0373	FGF2,HBEGF,PLAU,EGLN3
FOXA2	forkhead box A2	2	0.0211	0.0373	TPO,MMP7
GLI1	GLI family zinc finger 1	2	0.0233	0.0393	MUC5AC,SFRP1
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	2	0.0233	0.0393	MMP3,MMP9
ELK1	ELK1, member of ETS oncogene family	2	0.0257	0.0411	WISP2,MUC4
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	3	0.0262	0.0411	SPP1,SFTPD,ELANE
IRF1	interferon regulatory factor 1	3	0.0262	0.0411	SLPI,OGN,MMP9
ETV4	ets variant 4	2	0.0308	0.0461	MUC4,MMP7
SOX2	SRY (sex determining region Y)-box 2	2	0.0308	0.0461	SEMA6A,MMP3
WT1	Wilms tumor 1	3	0.0348	0.0511	THBS1,HBEGF,EREG
FLI1	Friend leukemia virus integration 1	2	0.0362	0.052	PF4,IGFBP3
CREBBP	CREB binding protein	2	0.039	0.0549	CSF2,S100A4
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	3	0.043	0.0594	ELANE,CTSG,CLEC4G
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0449	0.0607	VWF,COL1A1
LEF1	lymphoid enhancer-binding factor 1	2	0.0511	0.0678	MMP7,ELANE
RUNX3	runt-related transcription factor 3	2	0.0543	0.0707	MMP9,CLEC4G
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.06	0.0764	MUC4,MMP9,COL1A1
ATF2	activating transcription factor 2	2	0.0609	0.0764	PLAT,PLAU
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.0822	0.101	SPP1,MUC4
PPARA	peroxisome proliferator-activated receptor alpha	2	0.086	0.104	ANGPTL4,MMP9
STAT1	signal transducer and activator of transcription 1, 91kDa	3	0.0891	0.106	FGF2,MMP9,MUC4
EGR1	early growth response 1	3	0.0991	0.116	FGF2,PLAU,GDNF
YY1	YY1 transcription factor	3	0.107	0.123	VWF,MUC4,CCL13
HNF4A	hepatocyte nuclear factor 4, alpha	2	0.11	0.124	C1QTNF5,MMP7
USF2	upstream transcription factor 2, c-fos interacting	2	0.118	0.131	THBS1,PF4
SIRT1	sirtuin 1	2	0.122	0.133	COL10A1,MMP9
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.161	0.173	PF4,LTBP4
PPARG	peroxisome proliferator-activated receptor gamma	2	0.201	0.214	ANGPTL4,MMP9
ESR1	estrogen receptor 1	2	0.247	0.259	F12,CRHBP
AR	androgen receptor	2	0.326	0.336	WNT7B,IGFBP3
TP53	tumor protein p53	3	0.34	0.345	THBS1,FGF2,IGFBP3
E2F1	E2F transcription factor 1	2	0.504	0.504	MUC4,THBS1
