Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	5	0.00158	0.00468	VEGFA,FGF2,HBEGF,MUC3A,MUC1
FLI1	Friend leukemia virus integration 1	3	0.00179	0.00491	PF4,MMP1,IGFBP3
POU5F1	POU class 5 homeobox 1	3	0.00179	0.00491	SPP1,SEMA6A,TDGF1
HDAC2	histone deacetylase 2	3	0.00253	0.00665	MUC5AC,CXCL8,VEGFA
AR	androgen receptor	5	0.00261	0.00665	SERPINB5,MUC1,IGFBP3,VEGFA,NOV
TFCP2	transcription factor CP2	2	0.00354	0.00873	SPP1,FGA
EPAS1	endothelial PAS domain protein 1	2	0.00439	0.0102	COL10A1,VEGFA
HOXB7	homeobox B7	2	0.00439	0.0102	FGF2,VEGFA
MECP2	methyl CpG binding protein 2 (Rett syndrome)	2	0.00533	0.0116	IGFBP3,RELN
TWIST1	twist basic helix-loop-helix transcription factor 1	3	0.00534	0.0116	GDF15,SRPX,MMP1
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	3	0.00578	0.0122	CXCL8,CCL17,COL1A1
SP3	Sp3 transcription factor	5	0.00599	0.0123	HBEGF,IGFBP3,TGM4,COL1A1,VEGFA
GATA3	GATA binding protein 3	3	0.00673	0.0135	MUC1,MMP1,CXCL1
ING4	inhibitor of growth family, member 4	2	0.00991	0.0183	CXCL8,SPP1
PTTG1	pituitary tumor-transforming 1	2	0.00991	0.0183	VEGFA,FGF2
TBP	TATA box binding protein	2	0.00991	0.0183	IL6,PPBP
E2F1	E2F transcription factor 1	5	0.012	0.0217	TNF,CTSV,SERPINB5,TNFSF11,VEGFA
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	2	0.0127	0.0221	TNF,CXCL1
SIRT1	sirtuin 1	3	0.0128	0.0221	ACAN,COL10A1,TNF
DDIT3	DNA-damage-inducible transcript 3	2	0.0142	0.0238	IL6,CXCL8
IRF1	interferon regulatory factor 1	3	0.0151	0.0248	IL12B,SLPI,OGN
GLI1	GLI family zinc finger 1	2	0.0157	0.0253	MUC5AC,SFRP1
ELK1	ELK1, member of ETS oncogene family	2	0.0174	0.0273	WISP2,PDGFB
FOS	FBJ murine osteosarcoma viral oncogene homolog	3	0.0203	0.0291	MMP3,MMP1,CXCL8
WT1	Wilms tumor 1	3	0.0203	0.0291	NOV,VEGFA,HBEGF
ETV4	ets variant 4	2	0.0208	0.0291	MMP1,TNF
NR5A1	nuclear receptor subfamily 5, group A, member 1	2	0.0208	0.0291	NOV,INSL3
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.0208	0.0291	IL6,IL12B
SOX2	SRY (sex determining region Y)-box 2	2	0.0208	0.0291	SEMA6A,MMP3
FOXO1	forkhead box O1	2	0.0245	0.033	PDGFB,IL6
HDAC3	histone deacetylase 3	2	0.0245	0.033	TNF,VEGFA
TP53	tumor protein p53	5	0.0263	0.0344	GDF15,MMP1,VEGFA,FGF2,IGFBP3
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0265	0.0344	GDF15,SRPX
RARA	retinoic acid receptor, alpha	2	0.0285	0.0364	ANXA8,MUC5AC
PPARG	peroxisome proliferator-activated receptor gamma	3	0.0297	0.0373	GDF15,ANGPTL4,MMP1
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0306	0.0377	VWF,COL1A1
SMAD3	SMAD family member 3	2	0.0395	0.0479	VEGFA,ANGPTL4
STAT1	signal transducer and activator of transcription 1, 91kDa	3	0.0543	0.0648	FGF2,IL6,MUC1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.057	0.0659	SPP1,S100P
POU2F1	POU class 2 homeobox 1	2	0.057	0.0659	VWF,SPP1
PPARA	peroxisome proliferator-activated receptor alpha	2	0.0597	0.068	IL6,ANGPTL4
RUNX1	runt-related transcription factor 1	2	0.0624	0.07	VEGFA,PF4
CREB1	cAMP responsive element binding protein 1	3	0.0641	0.0708	BDNF,MUC5AC,IL6
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	3	0.0821	0.0893	VEGFA,SFRP1,IL6
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	2	0.095	0.102	SPP1,IL6
BRCA1	breast cancer 1, early onset	2	0.114	0.119	CXCL1,VEGFA
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.114	0.119	MUC1,PF4
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	2	0.131	0.135	IL12B,TNF
USF1	upstream transcription factor 1	2	0.142	0.144	AGT,PF4
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.163	0.163	VEGFA,COL1A1
