Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	5	3.49e-05	0.000276	MMP1,CXCL8,VWF,CSF2,MMP3
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	5	5.47e-05	0.000396	CXCL8,BGLAP,S100P,IL6,CCL2
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	6	9.22e-05	0.000617	IL1B,CCL2,CSF1,PRG2,TNF,CLEC4G
NFIL3	nuclear factor, interleukin 3 regulated	3	0.000186	0.00116	VWF,EREG,IL1B
SMAD4	SMAD family member 4	4	0.000235	0.00136	COL7A1,FSTL3,BGLAP,SERPINE1
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	4	0.000274	0.00149	SPP1,FGF2,VWF,CXCL8
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	6	0.00046	0.00228	FGF2,SERPINE1,HBEGF,MUC3A,MUC1,EGLN3
SMAD3	SMAD family member 3	4	0.000473	0.00228	COL7A1,SERPINE1,FSTL3,BGLAP
FOS	FBJ murine osteosarcoma viral oncogene homolog	5	0.000571	0.00248	MMP7,NGF,MMP3,MMP1,CXCL8
WT1	Wilms tumor 1	5	0.000571	0.00248	NOV,THBS1,HBEGF,CX3CL1,EREG
ING4	inhibitor of growth family, member 4	3	0.000676	0.00267	CXCL8,NGF,SPP1
IRF3	interferon regulatory factor 3	3	0.000676	0.00267	CXCL10,CCL2,IFNA1
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	4	0.000845	0.0032	CCL11,CXCL8,EGLN3,COL1A1
E2F1	E2F transcription factor 1	7	0.00111	0.00401	IL1B,TNF,THBS1,SERPINE1,SERPINB5,TNFSF11,CCL3
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.00137	0.00432	MMP1,CXCL8
ZNF300	zinc finger protein 300	2	0.00137	0.00432	CXCL8,IL6
GLI1	GLI family zinc finger 1	3	0.00139	0.00432	CYR61,MUC5AC,S100A9
XBP1	X-box binding protein 1	3	0.00139	0.00432	CCL2,IL6,CXCL8
ETV4	ets variant 4	3	0.00215	0.00624	MMP7,MMP1,TNF
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	3	0.00215	0.00624	IL6,CCL2,IL1B
SIRT1	sirtuin 1	4	0.0025	0.00701	ACAN,IL1B,COL10A1,TNF
NCOA3	nuclear receptor coactivator 3	2	0.00283	0.0077	MMP10,MMP7
HDAC5	histone deacetylase 5	2	0.00375	0.00945	SLIT2,FGF2
ZFP36	ZFP36 ring finger protein	2	0.00375	0.00945	IL6,CXCL8
HDAC2	histone deacetylase 2	3	0.00391	0.00945	MUC5AC,CXCL8,CCL2
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	3	0.00391	0.00945	CCL2,VWF,COL1A1
FOSL1	FOS-like antigen 1	2	0.00478	0.0112	SFTPD,MMP1
HSF1	heat shock transcription factor 1	3	0.00581	0.0129	IL1B,TNF,SERPINE1
EPAS1	endothelial PAS domain protein 1	2	0.00593	0.0129	SERPINE1,COL10A1
SNAI1	snail homolog 1 (Drosophila)	2	0.00593	0.0129	THBS1,HBEGF
CDX2	caudal type homeobox 2	3	0.00635	0.0135	MEP1A,MUC17,REG4
STAT2	signal transducer and activator of transcription 2, 113kDa	2	0.00719	0.0149	CCL2,IFNA1
PPARG	peroxisome proliferator-activated receptor gamma	4	0.00784	0.0159	SERPINE1,CSF1,ADIPOQ,MMP1
IRF7	interferon regulatory factor 7	2	0.00856	0.0169	IFNA1,CXCL10
ZEB1	zinc finger E-box binding homeobox 1	2	0.01	0.0186	MUC1,COL4A3
GATA3	GATA binding protein 3	3	0.0103	0.0186	MUC1,MMP1,CXCL1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.0103	0.0186	SPP1,S100P,BGLAP
POU2F1	POU class 2 homeobox 1	3	0.0103	0.0186	VWF,LGALS4,SPP1
RUNX1	runt-related transcription factor 1	3	0.0118	0.021	CCL3,CSF1,CSF2
ESR1	estrogen receptor 1	4	0.0127	0.0217	F12,MMP13,TGFA,SERPINE1
JUNB	jun B proto-oncogene	2	0.0133	0.0217	IL1B,SFTPD
NR4A1	nuclear receptor subfamily 4, group A, member 1	2	0.0133	0.0217	SERPINE1,TNF
TBP	TATA box binding protein	2	0.0133	0.0217	IL6,PPBP
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	3	0.0135	0.0217	IL6,BGLAP,CXCL8
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	2	0.017	0.0264	TNF,CXCL1
HMGA1	high mobility group AT-hook 1	2	0.017	0.0264	CXCL1,IL1B
DDIT3	DNA-damage-inducible transcript 3	2	0.0189	0.0284	IL6,CXCL8
FOXA2	forkhead box A2	2	0.0189	0.0284	TPO,MMP7
EGR1	early growth response 1	4	0.0208	0.03	TNF,FGF2,CXCL8,IL6
ESR2	estrogen receptor 2 (ER beta)	2	0.021	0.03	TGFA,SERPINE1
RUNX2	runt-related transcription factor 2	2	0.021	0.03	MMP13,VEGFC
AR	androgen receptor	4	0.0248	0.0349	SERPINB5,MUC1,TGFA,NOV
AHR	aryl hydrocarbon receptor	2	0.0277	0.0377	IL6,IL1B
NR5A1	nuclear receptor subfamily 5, group A, member 1	2	0.0277	0.0377	NOV,INSL3
SOX9	SRY (sex determining region Y)-box 9	2	0.0301	0.0403	SHH,COL11A2
HDAC3	histone deacetylase 3	2	0.0326	0.043	TNF,IFNA1
PARP1	poly (ADP-ribose) polymerase 1	2	0.0352	0.0457	CXCL1,SERPINE1
NR1I2	nuclear receptor subfamily 1, group I, member 2	2	0.0378	0.0477	CCL2,THBS1
RARA	retinoic acid receptor, alpha	2	0.0378	0.0477	ANXA8,MUC5AC
USF1	upstream transcription factor 1	3	0.0421	0.0523	TGFB2,SERPINE1,S100A6
SP3	Sp3 transcription factor	4	0.0458	0.0558	HBEGF,COL1A1,MUC6,COL11A2
LEF1	lymphoid enhancer-binding factor 1	2	0.0462	0.0558	MMP7,CCL7
HDAC1	histone deacetylase 1	3	0.0524	0.0624	SPP1,SERPINB5,CXCL8
ATF2	activating transcription factor 2	2	0.0551	0.0648	TGFB2,TNF
JUND	jun D proto-oncogene	2	0.0614	0.0712	IL6,SFTPD
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2	0.0713	0.0816	COL1A1,CLEC4G
PPARA	peroxisome proliferator-activated receptor alpha	2	0.0781	0.0882	SERPINE1,IL6
KLF4	Kruppel-like factor 4 (gut)	2	0.0816	0.091	IL6,IL1B
USF2	upstream transcription factor 2, c-fos interacting	2	0.107	0.118	THBS1,TGFB2
IRF1	interferon regulatory factor 1	2	0.123	0.133	CXCL10,IFNA1
TP53	tumor protein p53	4	0.131	0.141	THBS1,MMP1,BGLAP,FGF2
EP300	E1A binding protein p300	2	0.143	0.152	CXCL8,IL6
BRCA1	breast cancer 1, early onset	2	0.147	0.152	CXCL1,IFNA1
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.147	0.152	MUC1,PRG2
CREB1	cAMP responsive element binding protein 1	2	0.29	0.296	MUC5AC,IL6
YY1	YY1 transcription factor	2	0.294	0.297	IL1B,VWF
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.333	0.333	IFNA1,IL6
