Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	4	0.00017	0.00109	MMP3,MMP1,CXCL8,MMP9
RUNX2	runt-related transcription factor 2	4	0.00017	0.00109	IBSP,MMP13,IHH,PLAU
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	5	0.000175	0.00109	CXCL8,S100P,PLAU,CCL2,IGFBP1
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	3	0.000184	0.00109	MMP9,MMP14,MMP1
FOS	FBJ murine osteosarcoma viral oncogene homolog	6	0.000222	0.00125	MMP9,MMP7,MMP3,MMP1,CXCL8,PLAU
ETV4	ets variant 4	4	0.000309	0.00164	MMP14,MMP7,MMP1,TNF
EPAS1	endothelial PAS domain protein 1	3	0.000386	0.00195	SERPINE1,COL10A1,MMP14
FLI1	Friend leukemia virus integration 1	4	0.000438	0.00211	PF4,MMP1,COL1A2,IL10
PARP1	poly (ADP-ribose) polymerase 1	4	0.000515	0.00221	IFNG,CXCL1,SERPINE1,IL10
SRF	serum response factor (c-fos serum response element-binding transcription factor)	4	0.000515	0.00221	MMP14,MMP9,SERPINE1,PLAU
MSC	musculin	3	0.000525	0.00221	IFNG,LTA,IL10
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	4	0.000697	0.00282	SPP1,WNT11,VWF,CXCL8
HDAC1	histone deacetylase 1	6	0.000733	0.00285	MMP9,SPP1,SERPINB5,CXCL8,SFRP1,COL1A2
SIRT1	sirtuin 1	5	0.000787	0.00295	ACAN,COL10A1,COL1A2,TNF,MMP9
E2F1	E2F transcription factor 1	8	0.00103	0.00373	TNF,THBS1,SERPINE1,CTSV,SERPINB5,TNFSF11,IL23A,CCL3
ING4	inhibitor of growth family, member 4	3	0.00138	0.00482	CXCL8,ANGPT1,SPP1
ELF4	E74-like factor 4 (ets domain transcription factor)	2	0.00224	0.00706	MMP9,CXCL8
HDAC11	histone deacetylase 11	2	0.00224	0.00706	IL10,TNF
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.00224	0.00706	MMP1,CXCL8
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	4	0.00233	0.00713	COL1A1,COL1A2,CTSG,CLEC4G
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	5	0.0025	0.00722	CCL2,CTSG,TNF,CLEC4G,CTSK
GATA3	GATA binding protein 3	4	0.00257	0.00722	IFNG,IL10,MMP1,CXCL1
POU2F1	POU class 2 homeobox 1	4	0.00257	0.00722	VWF,PLAU,LGALS4,SPP1
RUNX1	runt-related transcription factor 1	4	0.00311	0.00818	CCL3,TIMP1,PF4,CSF2
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.00332	0.00818	COL1A2,COL11A1
FOXQ1	forkhead box Q1	2	0.00332	0.00818	WNT3A,RSPO2
IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	2	0.00332	0.00818	CXCL8,MMP9
NKX2-1	NK2 homeobox 1	2	0.00332	0.00818	SFTPA1,SFTPB
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	4	0.00372	0.00895	IL10,AMH,CXCL8,CST5
NCOA3	nuclear receptor coactivator 3	2	0.0046	0.0108	MMP10,MMP7
KLF8	Kruppel-like factor 8	2	0.00608	0.0139	MMP14,MMP9
NR1I2	nuclear receptor subfamily 1, group I, member 2	3	0.00699	0.0154	CCL2,IL10,THBS1
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	4	0.00747	0.0154	SPP1,IL10,SFTPD,CCL2
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2	0.00773	0.0154	SFRP1,SFRP5
FOSL1	FOS-like antigen 1	2	0.00773	0.0154	SFTPD,MMP1
GATA6	GATA binding protein 6	2	0.00773	0.0154	PLAU,VWF
HDAC2	histone deacetylase 2	3	0.00777	0.0154	CXCL8,CCL2,COL1A2
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	3	0.00777	0.0154	CCL2,VWF,COL1A1
NFIL3	nuclear factor, interleukin 3 regulated	2	0.00957	0.0182	VWF,IFNG
SPDEF	SAM pointed domain containing ets transcription factor	2	0.00957	0.0182	SERPINB5,MMP9
EP300	E1A binding protein p300	4	0.0104	0.0192	IFNG,MMP9,CXCL8,COL1A2
RUNX3	runt-related transcription factor 3	3	0.0104	0.0192	TIMP1,MMP9,CLEC4G
CIITA	class II, major histocompatibility complex, transactivator	3	0.0114	0.0206	COL1A1,MMP9,COL1A2
CREB1	cAMP responsive element binding protein 1	5	0.0121	0.0214	BDNF,IFNG,IBSP,PLAU,IL10
ATF2	activating transcription factor 2	3	0.0125	0.0216	IFNG,PLAU,TNF
YY1	YY1 transcription factor	5	0.0126	0.0216	COL1A2,VWF,IFNG,CCL13,POSTN
TBX21	T-box 21	2	0.0138	0.0232	IFNG,IL10
ZEB1	zinc finger E-box binding homeobox 1	2	0.0161	0.0267	LAMC2,COL4A3
USF1	upstream transcription factor 1	4	0.0172	0.028	SERPINE1,PF4,IFNG,CTSB
FOSL2	FOS-like antigen 2	2	0.0212	0.032	IBSP,TIMP1
HOXA10	homeobox A10	2	0.0212	0.032	IGFBP1,IL11
IRF3	interferon regulatory factor 3	2	0.0212	0.032	CXCL10,CCL2
NR4A1	nuclear receptor subfamily 4, group A, member 1	2	0.0212	0.032	SERPINE1,TNF
PPARA	peroxisome proliferator-activated receptor alpha	3	0.0213	0.032	SERPINE1,MMP9,IGFBP1
FOXA2	forkhead box A2	2	0.03	0.0434	TPO,MMP7
HDAC9	histone deacetylase 9	2	0.03	0.0434	MMP13,IGFBP1
RFX5	regulatory factor X, 5 (influences HLA class II expression)	2	0.03	0.0434	IFNG,COL1A2
GATA4	GATA binding protein 4	2	0.0332	0.046	AMH,FGF10
GLI1	GLI family zinc finger 1	2	0.0332	0.046	CYR61,SFRP1
XBP1	X-box binding protein 1	2	0.0332	0.046	CCL2,CXCL8
USF2	upstream transcription factor 2, c-fos interacting	3	0.0345	0.0471	THBS1,CTSB,PF4
PAX5	paired box 5	2	0.04	0.0539	MMP1,TIMP1
CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	2	0.0436	0.0557	MMP7,MMP14
NR5A1	nuclear receptor subfamily 5, group A, member 1	2	0.0436	0.0557	AMH,INSL3
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.0436	0.0557	CCL2,IL10
SOX2	SRY (sex determining region Y)-box 2	2	0.0436	0.0557	SEMA6A,MMP3
SOX9	SRY (sex determining region Y)-box 9	2	0.0473	0.0597	SHH,AMH
HDAC4	histone deacetylase 4	2	0.0511	0.0629	MMP13,IL10
POU5F1	POU class 5 homeobox 1	2	0.0511	0.0629	SPP1,SEMA6A
PGR	progesterone receptor	2	0.055	0.0669	IL10,IGFBP1
RARA	retinoic acid receptor, alpha	2	0.059	0.0709	PLAU,SFTPB
LEF1	lymphoid enhancer-binding factor 1	2	0.0715	0.085	MMP7,EDA
PPARG	peroxisome proliferator-activated receptor gamma	3	0.0793	0.0912	SERPINE1,MMP9,MMP1
DNMT1	DNA (cytosine-5-)-methyltransferase 1	2	0.0804	0.0912	SFRP5,SFRP1
HSF1	heat shock transcription factor 1	2	0.0804	0.0912	TNF,SERPINE1
SMAD3	SMAD family member 3	2	0.0804	0.0912	SERPINE1,MMP9
SP3	Sp3 transcription factor	4	0.0939	0.104	TIMP1,IGFBP1,CTSB,COL1A1
JUND	jun D proto-oncogene	2	0.0942	0.104	TIMP1,SFTPD
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0989	0.109	TIMP1,MMP1
ESR1	estrogen receptor 1	3	0.109	0.119	AMH,MMP13,SERPINE1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.114	0.122	SPP1,S100P
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.124	0.131	IGFBP1,SFRP1
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	3	0.133	0.14	SERPINE1,PLAU,EGLN3
BRCA1	breast cancer 1, early onset	2	0.215	0.219	S100A2,CXCL1
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.215	0.219	PF4,IFNG
WT1	Wilms tumor 1	2	0.215	0.219	THBS1,AMH
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.294	0.297	MMP9,COL1A1
TP53	tumor protein p53	3	0.456	0.456	THBS1,MMP1,VCAN
