Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
SP3	Sp3 transcription factor	4	0.0343	0.0516	IGFBP3,TIMP1,COL11A2,MUC4
PPARG	peroxisome proliferator-activated receptor gamma	3	0.0346	0.0516	ANGPTL4,MMP9,MMP1
RUNX3	runt-related transcription factor 3	2	0.0415	0.059	TIMP1,MMP9
YBX1	Y box binding protein 1	2	0.0415	0.059	MMP13,AGT
ATF2	activating transcription factor 2	2	0.0467	0.0649	IFNG,IFNB1
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0548	0.0746	TIMP1,MMP1
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	3	0.061	0.0814	MUC3A,EGLN3,LEP
POU2F1	POU class 2 homeobox 1	2	0.0634	0.0829	LGALS4,SPP1
PPARA	peroxisome proliferator-activated receptor alpha	2	0.0664	0.085	ANGPTL4,MMP9
RUNX1	runt-related transcription factor 1	2	0.0694	0.0871	TIMP1,CSF2
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.0756	0.0916	IGFBP3,CXCL8
YY1	YY1 transcription factor	3	0.0759	0.0916	MUC4,IFNG,IFNB1
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	2	0.105	0.125	SPP1,LEP
BRCA1	breast cancer 1, early onset	2	0.126	0.144	S100A2,CXCL1
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.126	0.144	PRG2,IFNG
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	2	0.137	0.154	CXCL8,MMP1
USF1	upstream transcription factor 1	2	0.156	0.172	AGT,IFNG
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.179	0.194	MUC4,MMP9
ESR1	estrogen receptor 1	2	0.199	0.212	MMP13,TGFA
EGR1	early growth response 1	2	0.246	0.258	IFNG,CXCL8
AR	androgen receptor	2	0.266	0.275	IGFBP3,TGFA
E2F1	E2F transcription factor 1	2	0.426	0.433	MUC4,TNFSF11
TP53	tumor protein p53	2	0.531	0.531	MMP1,IGFBP3
