Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	6	3.67e-05	0.00032	MMP1,VWF,IL12B,CSF2,IL5,TNC
HDAC2	histone deacetylase 2	5	0.000178	0.00143	TNFSF10,MUC5AC,CCL2,COL1A2,BMP7
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	8	0.00026	0.00192	CXCL12,LOX,FGF2,SERPINE1,HBEGF,MUC3A,EGLN3,LEP
DNMT1	DNA (cytosine-5-)-methyltransferase 1	5	0.000351	0.00241	TIMP3,RELN,SFRP5,BMP2,SFRP1
HDAC5	histone deacetylase 5	3	0.000418	0.00267	IGF2,SLIT2,FGF2
HDAC1	histone deacetylase 1	7	0.000548	0.00329	IGFBP3,SPP1,RELN,SERPINB5,SFRP1,MMP28,COL1A2
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	3	0.000617	0.00329	IGFBP3,SFRP1,SFRP5
TFCP2	transcription factor CP2	3	0.000617	0.00329	SPP1,A2M,FGA
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	5	0.000817	0.00401	ELANE,COL1A1,COL1A2,CTSG,CLEC4G
HOXB7	homeobox B7	3	0.000868	0.00401	PDGFA,THBS2,FGF2
EP300	E1A binding protein p300	6	0.000877	0.00401	IL5,S100A4,IL12B,IGFBP3,LAMA3,COL1A2
WT1	Wilms tumor 1	6	0.000963	0.0042	HBEGF,CX3CL1,IGF2,PDGFA,AMH,EREG
FLI1	Friend leukemia virus integration 1	4	0.00124	0.00485	PF4,MMP1,COL1A2,IGFBP3
POU5F1	POU class 5 homeobox 1	4	0.00124	0.00485	SPP1,LEFTY1,SEMA6A,BMP4
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	6	0.00126	0.00485	IL1B,MMP1,IL5,TNF,S100A9,SFTPD
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	4	0.00195	0.00671	ADAMTS1,SPP1,FGF2,VWF
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	4	0.00195	0.00671	HGF,CCL2,VWF,COL1A1
EGR1	early growth response 1	7	0.00196	0.00671	TNFSF10,TNF,HYAL1,FN1,FGF2,GDNF,IGF2
YY1	YY1 transcription factor	7	0.00237	0.00785	IL1B,COL1A2,VWF,MUC4,IL5,CCL13,POSTN
IRF1	interferon regulatory factor 1	5	0.0035	0.0112	TNFSF10,IL12B,SLPI,OGN,IL12A
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	4	0.00568	0.0155	COL1A2,CCL17,EGLN3,COL1A1
E2F1	E2F transcription factor 1	8	0.0057	0.0155	IL1B,TNF,MUC4,SERPINE1,CTSV,SERPINB5,TNFSF11,CCL3
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.00572	0.0155	COL1A2,COL11A1
FOXQ1	forkhead box Q1	2	0.00572	0.0155	WNT3A,RSPO2
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	2	0.00572	0.0155	IL5,MMP13
GATA4	GATA binding protein 4	3	0.00613	0.0155	AMH,FGF10,IL5
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	3	0.00613	0.0155	TNFSF10,IL1B,MMP1
RUNX2	runt-related transcription factor 2	3	0.00613	0.0155	MMP13,IHH,ELANE
STAT1	signal transducer and activator of transcription 1, 91kDa	6	0.00688	0.0165	FGF2,MUC4,CCL2,IL1B,MMP13,CCL3
POU2F1	POU class 2 homeobox 1	4	0.00689	0.0165	IL5,VWF,LGALS4,SPP1
CEBPE	CCAAT/enhancer binding protein (C/EBP), epsilon	2	0.0079	0.0185	PRG2,CTSG
RUNX1	runt-related transcription factor 1	4	0.00827	0.0189	CCL3,ELANE,PF4,CSF2
ETV4	ets variant 4	3	0.00932	0.0203	MUC4,MMP1,TNF
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	3	0.00932	0.0203	CCL2,IL12B,IL1B
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	4	0.00982	0.021	IL12B,IGFBP3,AMH,CST5
FOXF2	forkhead box F2	2	0.0104	0.0217	CXCL12,PDGFA
FOSL1	FOS-like antigen 1	2	0.0132	0.0266	SFTPD,MMP1
TWIST2	twist basic helix-loop-helix transcription factor 2	3	0.0133	0.0266	POSTN,FN1,SRPX
POU2F2	POU class 2 homeobox 2	2	0.0163	0.0312	IL5,SPP1
SNAI1	snail homolog 1 (Drosophila)	2	0.0163	0.0312	FN1,HBEGF
ESR1	estrogen receptor 1	5	0.0184	0.0346	F12,AMH,MMP13,CXCL12,SERPINE1
IRF8	interferon regulatory factor 8	2	0.0196	0.0356	IL12A,IL1B
MECP2	methyl CpG binding protein 2 (Rett syndrome)	2	0.0196	0.0356	IGFBP3,RELN
CIITA	class II, major histocompatibility complex, transactivator	3	0.0238	0.0409	COL1A1,S100A4,COL1A2
HSF1	heat shock transcription factor 1	3	0.0238	0.0409	IL1B,TNF,SERPINE1
SMAD3	SMAD family member 3	3	0.0238	0.0409	LTBP4,SERPINE1,TNC
ATF2	activating transcription factor 2	3	0.0259	0.0437	FN1,TGFB2,TNF
SP3	Sp3 transcription factor	6	0.0265	0.0438	FBLN1,HBEGF,IGFBP3,HGF,COL1A1,MUC4
JUND	jun D proto-oncogene	3	0.0304	0.0494	CSTA,IL5,SFTPD
SNAI2	snail homolog 2 (Drosophila)	2	0.0312	0.05	MMP17,CXCL12
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	3	0.0327	0.0507	S100P,F7,CCL2
TWIST1	twist basic helix-loop-helix transcription factor 1	3	0.0327	0.0507	SRPX,MMP1,FN1
ING4	inhibitor of growth family, member 4	2	0.0356	0.0517	ANGPT1,SPP1
JUNB	jun B proto-oncogene	2	0.0356	0.0517	IL1B,SFTPD
NR4A1	nuclear receptor subfamily 4, group A, member 1	2	0.0356	0.0517	SERPINE1,TNF
PTTG1	pituitary tumor-transforming 1	2	0.0356	0.0517	S100A4,FGF2
GATA3	GATA binding protein 3	3	0.0404	0.057	IL5,LOX,MMP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.0404	0.057	SPP1,MUC4,S100P
USF1	upstream transcription factor 1	4	0.0416	0.0579	TGFB2,AGT,SERPINE1,PF4
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	2	0.0449	0.0615	TNF,CCL20
HDAC9	histone deacetylase 9	2	0.0498	0.0674	IL18,MMP13
ELK1	ELK1, member of ETS oncogene family	2	0.0603	0.0804	WISP2,MUC4
SOX2	SRY (sex determining region Y)-box 2	2	0.0714	0.093	BMP4,SEMA6A
SIRT1	sirtuin 1	3	0.0717	0.093	IL1B,COL1A2,TNF
NANOG	Nanog homeobox	2	0.0772	0.0975	GDF3,SEMA6A
SOX9	SRY (sex determining region Y)-box 9	2	0.0772	0.0975	SHH,AMH
FOXO1	forkhead box O1	2	0.0831	0.102	TNFSF10,PDGFA
HDAC4	histone deacetylase 4	2	0.0831	0.102	MMP13,IL5
CREBBP	CREB binding protein	2	0.0892	0.107	CSF2,S100A4
PARP1	poly (ADP-ribose) polymerase 1	2	0.0892	0.107	SERPINE1,FN1
RARA	retinoic acid receptor, alpha	2	0.0954	0.112	ANXA8,MUC5AC
SMAD4	SMAD family member 4	2	0.0954	0.112	TNC,SERPINE1
FOS	FBJ murine osteosarcoma viral oncogene homolog	3	0.107	0.122	CSTA,MMP1,NTF3
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.107	0.122	PRG2,PF4,LTBP4
CTCF	CCCTC-binding factor (zinc finger protein)	2	0.121	0.135	IGF2,CSF2
YBX1	Y box binding protein 1	2	0.121	0.135	MMP13,AGT
CDX2	caudal type homeobox 2	2	0.135	0.149	MEP1A,IGFBP3
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.171	0.187	HGF,MUC4,COL1A1
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.192	0.204	ADAMTS1,SFRP1
KLF4	Kruppel-like factor 4 (gut)	2	0.192	0.204	IL1B,LAMA3
USF2	upstream transcription factor 2, c-fos interacting	2	0.243	0.257	PF4,TGFB2
CREB1	cAMP responsive element binding protein 1	3	0.271	0.282	BDNF,MUC5AC,MUC4
AR	androgen receptor	3	0.287	0.296	FN1,SERPINB5,IGFBP3
BRCA1	breast cancer 1, early onset	2	0.318	0.325	AREG,S100A2
PPARG	peroxisome proliferator-activated receptor gamma	2	0.384	0.388	SERPINE1,MMP1
TP53	tumor protein p53	4	0.419	0.419	S100B,MMP1,FGF2,IGFBP3
