Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	3	0.00301	0.0127	MMP3,MMP1,MMP9
PPARA	peroxisome proliferator-activated receptor alpha	4	0.00309	0.0127	SERPINE1,IL6,MMP9,IGFBP1
FOXQ1	forkhead box Q1	2	0.00348	0.013	WNT3A,RSPO2
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	2	0.00348	0.013	IL5,MMP13
NCOA3	nuclear receptor coactivator 3	2	0.00482	0.0172	MMP10,MMP7
HDAC1	histone deacetylase 1	5	0.00499	0.0172	MMP9,SPP1,RELN,SERPINB5,MMP28
FLI1	Friend leukemia virus integration 1	3	0.00595	0.0183	PF4,MMP1,CTGF
POU5F1	POU class 5 homeobox 1	3	0.00595	0.0183	SPP1,SEMA6A,TDGF1
HDAC5	histone deacetylase 5	2	0.00637	0.0183	SLIT2,FGF2
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00637	0.0183	MMP9,MMP1
ZFP36	ZFP36 ring finger protein	2	0.00637	0.0183	SERPINB2,IL6
ESR1	estrogen receptor 1	5	0.00665	0.0185	F12,CRHBP,MMP13,TGFA,SERPINE1
RARA	retinoic acid receptor, alpha	3	0.00746	0.0189	FGFBP1,ANXA8,PLAU
ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	2	0.0081	0.0189	MMP9,TIMP3
FOSL1	FOS-like antigen 1	2	0.0081	0.0189	SFTPD,MMP1
GATA6	GATA binding protein 6	2	0.0081	0.0189	PLAU,VWF
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	4	0.00812	0.0189	SPP1,IL5,SFTPD,IL6
IRF1	interferon regulatory factor 1	4	0.00812	0.0189	CXCL10,IL12B,SLPI,MMP9
SP3	Sp3 transcription factor	6	0.00854	0.0193	HBEGF,TGM4,IGFBP1,COL1A1,PLAT,COL2A1
EPAS1	endothelial PAS domain protein 1	2	0.01	0.02	SERPINE1,COL10A1
HOXB7	homeobox B7	2	0.01	0.02	THBS2,FGF2
NFIL3	nuclear factor, interleukin 3 regulated	2	0.01	0.02	VWF,EREG
POU2F2	POU class 2 homeobox 2	2	0.01	0.02	IL5,SPP1
SPDEF	SAM pointed domain containing ets transcription factor	2	0.01	0.02	SERPINB5,MMP9
EGR1	early growth response 1	5	0.0121	0.0237	HYAL1,FGF2,PLAU,IL6,GDNF
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	4	0.0142	0.0272	MMP1,IL6,IL5,SFTPD
KLF5	Kruppel-like factor 5 (intestinal)	2	0.0169	0.0315	MMP9,FGFBP1
E2F1	E2F transcription factor 1	6	0.0186	0.034	SERPINE1,CTSV,SERPINB5,TNFSF11,IL23A,CCL3
SNAI2	snail homolog 2 (Drosophila)	2	0.0195	0.0349	MMP17,MMP9
HOXA10	homeobox A10	2	0.0222	0.0382	IGFBP1,IL11
ING4	inhibitor of growth family, member 4	2	0.0222	0.0382	ANGPT1,SPP1
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	2	0.0282	0.0476	IL23A,CCL20
HDAC9	histone deacetylase 9	2	0.0314	0.0519	MMP13,IGFBP1
ESR2	estrogen receptor 2 (ER beta)	2	0.0347	0.0543	TGFA,SERPINE1
GATA4	GATA binding protein 4	2	0.0347	0.0543	FGF10,IL5
RUNX2	runt-related transcription factor 2	2	0.0347	0.0543	MMP13,PLAU
ETV4	ets variant 4	2	0.0455	0.0675	MMP7,MMP1
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.0455	0.0675	IL6,IL12B
SOX2	SRY (sex determining region Y)-box 2	2	0.0455	0.0675	SEMA6A,MMP3
FOXO1	forkhead box O1	2	0.0533	0.0764	IL6,IGFBP1
HDAC4	histone deacetylase 4	2	0.0533	0.0764	MMP13,IL5
CREM	cAMP responsive element modulator	2	0.0574	0.0809	PLAT,CCL4
WT1	Wilms tumor 1	3	0.0592	0.0821	HBEGF,CTGF,EREG
SMAD4	SMAD family member 4	2	0.0615	0.084	TNC,SERPINE1
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0658	0.0884	VWF,COL1A1
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	3	0.0724	0.0958	IL5,IL12B,CTSG
LEF1	lymphoid enhancer-binding factor 1	2	0.0746	0.0972	MMP7,CCL7
YBX1	Y box binding protein 1	2	0.0791	0.102	MMP13,AGT
USF1	upstream transcription factor 1	3	0.0809	0.102	AGT,SERPINE1,PF4
CIITA	class II, major histocompatibility complex, transactivator	2	0.0837	0.103	COL1A1,MMP9
PPARG	peroxisome proliferator-activated receptor gamma	3	0.0838	0.103	SERPINE1,MMP9,MMP1
ATF2	activating transcription factor 2	2	0.0884	0.107	PLAT,PLAU
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.103	0.123	SRPX,MMP1
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2	0.113	0.133	COL1A1,CTSG
GATA3	GATA binding protein 3	2	0.118	0.135	IL5,MMP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.118	0.135	SPP1,S100P
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.128	0.142	ADAMTS1,IGFBP1
KLF4	Kruppel-like factor 4 (gut)	2	0.128	0.142	IL6,LAMA3
RUNX1	runt-related transcription factor 1	2	0.128	0.142	CCL3,PF4
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.139	0.151	IL6,IL12B
CREB1	cAMP responsive element binding protein 1	3	0.166	0.178	PLAT,IL6,PLAU
SIRT1	sirtuin 1	2	0.172	0.182	COL10A1,MMP9
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.223	0.234	PF4,LTBP4
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.304	0.315	MMP9,COL1A1
YY1	YY1 transcription factor	2	0.416	0.426	VWF,IL5
AR	androgen receptor	2	0.427	0.432	SERPINB5,TGFA
TP53	tumor protein p53	3	0.472	0.472	MMP1,VCAN,FGF2
