Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
SNAI2	snail homolog 2 (Drosophila)	2	0.015	0.0275	MMP17,MMP9
PTTG1	pituitary tumor-transforming 1	2	0.0171	0.0307	S100A4,FGF2
FOXM1	forkhead box M1	2	0.0218	0.038	FGB,SFTPB
GATA4	GATA binding protein 4	2	0.0269	0.0441	FGF10,IL5
GLI1	GLI family zinc finger 1	2	0.0269	0.0441	SFRP1,S100A9
SIRT1	sirtuin 1	3	0.0273	0.0441	COL10A1,COL1A2,MMP9
EGR1	early growth response 1	4	0.0318	0.0503	HYAL1,FGF2,PLAU,GDNF
YY1	YY1 transcription factor	4	0.0353	0.0535	COL1A2,VWF,IL5,POSTN
SOX2	SRY (sex determining region Y)-box 2	2	0.0354	0.0535	SEMA6A,MMP3
HDAC4	histone deacetylase 4	2	0.0416	0.0602	MMP13,IL5
POU5F1	POU class 5 homeobox 1	2	0.0416	0.0602	SPP1,SEMA6A
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	3	0.048	0.0668	MMP1,IL5,S100A9
SMAD4	SMAD family member 4	2	0.0481	0.0668	COL7A1,TNC
PPARG	peroxisome proliferator-activated receptor gamma	3	0.0605	0.0813	ANGPTL4,MMP9,MMP1
RUNX3	runt-related transcription factor 3	2	0.0622	0.0813	MMP9,CLEC4G
YBX1	Y box binding protein 1	2	0.0622	0.0813	MMP13,AGT
DNMT1	DNA (cytosine-5-)-methyltransferase 1	2	0.0659	0.0846	TIMP3,SFRP1
SP3	Sp3 transcription factor	4	0.0679	0.0856	HBEGF,IGFBP3,GDF5,COL1A1
ATF2	activating transcription factor 2	2	0.0697	0.0862	TGFB2,PLAU
ESR1	estrogen receptor 1	3	0.0845	0.103	F12,MMP13,TGFA
PPARA	peroxisome proliferator-activated receptor alpha	2	0.098	0.117	ANGPTL4,MMP9
STAT1	signal transducer and activator of transcription 1, 91kDa	3	0.106	0.124	FGF2,MMP9,MMP13
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.111	0.128	IGFBP3,CST5
IRF1	interferon regulatory factor 1	2	0.152	0.172	SLPI,MMP9
WT1	Wilms tumor 1	2	0.181	0.202	HBEGF,CX3CL1
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	2	0.206	0.225	IL5,CLEC4G
USF1	upstream transcription factor 1	2	0.221	0.238	TGFB2,AGT
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.251	0.266	MMP9,COL1A1
CREB1	cAMP responsive element binding protein 1	2	0.346	0.362	BDNF,PLAU
AR	androgen receptor	2	0.36	0.371	IGFBP3,TGFA
TP53	tumor protein p53	3	0.385	0.39	MMP1,FGF2,IGFBP3
E2F1	E2F transcription factor 1	2	0.545	0.545	CTSV,TNFSF11
