Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
LEF1	lymphoid enhancer-binding factor 1	2	0.0711	0.092	EDA,ELANE
CIITA	class II, major histocompatibility complex, transactivator	2	0.0799	0.0976	COL1A1,COL1A2
DNMT1	DNA (cytosine-5-)-methyltransferase 1	2	0.0799	0.0976	TIMP3,SFRP1
RB1	retinoblastoma 1	2	0.0799	0.0976	IGF1,SFTPD
SMAD3	SMAD family member 3	2	0.0799	0.0976	FSTL3,TNC
ATF2	activating transcription factor 2	2	0.0844	0.102	TGFB2,PLAU
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0983	0.117	SRPX,MMP1
ESR1	estrogen receptor 1	3	0.109	0.127	F12,CRHBP,TGFA
GATA3	GATA binding protein 3	2	0.113	0.131	IL5,MMP1
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.123	0.139	ADAMTS1,SFRP1
KLF4	Kruppel-like factor 4 (gut)	2	0.123	0.139	IL6,LAMA3
STAT1	signal transducer and activator of transcription 1, 91kDa	3	0.135	0.15	FGF2,MUC4,IL6
USF2	upstream transcription factor 2, c-fos interacting	2	0.159	0.175	PF4,TGFB2
SIRT1	sirtuin 1	2	0.165	0.179	ACAN,COL1A2
AR	androgen receptor	3	0.167	0.18	WNT7B,TGFA,NOV
BRCA1	breast cancer 1, early onset	2	0.214	0.227	AREG,IGF1
USF1	upstream transcription factor 1	2	0.259	0.271	TGFB2,PF4
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.292	0.303	MUC4,COL1A1
E2F1	E2F transcription factor 1	3	0.332	0.339	MUC4,TNFSF11,IL23A
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.449	0.454	SFRP1,IL6
TP53	tumor protein p53	2	0.713	0.713	MMP1,FGF2
