Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	4	0.0025	0.00808	ADAMTS1,SPP1,FGF2,VWF
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	4	0.0025	0.00808	CCL2,VWF,COL18A1,COL1A1
EGR1	early growth response 1	7	0.00288	0.00903	TNFSF10,TNF,FGF2,IL6,GDNF,FASLG,IGF2
SIRT1	sirtuin 1	5	0.0036	0.0105	IL1B,COL10A1,COL1A2,TNF,MMP9
HOXA10	homeobox A10	3	0.00371	0.0105	IGFBP1,IL15,IL11
NR4A1	nuclear receptor subfamily 4, group A, member 1	3	0.00371	0.0105	TIMP2,FASLG,TNF
PTTG1	pituitary tumor-transforming 1	3	0.00371	0.0105	S100A4,TIMP2,FGF2
DNMT1	DNA (cytosine-5-)-methyltransferase 1	4	0.00419	0.0116	TIMP3,RELN,SFRP5,SFRP1
HDAC11	histone deacetylase 11	2	0.00442	0.0119	TNFSF4,TNF
ATF2	activating transcription factor 2	4	0.00471	0.0124	PLAT,TGFB2,FASLG,TNF
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	3	0.00537	0.0138	IL23A,TNF,CCL20
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.00654	0.0161	COL1A2,COL11A1
NKX2-1	NK2 homeobox 1	2	0.00654	0.0161	SFTPA1,SFTPB
GLI1	GLI family zinc finger 1	3	0.00741	0.0177	MUC5AC,SFRP1,S100A9
GATA1	GATA binding protein 1 (globin transcription factor 1)	5	0.00752	0.0177	MUC1,PRG2,PF4,F13A1,LTBP4
POU2F1	POU class 2 homeobox 1	4	0.00874	0.0196	IL5,VWF,SDC4,SPP1
ASCL1	achaete-scute complex homolog 1 (Drosophila)	2	0.00903	0.0196	IGF2,PCSK6
CEBPE	CCAAT/enhancer binding protein (C/EBP), epsilon	2	0.00903	0.0196	PRG2,CTSG
NCOR1	nuclear receptor corepressor 1	2	0.00903	0.0196	IGF1,IGFBP3
EZH2	enhancer of zeste homolog 2 (Drosophila)	4	0.0105	0.0223	ADAMTS1,IGFBP1,SFRP1,MST1
AHR	aryl hydrocarbon receptor	3	0.0112	0.0231	IL6,IL13,IL1B
ETV4	ets variant 4	3	0.0112	0.0231	TIMP2,MMP1,TNF
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.0119	0.0235	MMP9,MMP1
ZFP36	ZFP36 ring finger protein	2	0.0119	0.0235	SERPINB2,IL6
YY1	YY1 transcription factor	6	0.0137	0.0268	IL1B,COL1A2,VWF,IL5,CCL13,POSTN
FOXO1	forkhead box O1	3	0.0143	0.0274	TNFSF10,IL6,IGFBP1
ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	2	0.015	0.0274	MMP9,TIMP3
FOSL1	FOS-like antigen 1	2	0.015	0.0274	SFTPD,MMP1
TFCP2	transcription factor CP2	2	0.015	0.0274	SPP1,A2M
CREM	cAMP responsive element modulator	3	0.016	0.0287	PLAT,FASLG,CCL4
HOXB7	homeobox B7	2	0.0185	0.0322	THBS2,FGF2
POU2F2	POU class 2 homeobox 2	2	0.0185	0.0322	IL5,SPP1
IRF8	interferon regulatory factor 8	2	0.0223	0.0377	IL12A,IL1B
MECP2	methyl CpG binding protein 2 (Rett syndrome)	2	0.0223	0.0377	IGFBP3,RELN
E2F1	E2F transcription factor 1	7	0.0259	0.0431	IL1B,TNF,TNFSF11,IL23A,NELL2,PCSK6,CCL3
OTX2	orthodenticle homeobox 2	2	0.0264	0.0433	IL6,IGF1
SMAD3	SMAD family member 3	3	0.0285	0.0459	LTBP4,FSTL3,MMP9
KLF5	Kruppel-like factor 5 (intestinal)	2	0.0308	0.049	MMP9,FGFBP1
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	5	0.0333	0.0523	FGF2,TIMP2,HBEGF,MUC3A,MUC1
NF1	neurofibromin 1	2	0.0354	0.0541	SFTPB,PLAT
SNAI2	snail homolog 2 (Drosophila)	2	0.0354	0.0541	MMP17,MMP9
TWIST1	twist basic helix-loop-helix transcription factor 1	3	0.0389	0.0569	TIMP1,SRPX,MMP1
FOSL2	FOS-like antigen 2	2	0.0403	0.0569	IL5,TIMP1
ING4	inhibitor of growth family, member 4	2	0.0403	0.0569	NGF,SPP1
IRF3	interferon regulatory factor 3	2	0.0403	0.0569	CCL2,CCL5
JUNB	jun B proto-oncogene	2	0.0403	0.0569	IL1B,SFTPD
TBP	TATA box binding protein	2	0.0403	0.0569	IL6,PPBP
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	3	0.0418	0.0583	COL1A2,COL1A1,IL13
GATA3	GATA binding protein 3	3	0.0479	0.066	MUC1,IL5,MMP1
AR	androgen receptor	5	0.0503	0.0685	WNT7B,MUC1,IGFBP3,TGFA,NOV
PPARA	peroxisome proliferator-activated receptor alpha	3	0.0511	0.0687	IL6,MMP9,IGFBP1
PPARG	peroxisome proliferator-activated receptor gamma	4	0.0537	0.0714	CSF1,FASLG,MMP9,MMP1
KLF4	Kruppel-like factor 4 (gut)	3	0.0544	0.0715	IL6,IL1B,LAMA3
FOXO3	forkhead box O3	2	0.0563	0.0723	FASLG,TNFSF10
HDAC9	histone deacetylase 9	2	0.0563	0.0723	IL18,IGFBP1
GATA4	GATA binding protein 4	2	0.0621	0.0771	FGF10,IL5
RUNX2	runt-related transcription factor 2	2	0.0621	0.0771	LGALS3,ELANE
XBP1	X-box binding protein 1	2	0.0621	0.0771	CCL2,IL6
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	4	0.0667	0.0819	MMP9,COL1A1,IGFBP5,TIMP2
PAX5	paired box 5	2	0.0741	0.0901	MMP1,TIMP1
SOX2	SRY (sex determining region Y)-box 2	2	0.0804	0.0967	BMP4,SEMA6A
SOX9	SRY (sex determining region Y)-box 9	2	0.0869	0.103	SHH,COL2A1
HDAC3	histone deacetylase 3	2	0.0935	0.11	TNF,LGALS9
CREBBP	CREB binding protein	2	0.1	0.116	CSF2,S100A4
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.1	0.116	POSTN,SRPX
LEF1	lymphoid enhancer-binding factor 1	2	0.128	0.146	EDA,ELANE
CREB1	cAMP responsive element binding protein 1	4	0.129	0.146	PLAT,MUC5AC,IL6,CCL5
CTCF	CCCTC-binding factor (zinc finger protein)	2	0.136	0.15	IGF2,CSF2
RUNX3	runt-related transcription factor 3	2	0.136	0.15	TIMP1,MMP9
HSF1	heat shock transcription factor 1	2	0.143	0.155	IL1B,TNF
RB1	retinoblastoma 1	2	0.143	0.155	IGF1,SFTPD
CDX2	caudal type homeobox 2	2	0.151	0.162	MEP1A,IGFBP3
USF1	upstream transcription factor 1	3	0.164	0.175	TGFB2,AGT,PF4
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	4	0.169	0.178	SFRP1,IL6,MST1,FASLG
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.197	0.206	SPP1,S100P
ESR1	estrogen receptor 1	3	0.224	0.233	F12,CRHBP,TGFA
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.228	0.235	IL6,IGFBP3
USF2	upstream transcription factor 2, c-fos interacting	2	0.268	0.273	PF4,TGFB2
BRCA1	breast cancer 1, early onset	2	0.348	0.351	AREG,IGF1
TP53	tumor protein p53	4	0.471	0.471	S100B,MMP1,FGF2,IGFBP3
