Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RUNX2	runt-related transcription factor 2	4	0.000111	0.000796	IBSP,MMP13,IHH,PLAU
FOS	FBJ murine osteosarcoma viral oncogene homolog	6	0.000122	0.000802	MMP9,NGF,MMP3,MMP1,IL1A,PLAU
POU2F1	POU class 2 homeobox 1	5	0.000156	0.000951	VWF,PLAU,LGALS4,SPP1,IL2
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	4	0.000203	0.00114	IL6,CCL2,IL2,IL10
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	4	0.000461	0.00243	ADAMTS1,SPP1,FGF2,VWF
IRF1	interferon regulatory factor 1	5	0.000634	0.00313	IFNB1,IL10,SLPI,OGN,MMP9
DNMT1	DNA (cytosine-5-)-methyltransferase 1	4	0.000791	0.00338	TIMP3,SFRP5,BMP2,SFRP1
SMAD3	SMAD family member 3	4	0.000791	0.00338	LTBP4,ANGPTL4,MMP9,FST
SNAI2	snail homolog 2 (Drosophila)	3	0.000813	0.00338	MMP17,MMP9,CXCL12
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	4	0.000895	0.00353	MMP1,VWF,MMP3,MMP9
PPARA	peroxisome proliferator-activated receptor alpha	4	0.0019	0.00715	IL6,ANGPTL4,MMP9,IGFBP1
FOXP2	forkhead box P2	2	0.00267	0.00918	SRPX,SRPX2
FOXQ1	forkhead box Q1	2	0.00267	0.00918	WNT3A,RSPO2
CEBPE	CCAAT/enhancer binding protein (C/EBP), epsilon	2	0.00371	0.0117	PRG2,CTSG
ILF3	interleukin enhancer binding factor 3, 90kDa	2	0.00371	0.0117	PLAU,IL2
FLI1	Friend leukemia virus integration 1	3	0.00409	0.012	PF4,MMP1,IL10
POU5F1	POU class 5 homeobox 1	3	0.00409	0.012	SPP1,LEFTY1,SEMA6A
HDAC5	histone deacetylase 5	2	0.0049	0.0129	SLIT2,FGF2
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.0049	0.0129	MMP9,MMP1
ZFP36	ZFP36 ring finger protein	2	0.0049	0.0129	IL6,IL2
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	5	0.00552	0.0141	CXCL12,FGF2,PLAU,MUC3A,LEP
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2	0.00625	0.0141	SFRP1,SFRP5
ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	2	0.00625	0.0141	MMP9,TIMP3
FOSL1	FOS-like antigen 1	2	0.00625	0.0141	SFTPD,MMP1
GATA6	GATA binding protein 6	2	0.00625	0.0141	PLAU,VWF
RUNX3	runt-related transcription factor 3	3	0.00773	0.0161	TIMP1,MMP9,CLEC4G
CREB1	cAMP responsive element binding protein 1	5	0.00774	0.0161	IL2,IBSP,IL6,PLAU,IL10
PPARD	peroxisome proliferator-activated receptor delta	2	0.00774	0.0161	ANGPTL4,TIMP1
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	4	0.00902	0.0183	IL10,MMP1,IL6,SFTPD
FOXP3	forkhead box P3	2	0.00937	0.0185	IL10,IL2
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	4	0.0101	0.0195	CCL2,CTSG,PRG2,CLEC4G
JUND	jun D proto-oncogene	3	0.0109	0.0206	IL6,TIMP1,SFTPD
TWIST1	twist basic helix-loop-helix transcription factor 1	3	0.0118	0.0218	TIMP1,SRPX,MMP1
PPARG	peroxisome proliferator-activated receptor gamma	4	0.0125	0.0225	ANGPTL4,MMP9,MMP1,FGF1
HDAC1	histone deacetylase 1	4	0.016	0.0273	IL2,MMP9,SPP1,SFRP1
EZH2	enhancer of zeste homolog 2 (Drosophila)	3	0.017	0.0273	ADAMTS1,IGFBP1,SFRP1
RUNX1	runt-related transcription factor 1	3	0.017	0.0273	IL2,TIMP1,PF4
FOSL2	FOS-like antigen 2	2	0.0173	0.0273	IBSP,TIMP1
ING4	inhibitor of growth family, member 4	2	0.0173	0.0273	NGF,SPP1
IRF3	interferon regulatory factor 3	2	0.0173	0.0273	CCL2,IFNB1
SP3	Sp3 transcription factor	5	0.0193	0.0295	FBLN1,TIMP1,TGM4,IGFBP1,COL2A1
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	3	0.0194	0.0295	IL6,IL2,IL10
HDAC9	histone deacetylase 9	2	0.0245	0.0365	MMP13,IGFBP1
XBP1	X-box binding protein 1	2	0.0271	0.0397	CCL2,IL6
EGR1	early growth response 1	4	0.0322	0.0462	FGF2,PLAU,IL6,IL2
PAX5	paired box 5	2	0.0327	0.0462	MMP1,TIMP1
SOX2	SRY (sex determining region Y)-box 2	2	0.0357	0.0495	SEMA6A,MMP3
FOXO1	forkhead box O1	2	0.0419	0.0561	IL6,IGFBP1
HDAC4	histone deacetylase 4	2	0.0419	0.0561	MMP13,IL10
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0426	0.0562	PRG2,PF4,LTBP4
PGR	progesterone receptor	2	0.0451	0.0575	IL10,IGFBP1
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.0451	0.0575	MMP9,PLAU
NR1I2	nuclear receptor subfamily 1, group I, member 2	2	0.0485	0.0598	CCL2,IL10
RARA	retinoic acid receptor, alpha	2	0.0485	0.0598	ANXA8,PLAU
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0519	0.0631	CCL2,VWF
YBX1	Y box binding protein 1	2	0.0626	0.075	MMP13,AGT
ATF2	activating transcription factor 2	2	0.0702	0.0827	IFNB1,PLAU
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	2	0.0861	0.1	CCL17,CCL26
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2	0.0902	0.103	CTSG,CLEC4G
GATA3	GATA binding protein 3	2	0.0944	0.107	IL10,MMP1
SIRT1	sirtuin 1	2	0.139	0.155	COL10A1,MMP9
EP300	E1A binding protein p300	2	0.177	0.194	MMP9,IL6
BRCA1	breast cancer 1, early onset	2	0.182	0.197	FST,S100A2
USF1	upstream transcription factor 1	2	0.222	0.237	AGT,PF4
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.252	0.265	MMP9,ECM1
ESR1	estrogen receptor 1	2	0.277	0.288	MMP13,CXCL12
YY1	YY1 transcription factor	2	0.352	0.362	VWF,IFNB1
TP53	tumor protein p53	3	0.387	0.392	S100B,MMP1,FGF2
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.396	0.396	SFRP1,IL6
