Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
SMAD3	SMAD family member 3	2	0.0448	0.0679	LTBP4,ANGPTL4
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	2	0.0475	0.07	MMP1,VWF
JUND	jun D proto-oncogene	2	0.053	0.076	FGFBP1,CSTA
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0558	0.0781	SRPX,MMP1
POU2F1	POU class 2 homeobox 1	2	0.0645	0.0881	VWF,SPP1
RUNX1	runt-related transcription factor 1	2	0.0706	0.0941	ELANE,PF4
YY1	YY1 transcription factor	3	0.0776	0.101	VWF,MUC4,IFNB1
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	2	0.107	0.133	SPP1,ELANE
IRF1	interferon regulatory factor 1	2	0.107	0.133	IFNB1,OGN
EP300	E1A binding protein p300	2	0.125	0.152	IGFBP3,LAMA3
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	2	0.139	0.166	MMP1,IL24
USF1	upstream transcription factor 1	2	0.158	0.185	AGT,PF4
PPARG	peroxisome proliferator-activated receptor gamma	2	0.162	0.185	ANGPTL4,MMP1
ESR1	estrogen receptor 1	2	0.201	0.226	F12,MMP13
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	2	0.229	0.252	FGF2,EGLN3
EGR1	early growth response 1	2	0.25	0.269	HYAL1,FGF2
CREB1	cAMP responsive element binding protein 1	2	0.258	0.272	MUC5AC,MUC4
TP53	tumor protein p53	3	0.266	0.275	MMP1,FGF2,IGFBP3
AR	androgen receptor	2	0.27	0.275	SERPINB5,IGFBP3
E2F1	E2F transcription factor 1	2	0.431	0.431	MUC4,SERPINB5
