Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	3	0.00691	0.0172	MMP1,VWF,TNC
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	4	0.00701	0.0172	IL1B,CCL2,CSF1,TNF
JUND	jun D proto-oncogene	3	0.00819	0.0193	IL6,PLAT,FGFBP1
POU2F1	POU class 2 homeobox 1	3	0.0111	0.0253	VWF,SPP1,IL2
SP3	Sp3 transcription factor	5	0.0127	0.027	HBEGF,TGM4,IGFBP1,PLAT,MUC6
RUNX1	runt-related transcription factor 1	3	0.0128	0.027	CCL3,IL2,CSF1
ING4	inhibitor of growth family, member 4	2	0.0141	0.0277	NGF,SPP1
TBP	TATA box binding protein	2	0.0141	0.0277	IL6,PPBP
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	3	0.0146	0.0278	IL6,IL2,CST5
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.0189	0.0348	FGF2,HBEGF,MUC3A,EGLN3
FOXA2	forkhead box A2	2	0.0201	0.0348	TPO,SERPINC1
HDAC9	histone deacetylase 9	2	0.0201	0.0348	MMP13,IGFBP1
SIRT1	sirtuin 1	3	0.0209	0.0352	IL1B,COL10A1,TNF
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	2	0.0223	0.0355	IL1B,MMP1
XBP1	X-box binding protein 1	2	0.0223	0.0355	CCL2,IL6
E2F1	E2F transcription factor 1	5	0.0246	0.0373	IL1B,TNF,SERPINB5,TNFSF11,CCL3
CREB1	cAMP responsive element binding protein 1	4	0.0247	0.0373	BDNF,PLAT,IL2,IL6
ETV4	ets variant 4	2	0.0293	0.0433	MMP1,TNF
WT1	Wilms tumor 1	3	0.0327	0.047	HBEGF,CX3CL1,EREG
FOXO1	forkhead box O1	2	0.0345	0.0474	IL6,IGFBP1
POU5F1	POU class 5 homeobox 1	2	0.0345	0.0474	SPP1,TDGF1
RARA	retinoic acid receptor, alpha	2	0.04	0.0524	FGFBP1,ANXA8
SMAD4	SMAD family member 4	2	0.04	0.0524	FSTL3,TNC
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0429	0.055	CCL2,VWF
DNMT1	DNA (cytosine-5-)-methyltransferase 1	2	0.055	0.0676	RELN,SFRP5
HSF1	heat shock transcription factor 1	2	0.055	0.0676	IL1B,TNF
ATF2	activating transcription factor 2	2	0.0582	0.0701	PLAT,TNF
ESR1	estrogen receptor 1	3	0.0664	0.0784	F12,MMP13,TGFA
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0682	0.0789	SRPX,MMP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.0787	0.0893	SPP1,S100P
PPARA	peroxisome proliferator-activated receptor alpha	2	0.0823	0.0916	IL6,IGFBP1
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.086	0.0922	ADAMTS1,IGFBP1
KLF4	Kruppel-like factor 4 (gut)	2	0.086	0.0922	IL6,IL1B
PPARG	peroxisome proliferator-activated receptor gamma	2	0.194	0.204	CSF1,MMP1
YY1	YY1 transcription factor	2	0.306	0.317	IL1B,VWF
AR	androgen receptor	2	0.315	0.321	SERPINB5,TGFA
TP53	tumor protein p53	2	0.599	0.599	MMP1,FGF2
