Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
SRF	serum response factor (c-fos serum response element-binding transcription factor)	3	0.00674	0.018	MMP9,PLG,PLAU
ESR1	estrogen receptor 1	5	0.00675	0.018	F12,CRHBP,MMP13,CXCL12,TGFA
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2	0.00816	0.0181	SFRP1,SFRP5
EGR2	early growth response 2	2	0.00816	0.0181	IGF2,IL6
ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	2	0.00816	0.0181	MMP9,TIMP3
FOSL1	FOS-like antigen 1	2	0.00816	0.0181	SFTPD,MMP1
GATA6	GATA binding protein 6	2	0.00816	0.0181	PLAU,VWF
ZNF148	zinc finger protein 148	2	0.00816	0.0181	CXCL5,MMP3
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	3	0.00838	0.0181	HGF,VWF,COL1A1
HOXB7	homeobox B7	2	0.0101	0.0195	THBS2,FGF2
NFIL3	nuclear factor, interleukin 3 regulated	2	0.0101	0.0195	VWF,EREG
SPDEF	SAM pointed domain containing ets transcription factor	2	0.0101	0.0195	SERPINB5,MMP9
LEF1	lymphoid enhancer-binding factor 1	3	0.0102	0.0195	MMP7,CCL7,EDA
STAT1	signal transducer and activator of transcription 1, 91kDa	5	0.0102	0.0195	FGF2,MMP9,MUC4,IL6,MMP13
SMAD3	SMAD family member 3	3	0.0123	0.0229	LTBP4,TNC,MMP9
CREB1	cAMP responsive element binding protein 1	5	0.0135	0.0245	BDNF,IL2,MUC4,IL6,PLAU
JUND	jun D proto-oncogene	3	0.0158	0.0281	IL6,FGFBP1,SFTPD
KLF5	Kruppel-like factor 5 (intestinal)	2	0.017	0.0295	MMP9,FGFBP1
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	3	0.0185	0.0314	CCL26,EGLN3,COL1A1
SNAI2	snail homolog 2 (Drosophila)	2	0.0196	0.0326	MMP9,CXCL12
TBP	TATA box binding protein	2	0.0224	0.0365	IL6,PPBP
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	4	0.0251	0.0402	HGF,MUC4,MMP9,COL1A1
FOXA2	forkhead box A2	2	0.0316	0.0496	SERPINC1,MMP7
SP3	Sp3 transcription factor	5	0.0323	0.0497	FBLN1,HGF,COL1A1,COL2A1,MUC4
ELK1	ELK1, member of ETS oncogene family	2	0.0385	0.058	WISP2,MUC4
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.0411	0.0609	CXCL12,FGF2,PLAU,EGLN3
FOXA1	forkhead box A1	2	0.0421	0.0612	SFTPB,SERPINC1
IRF1	interferon regulatory factor 1	3	0.0454	0.0632	SLPI,OGN,MMP9
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.0458	0.0632	IL6,IL2
SOX2	SRY (sex determining region Y)-box 2	2	0.0458	0.0632	SEMA6A,MMP3
SOX9	SRY (sex determining region Y)-box 9	2	0.0497	0.0674	SHH,COL2A1
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	3	0.0675	0.09	MMP1,IL6,SFTPD
CTCF	CCCTC-binding factor (zinc finger protein)	2	0.0796	0.104	IGF2,CSF2
CIITA	class II, major histocompatibility complex, transactivator	2	0.0842	0.107	COL1A1,MMP9
RB1	retinoblastoma 1	2	0.0842	0.107	SFTPD,TGFBI
ATF2	activating transcription factor 2	2	0.0889	0.111	TGFB2,PLAU
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	2	0.104	0.127	IL6,PLAU
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2	0.114	0.138	COL1A1,CTSG
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.119	0.142	SPP1,MUC4
PPARA	peroxisome proliferator-activated receptor alpha	2	0.124	0.146	IL6,MMP9
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.129	0.148	ADAMTS1,SFRP1
RUNX1	runt-related transcription factor 1	2	0.129	0.148	IL2,CSF2
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.14	0.158	IL6,IL2
HNF4A	hepatocyte nuclear factor 4, alpha	2	0.156	0.173	SERPINC1,MMP7
YY1	YY1 transcription factor	3	0.171	0.187	VWF,MUC4,POSTN
AR	androgen receptor	3	0.178	0.193	WNT7B,SERPINB5,TGFA
EP300	E1A binding protein p300	2	0.218	0.233	MMP9,IL6
WT1	Wilms tumor 1	2	0.224	0.236	IGF2,EREG
PPARG	peroxisome proliferator-activated receptor gamma	2	0.276	0.287	MMP9,MMP1
E2F1	E2F transcription factor 1	3	0.349	0.358	MUC4,CTSV,SERPINB5
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.465	0.471	SFRP1,IL6
TP53	tumor protein p53	2	0.729	0.729	MMP1,FGF2
