Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
NFIL3	nuclear factor, interleukin 3 regulated	2	0.00342	0.00829	VWF,IL1B
SNAI1	snail homolog 1 (Drosophila)	2	0.00342	0.00829	THBS1,HBEGF
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	3	0.00374	0.00873	S100P,IL6,VEGFA
POU2F1	POU class 2 homeobox 1	3	0.00473	0.0105	VWF,LGALS4,SPP1
ESR1	estrogen receptor 1	4	0.00483	0.0105	F12,AMH,MMP13,VEGFA
STAT1	signal transducer and activator of transcription 1, 91kDa	4	0.00687	0.0144	IFNB1,IL6,IL1B,MMP13
TBP	TATA box binding protein	2	0.00776	0.0158	IL6,PPBP
USF2	upstream transcription factor 2, c-fos interacting	3	0.00857	0.0169	THBS1,PF4,TGFB2
YY1	YY1 transcription factor	4	0.00907	0.0173	IL1B,VWF,IFNB1,CCL13
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	3	0.0107	0.0199	SPP1,LEP,IL6
FOXA2	forkhead box A2	2	0.0111	0.02	TPO,MMP7
GLI1	GLI family zinc finger 1	2	0.0123	0.021	CYR61,MUC5AC
XBP1	X-box binding protein 1	2	0.0123	0.021	VEGFA,IL6
EP300	E1A binding protein p300	3	0.0138	0.0229	VEGFA,LAMA3,IL6
ETV4	ets variant 4	2	0.0164	0.0246	MMP7,MMP1
NR5A1	nuclear receptor subfamily 5, group A, member 1	2	0.0164	0.0246	AMH,INSL3
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.0164	0.0246	IL6,IL1B
SOX2	SRY (sex determining region Y)-box 2	2	0.0164	0.0246	SEMA6A,MMP3
SOX9	SRY (sex determining region Y)-box 9	2	0.0178	0.026	SHH,AMH
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	3	0.0181	0.026	IL1B,PRG2,CLEC4G
HDAC4	histone deacetylase 4	2	0.0193	0.0265	MMP13,VEGFA
POU5F1	POU class 5 homeobox 1	2	0.0193	0.0265	SPP1,SEMA6A
RARA	retinoic acid receptor, alpha	2	0.0225	0.0302	ANXA8,MUC5AC
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	2	0.0242	0.0317	SPP1,VWF
ATF2	activating transcription factor 2	2	0.0332	0.0427	TGFB2,IFNB1
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0391	0.0493	GDF15,MMP1
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	2	0.0412	0.0509	CCL26,IL13
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.0454	0.055	SPP1,S100P
RUNX1	runt-related transcription factor 1	2	0.0498	0.0592	VEGFA,PF4
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.0544	0.0634	IL6,AMH
TP53	tumor protein p53	4	0.0601	0.0689	THBS1,GDF15,MMP1,VEGFA
SIRT1	sirtuin 1	2	0.0688	0.0774	IL1B,COL10A1
SP3	Sp3 transcription factor	3	0.0811	0.0897	HBEGF,MUC6,VEGFA
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.0925	0.1	PRG2,PF4
USF1	upstream transcription factor 1	2	0.115	0.123	TGFB2,PF4
PPARG	peroxisome proliferator-activated receptor gamma	2	0.118	0.123	GDF15,MMP1
E2F1	E2F transcription factor 1	3	0.119	0.123	IL1B,THBS1,VEGFA
CREB1	cAMP responsive element binding protein 1	2	0.193	0.196	MUC5AC,IL6
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.226	0.226	VEGFA,IL6
