Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
TWIST2	twist basic helix-loop-helix transcription factor 2	3	0.00321	0.012	POSTN,GDF15,SRPX
STAT1	signal transducer and activator of transcription 1, 91kDa	5	0.00338	0.012	FGF2,MMP9,IFNG,IL6,MMP13
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00381	0.0125	MMP9,MMP1
ZFP36	ZFP36 ring finger protein	2	0.00381	0.0125	SERPINB2,IL6
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	3	0.00401	0.0126	SPP1,FGF2,VWF
FOS	FBJ murine osteosarcoma viral oncogene homolog	4	0.00482	0.0138	MMP9,MMP7,MMP3,MMP1
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2	0.00486	0.0138	SFRP1,SFRP5
ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	2	0.00486	0.0138	MMP9,TIMP3
DNMT1	DNA (cytosine-5-)-methyltransferase 1	3	0.00595	0.015	TIMP3,SFRP5,SFRP1
SMAD3	SMAD family member 3	3	0.00595	0.015	ANGPTL4,MMP9,FST
HOXB7	homeobox B7	2	0.00603	0.015	THBS2,FGF2
NFIL3	nuclear factor, interleukin 3 regulated	2	0.00603	0.015	VWF,IFNG
MSC	musculin	2	0.00732	0.0171	IFNG,LTA
STAT4	signal transducer and activator of transcription 4	2	0.00732	0.0171	S100A4,IFNG
PPARG	peroxisome proliferator-activated receptor gamma	4	0.00808	0.0181	GDF15,ANGPTL4,MMP9,MMP1
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	3	0.00837	0.0181	S100P,IL6,IGFBP1
TWIST1	twist basic helix-loop-helix transcription factor 1	3	0.00837	0.0181	GDF15,SRPX,MMP1
TBX21	T-box 21	2	0.00871	0.0183	IL4,IFNG
GATA3	GATA binding protein 3	3	0.0105	0.021	IFNG,IL4,MMP1
POU2F1	POU class 2 homeobox 1	3	0.0105	0.021	VWF,IL4,SPP1
SNAI2	snail homolog 2 (Drosophila)	2	0.0118	0.0231	MMP17,MMP9
ING4	inhibitor of growth family, member 4	2	0.0135	0.0246	ANGPT1,SPP1
PTTG1	pituitary tumor-transforming 1	2	0.0135	0.0246	S100A4,FGF2
TBP	TATA box binding protein	2	0.0135	0.0246	IL6,PPBP
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	3	0.0138	0.0246	IL6,IL12B,CST5
ATF3	activating transcription factor 3	2	0.0153	0.0268	IFNG,GDF15
GLI2	GLI family zinc finger 2	2	0.0193	0.0322	FST,MUC5AC
HDAC9	histone deacetylase 9	2	0.0193	0.0322	MMP13,IGFBP1
GLI1	GLI family zinc finger 1	2	0.0214	0.0343	MUC5AC,SFRP1
RUNX2	runt-related transcription factor 2	2	0.0214	0.0343	MMP13,IHH
CREB1	cAMP responsive element binding protein 1	4	0.023	0.0363	BDNF,IFNG,MUC5AC,IL6
YY1	YY1 transcription factor	4	0.0238	0.0369	VWF,IFNG,IL4,POSTN
CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	2	0.0282	0.0405	FST,MMP7
ETV4	ets variant 4	2	0.0282	0.0405	MMP7,MMP1
NR5A1	nuclear receptor subfamily 5, group A, member 1	2	0.0282	0.0405	NOV,INSL3
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.0282	0.0405	IL6,IL12B
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0309	0.0437	PRG2,PF4,IFNG
FLI1	Friend leukemia virus integration 1	2	0.0332	0.0461	PF4,MMP1
CREBBP	CREB binding protein	2	0.0358	0.0481	IL4,S100A4
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.0358	0.0481	MMP9,PLG
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	3	0.0383	0.05	IL12B,CTSG,PRG2
RARA	retinoic acid receptor, alpha	2	0.0384	0.05	ANXA8,MUC5AC
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0412	0.0528	VWF,COL1A1
USF1	upstream transcription factor 1	3	0.0431	0.0543	TGFB2,PF4,IFNG
SP3	Sp3 transcription factor	4	0.047	0.0584	HBEGF,TGM4,IGFBP1,COL1A1
HDAC1	histone deacetylase 1	3	0.0535	0.0655	MMP9,SPP1,SFRP1
ATF2	activating transcription factor 2	2	0.056	0.0675	IFNG,TGFB2
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	2	0.069	0.082	IL4,COL1A1
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2	0.0724	0.0848	COL1A1,CTSG
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.0758	0.0875	SPP1,S100P
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	3	0.0777	0.0885	FGF2,HBEGF,MUC3A
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.0828	0.0918	IGFBP1,SFRP1
KLF4	Kruppel-like factor 4 (gut)	2	0.0828	0.0918	IL6,GDF15
HNF4A	hepatocyte nuclear factor 4, alpha	2	0.101	0.111	GH1,MMP7
USF2	upstream transcription factor 2, c-fos interacting	2	0.109	0.117	PF4,TGFB2
SIRT1	sirtuin 1	2	0.113	0.12	COL10A1,MMP9
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	2	0.125	0.131	SPP1,IL6
TP53	tumor protein p53	4	0.134	0.14	S100B,GDF15,MMP1,FGF2
WT1	Wilms tumor 1	2	0.149	0.153	NOV,HBEGF
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.209	0.212	MMP9,COL1A1
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.337	0.337	SFRP1,IL6
