Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
HDAC2	histone deacetylase 2	2	0.0512	0.076	MUC5AC,IGF1
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	3	0.0515	0.076	IL1B,ELANE,CLEC4G
CIITA	class II, major histocompatibility complex, transactivator	2	0.0655	0.0902	S100A4,IL4
RB1	retinoblastoma 1	2	0.0655	0.0902	IGF1,TGFBI
SMAD3	SMAD family member 3	2	0.0655	0.0902	ANGPTL4,FST
ATF2	activating transcription factor 2	2	0.0692	0.0933	IFNG,FN1
HDAC1	histone deacetylase 1	3	0.0714	0.0942	SPP1,SFRP1,MMP28
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	2	0.0809	0.105	S100P,F7
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2	0.089	0.111	ELANE,CLEC4G
GATA3	GATA binding protein 3	2	0.0932	0.111	IFNG,IL4
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.0932	0.111	SPP1,S100P
POU2F1	POU class 2 homeobox 1	2	0.0932	0.111	IL4,SPP1
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.102	0.119	ADAMTS1,SFRP1
CREB1	cAMP responsive element binding protein 1	3	0.122	0.141	BDNF,IFNG,MUC5AC
YY1	YY1 transcription factor	3	0.125	0.141	IL1B,IFNG,IL4
FOS	FBJ murine osteosarcoma viral oncogene homolog	2	0.18	0.199	CSTA,IL1A
PPARG	peroxisome proliferator-activated receptor gamma	2	0.224	0.244	GDF15,ANGPTL4
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.249	0.266	HGF,IGFBP5
E2F1	E2F transcription factor 1	3	0.272	0.283	IL1B,CTSV,PCSK6
ESR1	estrogen receptor 1	2	0.274	0.283	F12,TGFA
AR	androgen receptor	2	0.359	0.365	FN1,TGFA
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.392	0.392	IFNA1,SFRP1
