Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RUNX2	runt-related transcription factor 2	3	0.00204	0.00626	LGALS3,MMP13,PLAU
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.00265	0.00734	COL1A2,COL11A1
FOXQ1	forkhead box Q1	2	0.00265	0.00734	WNT3A,RSPO2
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	2	0.00265	0.00734	IL5,MMP13
SIRT1	sirtuin 1	4	0.00403	0.0105	ACAN,COL10A1,COL1A2,MMP9
FLI1	Friend leukemia virus integration 1	3	0.00405	0.0105	PF4,MMP1,COL1A2
PARP1	poly (ADP-ribose) polymerase 1	3	0.00455	0.0114	CXCL1,SERPINE1,SERPINF1
KLF8	Kruppel-like factor 8	2	0.00486	0.0117	MMP14,MMP9
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	4	0.00501	0.0117	SPP1,S100A9,IL5,IL6
SMAD4	SMAD family member 4	3	0.00509	0.0117	COL7A1,TNC,SERPINE1
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	5	0.00543	0.0121	FGF2,SERPINE1,PLAU,MUC3A,EGLN3
HDAC2	histone deacetylase 2	3	0.00567	0.0121	TNFSF10,MUC5AC,COL1A2
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	3	0.00567	0.0121	COL18A1,COL1A1,MATN1
EGR2	early growth response 2	2	0.0062	0.0122	LIF,IL6
ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	2	0.0062	0.0122	MMP9,TIMP3
TFCP2	transcription factor CP2	2	0.0062	0.0122	SPP1,FGA
CREB1	cAMP responsive element binding protein 1	5	0.00761	0.0139	BDNF,MUC5AC,MUC4,IL6,PLAU
HOXB7	homeobox B7	2	0.00768	0.0139	THBS2,FGF2
POU2F2	POU class 2 homeobox 2	2	0.00768	0.0139	IL5,SPP1
PPARD	peroxisome proliferator-activated receptor delta	2	0.00768	0.0139	ANGPTL4,TIMP1
CIITA	class II, major histocompatibility complex, transactivator	3	0.00838	0.0148	COL1A1,MMP9,COL1A2
E2F1	E2F transcription factor 1	6	0.00997	0.0169	MUC4,SERPINE1,CTSV,TNFSF11,IL23A,NELL2
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	4	0.00997	0.0169	IL5,IL12B,PRG2,CLEC4G
TWIST1	twist basic helix-loop-helix transcription factor 1	3	0.0117	0.0195	TIMP1,GDF15,MMP1
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	3	0.0127	0.0206	COL1A2,EGLN3,COL1A1
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.0136	0.0218	COL1A1,COL1A2,CLEC4G
GATA3	GATA binding protein 3	3	0.0147	0.0226	IL5,MMP1,CXCL1
POU2F1	POU class 2 homeobox 1	3	0.0147	0.0226	IL5,PLAU,SPP1
SNAI2	snail homolog 2 (Drosophila)	2	0.015	0.0226	MMP17,MMP9
KLF4	Kruppel-like factor 4 (gut)	3	0.0168	0.0241	IL6,LAMA3,GDF15
RUNX1	runt-related transcription factor 1	3	0.0168	0.0241	TIMP1,LGALS3,PF4
FOSL2	FOS-like antigen 2	2	0.0171	0.0241	IL5,TIMP1
ING4	inhibitor of growth family, member 4	2	0.0171	0.0241	ANGPT1,SPP1
SP3	Sp3 transcription factor	5	0.019	0.0262	TIMP1,COL1A1,MUC6,IGFBP4,MUC4
FOXA2	forkhead box A2	2	0.0243	0.0331	MMP7,COL18A1
PAX5	paired box 5	2	0.0325	0.0435	MMP1,TIMP1
CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	2	0.0354	0.0452	MMP7,MMP14
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.0354	0.0452	IL6,IL12B
SOX2	SRY (sex determining region Y)-box 2	2	0.0354	0.0452	SEMA6A,MMP3
FOXO1	forkhead box O1	2	0.0416	0.0508	TNFSF10,IL6
HDAC4	histone deacetylase 4	2	0.0416	0.0508	MMP13,IL5
POU5F1	POU class 5 homeobox 1	2	0.0416	0.0508	SPP1,SEMA6A
RARA	retinoic acid receptor, alpha	2	0.0481	0.0579	PLAU,MUC5AC
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	2	0.0515	0.0611	SPP1,FGF2
USF1	upstream transcription factor 1	3	0.0583	0.0682	TGFB2,SERPINE1,PF4
ATF2	activating transcription factor 2	2	0.0697	0.0803	TGFB2,PLAU
HDAC1	histone deacetylase 1	3	0.072	0.0808	MMP9,SPP1,COL1A2
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.072	0.0808	MUC4,MMP9,COL1A1
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	2	0.0815	0.0901	IL6,PLAU
ESR1	estrogen receptor 1	3	0.0845	0.0922	F12,MMP13,SERPINE1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.0938	0.101	SPP1,MUC4
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.111	0.118	IL6,IL12B
YY1	YY1 transcription factor	3	0.126	0.133	COL1A2,MUC4,IL5
USF2	upstream transcription factor 2, c-fos interacting	2	0.133	0.138	PF4,TGFB2
BRCA1	breast cancer 1, early onset	2	0.181	0.183	S100A2,CXCL1
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.181	0.183	PRG2,PF4
TP53	tumor protein p53	3	0.385	0.385	GDF15,MMP1,FGF2
