Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
IRF1	interferon regulatory factor 1	5	0.000353	0.00222	CXCL10,IFNB1,SLPI,OGN,MMP9
SMAD3	SMAD family member 3	4	0.000489	0.00281	TNC,ANGPTL4,MMP9,FST
FOS	FBJ murine osteosarcoma viral oncogene homolog	5	0.000594	0.00315	MMP9,MMP7,MMP3,MMP1,NTF3
IRF3	interferon regulatory factor 3	3	0.000693	0.00342	CXCL10,CCL2,IFNB1
FOXQ1	forkhead box Q1	2	0.00208	0.00895	WNT3A,RSPO2
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	2	0.00208	0.00895	IL4,MMP13
FLI1	Friend leukemia virus integration 1	3	0.00285	0.0116	PF4,MMP1,IGFBP3
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	4	0.00322	0.0123	SPP1,S100A9,IL6,CCL2
IRF2	interferon regulatory factor 2	2	0.00381	0.0126	IL4,IFNB1
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00381	0.0126	MMP9,MMP1
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	3	0.00401	0.0126	ADAMTS1,SPP1,VWF
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	3	0.00401	0.0126	CCL2,VWF,COL1A1
EP300	E1A binding protein p300	4	0.00452	0.0134	IGFBP3,LAMA3,MMP9,IL6
ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	2	0.00486	0.0134	MMP9,TIMP3
TFCP2	transcription factor CP2	2	0.00486	0.0134	SPP1,FGA
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	4	0.00578	0.0149	IL4,MMP1,IL6,S100A9
CIITA	class II, major histocompatibility complex, transactivator	3	0.00595	0.0149	COL1A1,MMP9,IL4
NFIL3	nuclear factor, interleukin 3 regulated	2	0.00603	0.0149	VWF,AREG
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	3	0.00837	0.0199	S100P,IL6,CCL2
IRF7	interferon regulatory factor 7	2	0.00871	0.02	IFNB1,CXCL10
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	3	0.00905	0.0201	IL4,EGLN3,COL1A1
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.00976	0.0207	COL1A1,CTSG,CLEC4G
HDAC1	histone deacetylase 1	4	0.0104	0.0207	MMP9,IGFBP3,SPP1,MMP28
GATA3	GATA binding protein 3	3	0.0105	0.0207	MUC1,IL4,MMP1
POU2F1	POU class 2 homeobox 1	3	0.0105	0.0207	VWF,IL4,SPP1
PPARA	peroxisome proliferator-activated receptor alpha	3	0.0113	0.0216	IL6,ANGPTL4,MMP9
RUNX1	runt-related transcription factor 1	3	0.0121	0.0225	CCL3,PF4,CSF2
ING4	inhibitor of growth family, member 4	2	0.0135	0.0239	ANGPT1,SPP1
TBP	TATA box binding protein	2	0.0135	0.0239	IL6,PPBP
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.0176	0.0304	HBEGF,MUC3A,MUC1,EGLN3
GLI2	GLI family zinc finger 2	2	0.0193	0.0324	FST,MUC5AC
GLI1	GLI family zinc finger 1	2	0.0214	0.0343	MUC5AC,S100A9
XBP1	X-box binding protein 1	2	0.0214	0.0343	CCL2,IL6
CREB1	cAMP responsive element binding protein 1	4	0.023	0.0361	BDNF,MUC5AC,IBSP,IL6
YY1	YY1 transcription factor	4	0.0238	0.0365	VWF,IFNB1,IL4,POSTN
CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	2	0.0282	0.0405	FST,MMP7
ETV4	ets variant 4	2	0.0282	0.0405	MMP7,MMP1
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.0282	0.0405	IL6,CCL2
CREBBP	CREB binding protein	2	0.0358	0.0504	IL4,CSF2
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	3	0.0383	0.052	CCL2,CTSG,CLEC4G
RARA	retinoic acid receptor, alpha	2	0.0384	0.052	ANXA8,MUC5AC
HDAC2	histone deacetylase 2	2	0.0412	0.0547	MUC5AC,CCL2
PPARG	peroxisome proliferator-activated receptor gamma	3	0.0447	0.0582	ANGPTL4,MMP9,MMP1
SP3	Sp3 transcription factor	4	0.047	0.0601	HBEGF,IGFBP3,COL1A1,COL2A1
RUNX3	runt-related transcription factor 3	2	0.0499	0.0615	MMP9,CLEC4G
YBX1	Y box binding protein 1	2	0.0499	0.0615	MMP13,AGT
CDX2	caudal type homeobox 2	2	0.056	0.0678	MEP1A,IGFBP3
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.0758	0.0902	SPP1,S100P
KLF4	Kruppel-like factor 4 (gut)	2	0.0828	0.0969	IL6,LAMA3
EGR1	early growth response 1	3	0.0889	0.102	HYAL1,LTB,IL6
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.09	0.102	IL6,IGFBP3
SIRT1	sirtuin 1	2	0.113	0.125	COL10A1,MMP9
BRCA1	breast cancer 1, early onset	2	0.149	0.161	FST,AREG
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.149	0.161	MUC1,PF4
USF1	upstream transcription factor 1	2	0.183	0.194	AGT,PF4
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.209	0.218	MMP9,COL1A1
ESR1	estrogen receptor 1	2	0.231	0.238	F12,MMP13
AR	androgen receptor	2	0.306	0.311	MUC1,IGFBP3
TP53	tumor protein p53	3	0.313	0.313	S100B,MMP1,IGFBP3
