Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
YY1	YY1 transcription factor	3	0.112	0.129	IL1B,VWF,MUC4
SIRT1	sirtuin 1	2	0.126	0.144	IL1B,COL10A1
IRF1	interferon regulatory factor 1	2	0.139	0.156	IL10,OGN
BRCA1	breast cancer 1, early onset	2	0.166	0.179	AREG,CXCL1
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.166	0.179	PF4,LTBP4
WT1	Wilms tumor 1	2	0.166	0.179	HBEGF,EREG
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	2	0.189	0.201	IL1B,CCL2
PPARG	peroxisome proliferator-activated receptor gamma	2	0.208	0.218	ANGPTL4,MMP1
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.231	0.24	MUC4,COL1A1
TP53	tumor protein p53	3	0.351	0.36	S100B,MMP1,FGF2
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.368	0.372	SFRP1,IL6
E2F1	E2F transcription factor 1	2	0.515	0.515	IL1B,MUC4
