Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
HDAC1	histone deacetylase 1	4	0.0103	0.0227	MMP9,SPP1,RELN,SERPINB5
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.0104	0.0227	SPP1,MUC4,S100P
POU2F1	POU class 2 homeobox 1	3	0.0104	0.0227	VWF,LGALS4,SPP1
KLF4	Kruppel-like factor 4 (gut)	3	0.0119	0.0253	LAMA1,IL6,GDF15
ESR1	estrogen receptor 1	4	0.0129	0.0254	F12,CRHBP,AMH,TGFA
IRF3	interferon regulatory factor 3	2	0.0134	0.0254	CCL2,IFNB1
PTTG1	pituitary tumor-transforming 1	2	0.0134	0.0254	S100A4,FGF2
TBP	TATA box binding protein	2	0.0134	0.0254	IL6,PPBP
GLI2	GLI family zinc finger 2	2	0.0191	0.0352	FST,MUC5AC
EGR1	early growth response 1	4	0.0211	0.0362	GDF15,TNF,FGF2,IL6
GATA4	GATA binding protein 4	2	0.0212	0.0362	AMH,FGF10
XBP1	X-box binding protein 1	2	0.0212	0.0362	CCL2,IL6
E2F1	E2F transcription factor 1	5	0.0223	0.0371	TNF,MUC4,THBS1,SERPINB5,TNFSF11
ELK1	ELK1, member of ETS oncogene family	2	0.0234	0.0372	WISP2,MUC4
KLF6	Kruppel-like factor 6	2	0.0234	0.0372	LAMA1,MMP9
NR5A1	nuclear receptor subfamily 5, group A, member 1	2	0.028	0.0416	AMH,INSL3
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.028	0.0416	IL6,CCL2
SOX2	SRY (sex determining region Y)-box 2	2	0.028	0.0416	SEMA6A,MMP3
EP300	E1A binding protein p300	3	0.0292	0.0426	S100A4,MMP9,IL6
SOX9	SRY (sex determining region Y)-box 9	2	0.0304	0.0428	SHH,AMH
FOS	FBJ murine osteosarcoma viral oncogene homolog	3	0.0305	0.0428	MMP9,MMP3,MMP1
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0355	0.0487	GDF15,SRPX
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	3	0.0378	0.0504	CCL2,PRG2,TNF
NR1I2	nuclear receptor subfamily 1, group I, member 2	2	0.0381	0.0504	CCL2,THBS1
HDAC2	histone deacetylase 2	2	0.0409	0.052	MUC5AC,CCL2
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0409	0.052	CCL2,VWF
CIITA	class II, major histocompatibility complex, transactivator	2	0.0525	0.0656	S100A4,MMP9
ATF2	activating transcription factor 2	2	0.0556	0.0682	IFNB1,TNF
JUND	jun D proto-oncogene	2	0.0619	0.0747	IL6,SFTPD
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	2	0.0684	0.0812	CCL17,EGLN3
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	3	0.0769	0.0897	FGF2,MUC3A,EGLN3
PPARA	peroxisome proliferator-activated receptor alpha	2	0.0787	0.0903	IL6,MMP9
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.0894	0.101	IL6,AMH
CREB1	cAMP responsive element binding protein 1	3	0.0927	0.103	MUC5AC,MUC4,IL6
YY1	YY1 transcription factor	3	0.095	0.104	VWF,MUC4,IFNB1
SIRT1	sirtuin 1	2	0.112	0.12	TNF,MMP9
IRF1	interferon regulatory factor 1	2	0.124	0.131	IFNB1,MMP9
TP53	tumor protein p53	4	0.133	0.139	THBS1,GDF15,MMP1,FGF2
WT1	Wilms tumor 1	2	0.148	0.152	THBS1,AMH
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.208	0.211	MUC4,MMP9
AR	androgen receptor	2	0.305	0.305	SERPINB5,TGFA
