Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	4	0.000424	0.00288	TNFSF10,MMP1,CXCL8,MMP9
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	6	0.000434	0.00288	SPP1,IL10,IL5,SFTPD,LEP,IGF2
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	3	0.000553	0.00343	IGFBP3,SFRP1,SFRP5
EP300	E1A binding protein p300	6	0.000721	0.00388	IL5,S100A4,IGFBP3,LAMA3,MMP9,CXCL8
ETV4	ets variant 4	4	0.000764	0.00388	MUC4,TIMP2,MMP1,MMP2
NFIL3	nuclear factor, interleukin 3 regulated	3	0.000778	0.00388	VWF,EREG,TNFSF10
FOS	FBJ murine osteosarcoma viral oncogene homolog	6	0.000793	0.00388	MMP9,CSTA,NGF,MMP1,CXCL8,NTF3
FLI1	Friend leukemia virus integration 1	4	0.00108	0.00501	PF4,MMP1,IGFBP3,IL10
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	4	0.0017	0.00718	SPP1,FGF2,VWF,CXCL8
HDAC2	histone deacetylase 2	4	0.0017	0.00718	TNFSF10,MUC5AC,CXCL8,BMP7
ZEB1	zinc finger E-box binding homeobox 1	3	0.00178	0.00719	MUC1,LAMC2,COL4A3
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	6	0.0025	0.00952	HGF,MMP2,MUC4,MMP9,COL1A1,TIMP2
ING4	inhibitor of growth family, member 4	3	0.00275	0.00952	CXCL8,NGF,SPP1
PTTG1	pituitary tumor-transforming 1	3	0.00275	0.00952	S100A4,TIMP2,FGF2
DNMT1	DNA (cytosine-5-)-methyltransferase 1	4	0.00287	0.00952	TIMP3,RELN,SFRP5,SFRP1
SMAD3	SMAD family member 3	4	0.00287	0.00952	LTBP4,TNC,MMP9,FST
IRF1	interferon regulatory factor 1	5	0.00298	0.00956	TNFSF10,IL10,SLPI,OGN,MMP9
ELF4	E74-like factor 4 (ets domain transcription factor)	2	0.00359	0.0108	MMP9,CXCL8
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.00359	0.0108	MMP1,CXCL8
JUND	jun D proto-oncogene	4	0.00404	0.0117	CSTA,IL5,TIMP1,SFTPD
TWIST1	twist basic helix-loop-helix transcription factor 1	4	0.00449	0.0126	TIMP1,MMP2,SRPX,MMP1
GLI2	GLI family zinc finger 2	3	0.00472	0.0127	FST,MUC5AC,WNT2B
WT1	Wilms tumor 1	5	0.00484	0.0127	NOV,HBEGF,CX3CL1,IGF2,EREG
FOXP2	forkhead box P2	2	0.00532	0.0127	SRPX,SRPX2
FOXQ1	forkhead box Q1	2	0.00532	0.0127	WNT3A,RSPO2
IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	2	0.00532	0.0127	CXCL8,MMP9
NKX2-1	NK2 homeobox 1	2	0.00532	0.0127	SFTPA1,SFTPB
GLI1	GLI family zinc finger 1	3	0.00552	0.0128	CYR61,MUC5AC,SFRP1
STAT1	signal transducer and activator of transcription 1, 91kDa	6	0.00575	0.0128	FGF2,MMP9,MUC4,MUC1,TIMP1,IL10
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	5	0.00602	0.0128	IL10,CXCL8,MMP1,IL5,SFTPD
GATA3	GATA binding protein 3	4	0.00605	0.0128	MUC1,IL5,IL10,MMP1
POU2F1	POU class 2 homeobox 1	4	0.00605	0.0128	IL5,VWF,LGALS4,SPP1
ELK1	ELK1, member of ETS oncogene family	3	0.00641	0.0132	WISP2,PDGFB,MUC4
EGR1	early growth response 1	6	0.00719	0.0142	TNFSF10,PDGFB,FGF2,CXCL8,PDGFC,IGF2
ASCL1	achaete-scute complex homolog 1 (Drosophila)	2	0.00735	0.0142	IGF2,PCSK6
CEBPE	CCAAT/enhancer binding protein (C/EBP), epsilon	2	0.00735	0.0142	MMP2,CTSG
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00967	0.0184	MMP9,MMP1
PARP1	poly (ADP-ribose) polymerase 1	3	0.012	0.0208	FBN1,SERPINF1,IL10
SRF	serum response factor (c-fos serum response element-binding transcription factor)	3	0.012	0.0208	MMP2,MMP9,PLG
TWIST2	twist basic helix-loop-helix transcription factor 2	3	0.012	0.0208	POSTN,SRPX,MMP2
ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	2	0.0123	0.0208	MMP9,TIMP3
FOSL1	FOS-like antigen 1	2	0.0123	0.0208	SFTPD,MMP1
TFCP2	transcription factor CP2	2	0.0123	0.0208	SPP1,FGA
RARA	retinoic acid receptor, alpha	3	0.0134	0.0223	ANXA8,MUC5AC,SFTPB
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	3	0.0149	0.0231	HGF,VWF,COL1A1
HOXB7	homeobox B7	2	0.0152	0.0231	FGF2,MMP2
POU2F2	POU class 2 homeobox 2	2	0.0152	0.0231	IL5,SPP1
SPDEF	SAM pointed domain containing ets transcription factor	2	0.0152	0.0231	SERPINB5,MMP9
TFAP2C	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	2	0.0152	0.0231	CSTA,MMP2
MECP2	methyl CpG binding protein 2 (Rett syndrome)	2	0.0183	0.0266	IGFBP3,RELN
MSC	musculin	2	0.0183	0.0266	IL10,MMP2
PITX2	paired-like homeodomain 2	2	0.0183	0.0266	PLOD1,WNT2
RUNX3	runt-related transcription factor 3	3	0.0198	0.0283	TIMP1,MMP9,CLEC4G
CIITA	class II, major histocompatibility complex, transactivator	3	0.0216	0.0305	COL1A1,S100A4,MMP9
GATA1	GATA binding protein 1 (globin transcription factor 1)	4	0.0243	0.0338	MUC1,PF4,F13A1,LTBP4
SNAI2	snail homolog 2 (Drosophila)	2	0.0291	0.0398	MMP9,CXCL12
CREB1	cAMP responsive element binding protein 1	5	0.0304	0.041	BDNF,MUC5AC,MUC4,MMP2,IL10
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	4	0.0319	0.0424	IL5,CTSG,CLEC4G,CTSK
FOSL2	FOS-like antigen 2	2	0.0332	0.0429	IL5,TIMP1
NR4A1	nuclear receptor subfamily 4, group A, member 1	2	0.0332	0.0429	TIMP2,MMP2
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.0343	0.0432	COL1A1,CTSG,CLEC4G
AR	androgen receptor	5	0.0344	0.0432	SERPINB5,MUC1,IGFBP3,TGFA,NOV
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.0368	0.0456	SPP1,MUC4,S100P
FOXM1	forkhead box M1	2	0.0419	0.0513	FGB,SFTPB
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	3	0.0473	0.0571	IL10,IGFBP3,CXCL8
PAX5	paired box 5	2	0.0615	0.0734	MMP1,TIMP1
SOX9	SRY (sex determining region Y)-box 9	2	0.0723	0.0851	SHH,COL11A2
FOXO1	forkhead box O1	2	0.0779	0.0895	PDGFB,TNFSF10
HDAC4	histone deacetylase 4	2	0.0779	0.0895	IL5,IL10
MITF	microphthalmia-associated transcription factor	2	0.0895	0.101	CTSK,SERPINF1
YY1	YY1 transcription factor	4	0.1	0.112	VWF,MUC4,IL5,POSTN
E2F1	E2F transcription factor 1	5	0.119	0.131	MUC4,CTSV,SERPINB5,TNFSF11,PCSK6
CDX2	caudal type homeobox 2	2	0.127	0.139	MEP1A,IGFBP3
PPARG	peroxisome proliferator-activated receptor gamma	3	0.136	0.147	MMP9,MMP1,FGF1
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	2	0.147	0.157	CXCL8,S100P
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.181	0.186	MMP2,SFRP1
KLF4	Kruppel-like factor 4 (gut)	2	0.181	0.186	MMP2,LAMA3
RUNX1	runt-related transcription factor 1	2	0.181	0.186	TIMP1,PF4
ESR1	estrogen receptor 1	3	0.182	0.186	CRHBP,CXCL12,TGFA
BRCA1	breast cancer 1, early onset	2	0.302	0.306	FST,S100A2
TP53	tumor protein p53	4	0.392	0.392	MMP1,FGF2,MMP2,IGFBP3
