Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
PPARG	peroxisome proliferator-activated receptor gamma	4	0.0175	0.0404	GDF15,ADIPOQ,MMP9,MMP1
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.018	0.0404	COL1A1,CTSG,CLEC4G
ING4	inhibitor of growth family, member 4	2	0.0208	0.0441	ANGPT1,SPP1
TBP	TATA box binding protein	2	0.0208	0.0441	IL6,PPBP
KLF4	Kruppel-like factor 4 (gut)	3	0.0221	0.0444	IL6,LAMA3,GDF15
HDAC1	histone deacetylase 1	4	0.0222	0.0444	MMP9,SPP1,RELN,SFRP1
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	2	0.0326	0.0635	MMP1,MMP9
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.0366	0.0693	CXCL12,FGF2,HBEGF,MUC3A
IRF1	interferon regulatory factor 1	3	0.0414	0.0751	IL10,OGN,MMP9
AHR	aryl hydrocarbon receptor	2	0.0428	0.0751	IL6,IL13
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.0428	0.0751	IL6,IL10
CREB1	cAMP responsive element binding protein 1	4	0.047	0.0805	BDNF,IBSP,IL6,IL10
ATF1	activating transcription factor 1	2	0.0501	0.082	TGFB2,IL10
HDAC4	histone deacetylase 4	2	0.0501	0.082	MMP13,IL10
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.054	0.0853	GDF15,SRPX
WT1	Wilms tumor 1	3	0.0545	0.0853	IGF1,NOV,HBEGF
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0619	0.0949	VWF,COL1A1
RUNX3	runt-related transcription factor 3	2	0.0745	0.111	MMP9,CLEC4G
CIITA	class II, major histocompatibility complex, transactivator	2	0.0789	0.111	COL1A1,MMP9
RB1	retinoblastoma 1	2	0.0789	0.111	IGF1,SFTPD
SMAD3	SMAD family member 3	2	0.0789	0.111	LTBP4,MMP9
JUND	jun D proto-oncogene	2	0.0925	0.128	IL6,SFTPD
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	2	0.0972	0.132	S100P,IL6
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	2	0.102	0.136	COL1A1,IL13
ESR1	estrogen receptor 1	3	0.107	0.138	CRHBP,MMP13,CXCL12
GATA3	GATA binding protein 3	2	0.112	0.138	IL10,MMP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.112	0.138	SPP1,S100P
POU2F1	POU class 2 homeobox 1	2	0.112	0.138	VWF,SPP1
PPARA	peroxisome proliferator-activated receptor alpha	2	0.116	0.142	IL6,MMP9
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.121	0.146	ADAMTS1,SFRP1
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.132	0.155	IL6,IL10
EGR1	early growth response 1	3	0.147	0.171	GDF15,FGF2,IL6
USF2	upstream transcription factor 2, c-fos interacting	2	0.157	0.18	PF4,TGFB2
SIRT1	sirtuin 1	2	0.163	0.183	COL10A1,MMP9
BRCA1	breast cancer 1, early onset	2	0.212	0.227	S100A2,IGF1
FOS	FBJ murine osteosarcoma viral oncogene homolog	2	0.212	0.227	MMP9,MMP1
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.212	0.227	PF4,LTBP4
TP53	tumor protein p53	4	0.234	0.248	S100B,GDF15,MMP1,FGF2
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	2	0.239	0.25	CTSG,CLEC4G
USF1	upstream transcription factor 1	2	0.256	0.263	TGFB2,PF4
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.29	0.294	MMP9,COL1A1
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.446	0.446	SFRP1,IL6
