Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
GATA6	GATA binding protein 6	2	0.00737	0.0156	PLAU,VWF
TFCP2	transcription factor CP2	2	0.00737	0.0156	SPP1,A2M
ZNF148	zinc finger protein 148	2	0.00737	0.0156	CXCL5,MMP3
LEF1	lymphoid enhancer-binding factor 1	3	0.00888	0.0177	MMP7,CCL7,ELANE
HOXB7	homeobox B7	2	0.00913	0.0177	THBS2,FGF2
POU2F2	POU class 2 homeobox 2	2	0.00913	0.0177	IL5,SPP1
SPDEF	SAM pointed domain containing ets transcription factor	2	0.00913	0.0177	SERPINB5,MMP9
EP300	E1A binding protein p300	4	0.00952	0.0181	IFNG,IL5,MMP9,IL6
DNMT1	DNA (cytosine-5-)-methyltransferase 1	3	0.0107	0.0199	SFRP5,BMP2,SFRP1
MSC	musculin	2	0.011	0.0202	IFNG,LTA
IRF7	interferon regulatory factor 7	2	0.0131	0.0231	IFNB1,CXCL10
TBX21	T-box 21	2	0.0131	0.0231	IFNG,IL13
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	4	0.0135	0.0233	IL1B,IL5,ELANE,CTSG
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	3	0.0149	0.0253	IL6,PLAU,IGFBP1
KLF5	Kruppel-like factor 5 (intestinal)	2	0.0154	0.0256	MMP9,FGFBP1
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	3	0.0161	0.0263	EGLN3,COL1A1,IL13
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.0173	0.0279	ELANE,COL1A1,CTSG
PPARA	peroxisome proliferator-activated receptor alpha	3	0.0199	0.0301	IL6,MMP9,IGFBP1
HOXA10	homeobox A10	2	0.0203	0.0301	IGFBP1,IL11
IRF3	interferon regulatory factor 3	2	0.0203	0.0301	CXCL10,IFNB1
JUNB	jun B proto-oncogene	2	0.0203	0.0301	IL1B,SFTPD
TBP	TATA box binding protein	2	0.0203	0.0301	IL6,PPBP
EZH2	enhancer of zeste homolog 2 (Drosophila)	3	0.0213	0.0312	ADAMTS1,IGFBP1,SFRP1
HDAC9	histone deacetylase 9	2	0.0287	0.0413	MMP13,IGFBP1
GATA4	GATA binding protein 4	2	0.0318	0.0444	FGF10,IL5
GLI1	GLI family zinc finger 1	2	0.0318	0.0444	MUC5AC,SFRP1
ELK1	ELK1, member of ETS oncogene family	2	0.035	0.0481	WISP2,MUC4
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.0417	0.0566	IL6,IL1B
FOXO1	forkhead box O1	2	0.0489	0.0636	IL6,IGFBP1
HDAC4	histone deacetylase 4	2	0.0489	0.0636	MMP13,IL5
POU5F1	POU class 5 homeobox 1	2	0.0489	0.0636	SPP1,TDGF1
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0526	0.0649	PF4,IFNG,LTBP4
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.0526	0.0649	MMP9,PLAU
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0526	0.0649	POSTN,SRPX
WT1	Wilms tumor 1	3	0.0526	0.0649	CTGF,IGF2,EREG
SMAD4	SMAD family member 4	2	0.0565	0.0688	COL7A1,TNC
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0604	0.0726	VWF,COL1A1
USF1	upstream transcription factor 1	3	0.0722	0.0853	PF4,IFNG,CTSB
RUNX3	runt-related transcription factor 3	2	0.0727	0.0853	WNT4,MMP9
CIITA	class II, major histocompatibility complex, transactivator	2	0.077	0.0892	COL1A1,MMP9
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.0887	0.101	MUC4,MMP9,COL1A1
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0949	0.107	SRPX,MMP1
ESR1	estrogen receptor 1	3	0.103	0.116	CRHBP,MMP13,TGFA
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.109	0.12	SPP1,MUC4
KLF4	Kruppel-like factor 4 (gut)	2	0.119	0.128	IL6,IL1B
RUNX1	runt-related transcription factor 1	2	0.119	0.128	ELANE,PF4
E2F1	E2F transcription factor 1	4	0.139	0.148	IL1B,MUC4,SERPINB5,TNFSF11
USF2	upstream transcription factor 2, c-fos interacting	2	0.154	0.163	CTSB,PF4
SIRT1	sirtuin 1	2	0.159	0.166	IL1B,MMP9
PPARG	peroxisome proliferator-activated receptor gamma	2	0.257	0.265	MMP9,MMP1
AR	androgen receptor	2	0.403	0.411	SERPINB5,TGFA
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.438	0.443	SFRP1,IL6
TP53	tumor protein p53	2	0.702	0.702	MMP1,FGF2
