Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
ETV4	ets variant 4	5	1.54e-05	0.000131	MUC4,MMP7,EGLN1,MMP1,TNF
FLI1	Friend leukemia virus integration 1	5	2.42e-05	0.00019	PF4,MMP1,COL1A2,IGFBP3,IL10
CREB1	cAMP responsive element binding protein 1	8	6.03e-05	0.000436	IFNG,MUC5AC,IBSP,MUC4,IL6,PLAU,IL10,CCL5
SIRT1	sirtuin 1	6	7.64e-05	0.000513	ACAN,IL1B,COL10A1,COL1A2,EGLN1,TNF
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	6	0.000108	0.000634	SPP1,IL10,IL5,SFTPD,CSF1,IL6
IRF1	interferon regulatory factor 1	6	0.000108	0.000634	CXCL10,CCL5,IFNG,IL10,FASLG,IL12A
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	5	0.000185	0.00102	COL1A2,CCL26,EGLN3,COL1A1,IL13
POU2F1	POU class 2 homeobox 1	5	0.000241	0.00126	IL5,VWF,PLAU,LGALS4,SPP1
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	4	0.000289	0.00143	IL6,IL1B,CCL5,IL10
NFIL3	nuclear factor, interleukin 3 regulated	3	0.000367	0.00172	VWF,IFNG,IL1B
YY1	YY1 transcription factor	7	0.000428	0.00191	IL1B,COL1A2,VWF,MUC4,IFNG,IL5,POSTN
IRF8	interferon regulatory factor 8	3	0.000498	0.00204	IL12A,IL10,IL1B
MSC	musculin	3	0.000498	0.00204	IFNG,LTA,IL10
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	4	0.000653	0.00247	ADAMTS1,SPP1,WNT11,VWF
TBX21	T-box 21	3	0.000657	0.00247	IFNG,IL10,IL13
E2F1	E2F transcription factor 1	8	0.000922	0.00333	IL1B,TNF,MUC4,SERPINB5,TNFSF11,NELL2,PCSK6,CCL3
ATF2	activating transcription factor 2	4	0.00126	0.00424	IFNG,FASLG,PLAU,TNF
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	4	0.00126	0.00424	MMP1,VWF,MMP3,IL5
FOSL2	FOS-like antigen 2	3	0.00131	0.00426	IBSP,IL5,TIMP1
EP300	E1A binding protein p300	5	0.00147	0.00462	IFNG,IL5,IGFBP3,IL6,COL1A2
SP3	Sp3 transcription factor	7	0.00155	0.00469	CTSL,IGFBP3,TIMP1,TGM4,COL1A1,MUC6,MUC4
FOS	FBJ murine osteosarcoma viral oncogene homolog	5	0.0016	0.00469	FGFBP1,MMP7,MMP3,MMP1,PLAU
HDAC11	histone deacetylase 11	2	0.00216	0.00615	IL10,TNF
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	5	0.00232	0.00642	IL1B,IL5,CSF1,CCL5,TNF
GATA3	GATA binding protein 3	4	0.00242	0.00649	IL5,IFNG,IL10,MMP1
RUNX2	runt-related transcription factor 2	3	0.00268	0.007	IBSP,MMP13,PLAU
RUNX1	runt-related transcription factor 1	4	0.00292	0.00742	CCL3,TIMP1,CSF1,PF4
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.00321	0.00754	COL1A2,COL11A1
FOXQ1	forkhead box Q1	2	0.00321	0.00754	WNT3A,RSPO2
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	2	0.00321	0.00754	IL5,MMP13
AHR	aryl hydrocarbon receptor	3	0.00412	0.00938	IL6,IL13,IL1B
HDAC1	histone deacetylase 1	5	0.00419	0.00938	IGFBP3,SPP1,SERPINB5,MMP28,COL1A2
NCOA3	nuclear receptor coactivator 3	2	0.00445	0.0095	MMP10,MMP7
TFAP4	transcription factor AP-4 (activating enhancer binding protein 4)	2	0.00445	0.0095	MUC4,IFNG
HDAC4	histone deacetylase 4	3	0.0053	0.0111	MMP13,IL5,IL10
RARA	retinoic acid receptor, alpha	3	0.00666	0.0136	FGFBP1,PLAU,MUC5AC
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2	0.00748	0.0138	IGFBP3,SFRP5
EGR2	early growth response 2	2	0.00748	0.0138	IL6,FASLG
FOSL1	FOS-like antigen 1	2	0.00748	0.0138	SFTPD,MMP1
GATA6	GATA binding protein 6	2	0.00748	0.0138	PLAU,VWF
TFCP2	transcription factor CP2	2	0.00748	0.0138	SPP1,FGA
POU2F2	POU class 2 homeobox 2	2	0.00925	0.0164	IL5,SPP1
PPARD	peroxisome proliferator-activated receptor delta	2	0.00925	0.0164	ANGPTL4,TIMP1
EGR1	early growth response 1	5	0.0103	0.0179	IFNG,TNF,PLAU,IL6,FASLG
CIITA	class II, major histocompatibility complex, transactivator	3	0.0109	0.0183	FASLG,COL1A1,COL1A2
SMAD3	SMAD family member 3	3	0.0109	0.0183	COL7A1,ANGPTL4,FST
IRF7	interferon regulatory factor 7	2	0.0133	0.0219	CCL5,CXCL10
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	3	0.0152	0.0246	S100P,IL6,PLAU
PPARG	peroxisome proliferator-activated receptor gamma	4	0.017	0.0272	CSF1,FASLG,ANGPTL4,MMP1
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.0176	0.0276	COL1A1,IL15,COL1A2
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.0189	0.0292	SPP1,MUC4,S100P
HOXA10	homeobox A10	2	0.0206	0.0293	IL15,IL11
IRF3	interferon regulatory factor 3	2	0.0206	0.0293	CXCL10,CCL5
JUNB	jun B proto-oncogene	2	0.0206	0.0293	IL1B,SFTPD
NR4A1	nuclear receptor subfamily 4, group A, member 1	2	0.0206	0.0293	FASLG,TNF
TBP	TATA box binding protein	2	0.0206	0.0293	IL6,PPBP
ATF3	activating transcription factor 3	2	0.0233	0.0326	CCL5,IFNG
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	3	0.0247	0.0341	IL6,IL10,IGFBP3
GLI2	GLI family zinc finger 2	2	0.0291	0.0391	FST,MUC5AC
RFX5	regulatory factor X, 5 (influences HLA class II expression)	2	0.0291	0.0391	IFNG,COL1A2
GATA4	GATA binding protein 4	2	0.0322	0.0426	FGF10,IL5
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.0358	0.0467	PLAU,MUC3A,EGLN3,EGLN1
PAX5	paired box 5	2	0.0388	0.0499	MMP1,TIMP1
CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	2	0.0422	0.0529	FST,MMP7
SOX2	SRY (sex determining region Y)-box 2	2	0.0422	0.0529	SEMA6A,MMP3
POU5F1	POU class 5 homeobox 1	2	0.0495	0.0612	SPP1,SEMA6A
CREM	cAMP responsive element modulator	2	0.0533	0.0634	FASLG,CCL4
PARP1	poly (ADP-ribose) polymerase 1	2	0.0533	0.0634	IFNG,IL10
TCF4	transcription factor 4	2	0.0533	0.0634	FST,VCAN
HDAC2	histone deacetylase 2	2	0.0612	0.071	MUC5AC,COL1A2
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0612	0.071	VWF,COL1A1
USF1	upstream transcription factor 1	3	0.0734	0.0834	AGT,PF4,IFNG
YBX1	Y box binding protein 1	2	0.0736	0.0834	MMP13,AGT
HSF1	heat shock transcription factor 1	2	0.078	0.0872	IL1B,TNF
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.096	0.106	TIMP1,MMP1
PPARA	peroxisome proliferator-activated receptor alpha	2	0.115	0.126	IL6,ANGPTL4
KLF4	Kruppel-like factor 4 (gut)	2	0.12	0.13	IL6,IL1B
BRCA1	breast cancer 1, early onset	2	0.209	0.221	FST,S100A2
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.209	0.221	PF4,IFNG
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.287	0.3	MUC4,COL1A1
ESR1	estrogen receptor 1	2	0.315	0.325	F12,MMP13
AR	androgen receptor	2	0.406	0.415	SERPINB5,IGFBP3
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.442	0.445	IL6,FASLG
TP53	tumor protein p53	3	0.445	0.445	MMP1,VCAN,IGFBP3
