Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
GLI1	GLI family zinc finger 1	2	0.0358	0.0503	MUC5AC,SFRP1
XBP1	X-box binding protein 1	2	0.0358	0.0503	IL6,CXCL8
SOX2	SRY (sex determining region Y)-box 2	2	0.0469	0.0649	SEMA6A,MMP3
NANOG	Nanog homeobox	2	0.0509	0.0693	NODAL,SEMA6A
FLI1	Friend leukemia virus integration 1	2	0.0549	0.0717	PF4,MMP1
HDAC4	histone deacetylase 4	2	0.0549	0.0717	MMP13,IL5
POU5F1	POU class 5 homeobox 1	2	0.0549	0.0717	SPP1,SEMA6A
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0591	0.0761	GDF15,SRPX
HDAC2	histone deacetylase 2	2	0.0678	0.0861	MUC5AC,CXCL8
CIITA	class II, major histocompatibility complex, transactivator	2	0.0862	0.108	COL1A1,MMP9
PPARG	peroxisome proliferator-activated receptor gamma	3	0.0871	0.108	GDF15,MMP9,MMP1
ATF2	activating transcription factor 2	2	0.091	0.111	TGFB2,PLAU
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2	0.116	0.14	ELANE,COL1A1
PPARA	peroxisome proliferator-activated receptor alpha	2	0.127	0.151	IL6,MMP9
RUNX1	runt-related transcription factor 1	2	0.132	0.155	ELANE,PF4
USF2	upstream transcription factor 2, c-fos interacting	2	0.171	0.198	PF4,TGFB2
YY1	YY1 transcription factor	3	0.175	0.2	VWF,MUC4,IL5
SIRT1	sirtuin 1	2	0.176	0.2	COL10A1,MMP9
IRF1	interferon regulatory factor 1	2	0.193	0.217	OGN,MMP9
BRCA1	breast cancer 1, early onset	2	0.228	0.247	S100A2,CXCL1
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.228	0.247	MUC1,PF4
WT1	Wilms tumor 1	2	0.228	0.247	HBEGF,EREG
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	2	0.258	0.275	IL5,ELANE
TP53	tumor protein p53	4	0.263	0.277	S100B,GDF15,MMP1,FGF2
USF1	upstream transcription factor 1	2	0.275	0.288	TGFB2,PF4
ESR1	estrogen receptor 1	2	0.34	0.351	CRHBP,MMP13
AR	androgen receptor	2	0.435	0.444	WNT7B,MUC1
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.472	0.477	SFRP1,IL6
E2F1	E2F transcription factor 1	2	0.63	0.63	MUC4,TNFSF11
