Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
SMAD3	SMAD family member 3	3	0.00969	0.0236	LTBP4,TNC,ANGPTL4
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	4	0.0107	0.025	MMP1,IL5,S100A9,SFTPD
IRF7	interferon regulatory factor 7	2	0.0122	0.0277	IFNA1,CXCL10
SNAI2	snail homolog 2 (Drosophila)	2	0.0166	0.0355	MMP17,CXCL12
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.0169	0.0355	SPP1,MUC4,S100P
IRF3	interferon regulatory factor 3	2	0.0189	0.0373	CXCL10,IFNA1
SATB1	SATB homeobox 1	2	0.0189	0.0373	IL2,IL5
GLI1	GLI family zinc finger 1	2	0.0297	0.0549	S100A7,S100A9
RUNX2	runt-related transcription factor 2	2	0.0297	0.0549	MMP13,IHH
ELK1	ELK1, member of ETS oncogene family	2	0.0327	0.0587	WISP2,MUC4
ETV4	ets variant 4	2	0.039	0.0662	MUC4,MMP1
NR5A1	nuclear receptor subfamily 5, group A, member 1	2	0.039	0.0662	NOV,INSL3
YY1	YY1 transcription factor	4	0.0417	0.0687	VWF,MUC4,IL5,POSTN
E2F1	E2F transcription factor 1	5	0.0436	0.0698	MUC4,CTSV,TNFSF11,NELL2,CCL3
HDAC4	histone deacetylase 4	2	0.0458	0.0698	MMP13,IL5
POU5F1	POU class 5 homeobox 1	2	0.0458	0.0698	SPP1,BMP4
BRCA1	breast cancer 1, early onset	3	0.0482	0.0699	AREG,S100A2,IFNA1
FOS	FBJ murine osteosarcoma viral oncogene homolog	3	0.0482	0.0699	NGF,MMP1,NTF3
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0493	0.07	POSTN,SRPX
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0566	0.0785	VWF,COL1A1
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	3	0.0591	0.0802	IL5,CTSG,CTSK
DNMT1	DNA (cytosine-5-)-methyltransferase 1	2	0.0723	0.0959	TIMP3,BMP2
HDAC1	histone deacetylase 1	3	0.0816	0.104	IL2,SPP1,MMP28
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.0816	0.104	MUC4,COL1A1,IGFBP5
JUND	jun D proto-oncogene	2	0.0849	0.106	IL5,SFTPD
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	2	0.0892	0.107	S100P,F7
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0892	0.107	SRPX,MMP1
ESR1	estrogen receptor 1	3	0.0954	0.112	F12,MMP13,CXCL12
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2	0.098	0.113	COL1A1,CTSG
GATA3	GATA binding protein 3	2	0.103	0.116	IL5,MMP1
RUNX1	runt-related transcription factor 1	2	0.112	0.124	CCL3,IL2
EP300	E1A binding protein p300	2	0.191	0.208	IL5,LAMA3
WT1	Wilms tumor 1	2	0.196	0.21	NOV,CX3CL1
SP3	Sp3 transcription factor	3	0.22	0.231	TGM4,COL1A1,MUC4
PPARG	peroxisome proliferator-activated receptor gamma	2	0.244	0.252	ANGPTL4,MMP1
CREB1	cAMP responsive element binding protein 1	2	0.37	0.376	IL2,MUC4
TP53	tumor protein p53	3	0.417	0.417	MMP1,VCAN,FGF2
