Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
TWIST1	twist basic helix-loop-helix transcription factor 1	3	0.0207	0.0305	MMP2,SRPX,MMP1
SNAI2	snail homolog 2 (Drosophila)	2	0.0224	0.0326	MMP17,MMP9
HOXA10	homeobox A10	2	0.0256	0.0355	IGFBP1,IL11
ING4	inhibitor of growth family, member 4	2	0.0256	0.0355	ANGPT1,SPP1
SATB1	SATB homeobox 1	2	0.0256	0.0355	SPARC,IL2
PPARA	peroxisome proliferator-activated receptor alpha	3	0.0275	0.0376	IL6,MMP9,IGFBP1
EZH2	enhancer of zeste homolog 2 (Drosophila)	3	0.0294	0.039	MMP2,ADAMTS1,IGFBP1
KLF4	Kruppel-like factor 4 (gut)	3	0.0294	0.039	IL6,MMP2,LAMA3
FOXM1	forkhead box M1	2	0.0324	0.0424	FGB,SFTPB
HDAC9	histone deacetylase 9	2	0.0361	0.0466	MMP13,IGFBP1
ESR1	estrogen receptor 1	4	0.039	0.0497	F12,AMH,MMP13,TGFA
GATA4	GATA binding protein 4	2	0.0399	0.0501	AMH,FGF10
ELK1	ELK1, member of ETS oncogene family	2	0.0438	0.0543	WISP2,MUC4
NR5A1	nuclear receptor subfamily 5, group A, member 1	2	0.0521	0.0621	AMH,INSL3
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.0521	0.0621	IL6,IL2
SOX2	SRY (sex determining region Y)-box 2	2	0.0521	0.0621	SEMA6A,MMP3
SOX9	SRY (sex determining region Y)-box 9	2	0.0565	0.0665	SHH,AMH
FOXO1	forkhead box O1	2	0.0609	0.0708	IL6,IGFBP1
SMAD4	SMAD family member 4	2	0.0702	0.0803	COL7A1,TNC
WT1	Wilms tumor 1	3	0.0708	0.0803	HBEGF,AMH,EREG
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	3	0.0799	0.0895	MMP1,IL6,SFTPD
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	3	0.0862	0.0955	ELANE,CTSG,CTSK
YBX1	Y box binding protein 1	2	0.09	0.0985	MMP2,MMP13
RB1	retinoblastoma 1	2	0.0952	0.103	SFTPD,TGFBI
ATF2	activating transcription factor 2	2	0.1	0.107	MMP2,PLAU
GATA3	GATA binding protein 3	2	0.134	0.14	LOX,MMP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.134	0.14	SPP1,MUC4
TP53	tumor protein p53	5	0.143	0.148	MMP1,VCAN,FGF2,MMP2,IGFBP3
E2F1	E2F transcription factor 1	4	0.189	0.193	MUC4,CTSV,SERPINB5,IL23A
AR	androgen receptor	3	0.206	0.208	SERPINB5,IGFBP3,TGFA
PPARG	peroxisome proliferator-activated receptor gamma	2	0.305	0.305	MMP9,MMP1
