Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
PPARA	peroxisome proliferator-activated receptor alpha	4	0.0016	0.00515	SERPINE1,IL6,ANGPTL4,MMP9
HDAC1	histone deacetylase 1	5	0.00229	0.00705	MMP9,IGFBP3,SPP1,SFRP1,COL1A2
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.00243	0.00705	COL1A2,COL11A1
FOXQ1	forkhead box Q1	2	0.00243	0.00705	WNT3A,RSPO2
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	3	0.00277	0.00777	IL6,IL12B,CCL5
NCOA3	nuclear receptor coactivator 3	2	0.00338	0.00905	MMP10,MMP7
SIRT1	sirtuin 1	4	0.00345	0.00905	ACAN,COL10A1,COL1A2,MMP9
SP3	Sp3 transcription factor	6	0.00358	0.00911	IGFBP3,TIMP1,TGM4,COL1A1,PLAT,COL2A1
SRF	serum response factor (c-fos serum response element-binding transcription factor)	3	0.00403	0.00972	MMP9,SERPINE1,PLAU
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	4	0.00429	0.00972	SPP1,LEP,ELANE,IL6
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00447	0.00972	MMP9,MMP1
ZFP36	ZFP36 ring finger protein	2	0.00447	0.00972	SERPINB2,IL6
RARA	retinoic acid receptor, alpha	3	0.00451	0.00972	ANXA8,PLAU,MUC5AC
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	5	0.00452	0.00972	SERPINE1,PLAU,MUC3A,EGLN3,LEP
STAT1	signal transducer and activator of transcription 1, 91kDa	5	0.00475	0.00998	MMP9,IFNG,IL6,TIMP1,MMP13
GATA6	GATA binding protein 6	2	0.00569	0.0117	PLAU,VWF
LEF1	lymphoid enhancer-binding factor 1	3	0.00616	0.0123	MMP7,CCL7,ELANE
RUNX3	runt-related transcription factor 3	3	0.00678	0.0129	TIMP1,MMP9,CLEC4G
EPAS1	endothelial PAS domain protein 1	2	0.00705	0.0129	SERPINE1,COL10A1
NFIL3	nuclear factor, interleukin 3 regulated	2	0.00705	0.0129	VWF,IFNG
PPARD	peroxisome proliferator-activated receptor delta	2	0.00705	0.0129	ANGPTL4,TIMP1
CIITA	class II, major histocompatibility complex, transactivator	3	0.00743	0.0133	COL1A1,MMP9,COL1A2
ATF2	activating transcription factor 2	3	0.00812	0.0142	IFNG,PLAT,PLAU
USF1	upstream transcription factor 1	4	0.0101	0.0172	AGT,SERPINE1,PF4,IFNG
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	3	0.0104	0.0172	S100P,IL6,PLAU
TWIST1	twist basic helix-loop-helix transcription factor 1	3	0.0104	0.0172	TIMP1,GDF15,MMP1
SNAI2	snail homolog 2 (Drosophila)	2	0.0138	0.0223	MMP17,MMP9
RUNX1	runt-related transcription factor 1	3	0.015	0.0238	TIMP1,ELANE,PF4
FOSL2	FOS-like antigen 2	2	0.0158	0.0241	IBSP,TIMP1
TBP	TATA box binding protein	2	0.0158	0.0241	IL6,PPBP
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	3	0.0171	0.0257	IL6,IL12B,IGFBP3
FOXA2	forkhead box A2	2	0.0224	0.0324	TPO,MMP7
RFX5	regulatory factor X, 5 (influences HLA class II expression)	2	0.0224	0.0324	IFNG,COL1A2
GLI1	GLI family zinc finger 1	2	0.0248	0.0353	MUC5AC,SFRP1
PAX5	paired box 5	2	0.03	0.042	MMP1,TIMP1
YY1	YY1 transcription factor	4	0.0308	0.0424	COL1A2,VWF,IFNG,POSTN
ETV4	ets variant 4	2	0.0327	0.0436	MMP7,MMP1
SOX2	SRY (sex determining region Y)-box 2	2	0.0327	0.0436	SEMA6A,MMP3
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0379	0.0496	PF4,IFNG,LTBP4
POU5F1	POU class 5 homeobox 1	2	0.0384	0.0496	SPP1,SEMA6A
PARP1	poly (ADP-ribose) polymerase 1	2	0.0414	0.0511	IFNG,SERPINE1
TCF4	transcription factor 4	2	0.0414	0.0511	VCAN,CLEC4C
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0414	0.0511	POSTN,GDF15
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	3	0.0431	0.0524	GDF15,MMP1,IL6
SMAD4	SMAD family member 4	2	0.0445	0.0534	TNC,SERPINE1
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	2	0.0476	0.0548	SPP1,VWF
HDAC2	histone deacetylase 2	2	0.0476	0.0548	MUC5AC,COL1A2
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0476	0.0548	VWF,COL1A1
YBX1	Y box binding protein 1	2	0.0576	0.0654	MMP13,AGT
DNMT1	DNA (cytosine-5-)-methyltransferase 1	2	0.061	0.0684	SFRP5,SFRP1
TP53	tumor protein p53	5	0.0629	0.0696	THBS1,GDF15,MMP1,VCAN,IGFBP3
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.065	0.0709	MMP9,ECM1,COL1A1
ESR1	estrogen receptor 1	3	0.0763	0.0822	F12,MMP13,SERPINE1
GATA3	GATA binding protein 3	2	0.087	0.0914	IFNG,MMP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.087	0.0914	SPP1,S100P
KLF4	Kruppel-like factor 4 (gut)	2	0.095	0.0985	IL6,GDF15
E2F1	E2F transcription factor 1	4	0.0972	0.0996	THBS1,SERPINE1,TNFSF11,NELL2
USF2	upstream transcription factor 2, c-fos interacting	2	0.124	0.126	THBS1,PF4
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.374	0.374	SFRP1,IL6
