Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
STAT1	signal transducer and activator of transcription 1, 91kDa	8	3.06e-05	0.000237	FGF2,IFNB1,MMP9,MUC4,IL6,CCL2,IL1B,MMP13
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	7	3.2e-05	0.000237	IL1B,IL5,IL12B,CCL2,ELANE,CTSG,PRG2
RARA	retinoic acid receptor, alpha	5	3.24e-05	0.000237	FGFBP1,ANXA8,PLAU,MUC5AC,SFTPB
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	5	3.93e-05	0.000267	ADAMTS1,SPP1,WNT11,FGF2,VWF
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	6	9.4e-05	0.000596	SPP1,IL5,SFTPD,ELANE,IL6,CCL2
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	6	0.000234	0.00135	IL1B,MMP1,IL6,IL5,IL13,SFTPD
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	3	0.000241	0.00135	IGFBP3,SFRP1,SFRP5
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	4	0.000262	0.00138	IL6,CCL2,IL12B,IL1B
POU5F1	POU class 5 homeobox 1	4	0.000372	0.00186	SPP1,LEFTY1,SEMA6A,TDGF1
HDAC1	histone deacetylase 1	6	0.000587	0.00279	MMP9,IGFBP3,SPP1,RELN,SERPINB5,SFRP1
IRF1	interferon regulatory factor 1	5	0.00086	0.00389	IFNB1,IL12B,SLPI,OGN,MMP9
DNMT1	DNA (cytosine-5-)-methyltransferase 1	4	0.00102	0.0044	RELN,SFRP5,BMP2,SFRP1
EP300	E1A binding protein p300	5	0.00132	0.00545	IL5,IL12B,IGFBP3,MMP9,IL6
JUND	jun D proto-oncogene	4	0.00145	0.00574	IL6,FGFBP1,IL5,SFTPD
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	4	0.00162	0.00615	S100P,IL6,PLAU,CCL2
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	4	0.0018	0.00658	CCL11,EGLN3,COL1A1,IL13
CREB1	cAMP responsive element binding protein 1	6	0.00203	0.00713	BDNF,MUC5AC,IBSP,MUC4,IL6,PLAU
POU2F1	POU class 2 homeobox 1	4	0.0022	0.00748	IL5,VWF,PLAU,SPP1
FOXQ1	forkhead box Q1	2	0.00305	0.00936	WNT3A,RSPO2
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	2	0.00305	0.00936	IL5,MMP13
NKX2-1	NK2 homeobox 1	2	0.00305	0.00936	SFTPA1,SFTPB
AHR	aryl hydrocarbon receptor	3	0.00384	0.0111	IL6,IL13,IL1B
ETV4	ets variant 4	3	0.00384	0.0111	MUC4,MMP7,MMP1
CEBPE	CCAAT/enhancer binding protein (C/EBP), epsilon	2	0.00423	0.0115	PRG2,CTSG
NCOA3	nuclear receptor coactivator 3	2	0.00423	0.0115	MMP10,MMP7
FLI1	Friend leukemia virus integration 1	3	0.00494	0.013	PF4,MMP1,IGFBP3
HDAC5	histone deacetylase 5	2	0.00559	0.0136	SLIT2,FGF2
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00559	0.0136	MMP9,MMP1
ZFP36	ZFP36 ring finger protein	2	0.00559	0.0136	SERPINB2,IL6
SP3	Sp3 transcription factor	6	0.00624	0.0148	FBLN1,HBEGF,IGFBP3,COL1A1,COL2A1,MUC4
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	3	0.00691	0.0154	CCL2,VWF,COL1A1
FOSL1	FOS-like antigen 1	2	0.00712	0.0154	SFTPD,MMP1
GATA6	GATA binding protein 6	2	0.00712	0.0154	PLAU,VWF
ZNF148	zinc finger protein 148	2	0.00712	0.0154	CXCL5,MMP3
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	5	0.0073	0.0154	FGF2,HBEGF,PLAU,MUC3A,EGLN3
NFIL3	nuclear factor, interleukin 3 regulated	2	0.00882	0.0171	VWF,IL1B
POU2F2	POU class 2 homeobox 2	2	0.00882	0.0171	IL5,SPP1
SNAI1	snail homolog 1 (Drosophila)	2	0.00882	0.0171	THBS1,HBEGF
SPDEF	SAM pointed domain containing ets transcription factor	2	0.00882	0.0171	SERPINB5,MMP9
SMAD3	SMAD family member 3	3	0.0102	0.0193	COL7A1,MMP9,FST
YY1	YY1 transcription factor	5	0.0106	0.0195	IL1B,VWF,MUC4,IFNB1,IL5
MECP2	methyl CpG binding protein 2 (Rett syndrome)	2	0.0107	0.0195	IGFBP3,RELN
E2F1	E2F transcription factor 1	6	0.0138	0.0247	IL1B,MUC4,THBS1,CTSV,SERPINB5,TNFSF11
KLF5	Kruppel-like factor 5 (intestinal)	2	0.0148	0.0261	MMP9,FGFBP1
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.0165	0.0285	ELANE,COL1A1,CTSG
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.0177	0.0301	SPP1,MUC4,S100P
FOSL2	FOS-like antigen 2	2	0.0196	0.031	IBSP,IL5
ING4	inhibitor of growth family, member 4	2	0.0196	0.031	ANGPT1,SPP1
IRF3	interferon regulatory factor 3	2	0.0196	0.031	CCL2,IFNB1
JUNB	jun B proto-oncogene	2	0.0196	0.031	IL1B,SFTPD
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	3	0.0231	0.036	IL6,IL12B,IGFBP3
FOXM1	forkhead box M1	2	0.0249	0.0382	FGB,SFTPB
GLI2	GLI family zinc finger 2	2	0.0278	0.0419	FST,MUC5AC
GATA4	GATA binding protein 4	2	0.0307	0.0442	FGF10,IL5
GLI1	GLI family zinc finger 1	2	0.0307	0.0442	MUC5AC,SFRP1
XBP1	X-box binding protein 1	2	0.0307	0.0442	CCL2,IL6
SIRT1	sirtuin 1	3	0.0327	0.0464	IL1B,COL10A1,MMP9
ELK1	ELK1, member of ETS oncogene family	2	0.0338	0.0473	WISP2,MUC4
CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	2	0.0404	0.0548	FST,MMP7
SOX2	SRY (sex determining region Y)-box 2	2	0.0404	0.0548	SEMA6A,MMP3
HDAC4	histone deacetylase 4	2	0.0473	0.0633	MMP13,IL5
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.051	0.0672	MMP9,PLAU
NR1I2	nuclear receptor subfamily 1, group I, member 2	2	0.0547	0.0712	CCL2,THBS1
HDAC2	histone deacetylase 2	2	0.0585	0.0751	MUC5AC,CCL2
LEF1	lymphoid enhancer-binding factor 1	2	0.0664	0.0841	MMP7,ELANE
CIITA	class II, major histocompatibility complex, transactivator	2	0.0747	0.0933	COL1A1,MMP9
ATF2	activating transcription factor 2	2	0.0789	0.0961	IFNB1,PLAU
CDX2	caudal type homeobox 2	2	0.0789	0.0961	MEP1A,IGFBP3
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.0851	0.102	MUC4,MMP9,COL1A1
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.092	0.108	SRPX,MMP1
TP53	tumor protein p53	5	0.0922	0.108	S100B,THBS1,MMP1,FGF2,IGFBP3
GATA3	GATA binding protein 3	2	0.106	0.123	IL5,MMP1
PPARA	peroxisome proliferator-activated receptor alpha	2	0.11	0.126	IL6,MMP9
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.115	0.127	ADAMTS1,SFRP1
KLF4	Kruppel-like factor 4 (gut)	2	0.115	0.127	IL6,IL1B
RUNX1	runt-related transcription factor 1	2	0.115	0.127	ELANE,PF4
EGR1	early growth response 1	3	0.137	0.15	FGF2,PLAU,IL6
USF2	upstream transcription factor 2, c-fos interacting	2	0.15	0.162	THBS1,PF4
BRCA1	breast cancer 1, early onset	2	0.202	0.211	FST,S100A2
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.202	0.211	PRG2,PF4
WT1	Wilms tumor 1	2	0.202	0.211	THBS1,HBEGF
PPARG	peroxisome proliferator-activated receptor gamma	2	0.25	0.258	MMP9,MMP1
ESR1	estrogen receptor 1	2	0.304	0.311	F12,MMP13
AR	androgen receptor	2	0.394	0.398	SERPINB5,IGFBP3
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.429	0.429	SFRP1,IL6
