Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RUNX2	runt-related transcription factor 2	3	0.000813	0.00345	IBSP,VEGFC,IHH
HDAC11	histone deacetylase 11	2	0.000948	0.00379	IL10,TNF
ETV4	ets variant 4	3	0.00126	0.00452	MUC4,MMP1,TNF
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	3	0.00126	0.00452	IL6,CCL5,IL10
FLI1	Friend leukemia virus integration 1	3	0.00164	0.0053	PF4,MMP1,IL10
POU5F1	POU class 5 homeobox 1	3	0.00164	0.0053	SPP1,SEMA6A,TDGF1
EGR1	early growth response 1	5	0.00178	0.00551	IFNG,GDF15,TNF,IL6,FASLG
TFAP4	transcription factor AP-4 (activating enhancer binding protein 4)	2	0.00196	0.00581	MUC4,IFNG
EGR2	early growth response 2	2	0.00332	0.00871	IL6,FASLG
TFCP2	transcription factor CP2	2	0.00332	0.00871	SPP1,A2M
CIITA	class II, major histocompatibility complex, transactivator	3	0.00346	0.00871	FASLG,COL1A1,IL4
DNMT1	DNA (cytosine-5-)-methyltransferase 1	3	0.00346	0.00871	TIMP3,RELN,SFRP5
ATF2	activating transcription factor 2	3	0.00379	0.00888	IFNG,FASLG,TNF
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	3	0.00379	0.00888	MMP1,VWF,MMP3
PPARG	peroxisome proliferator-activated receptor gamma	4	0.00409	0.00906	FASLG,GDF15,ADIPOQ,MMP1
NFIL3	nuclear factor, interleukin 3 regulated	2	0.00413	0.00906	VWF,IFNG
MSC	musculin	2	0.00501	0.0103	IFNG,IL10
PITX2	paired-like homeodomain 2	2	0.00501	0.0103	WNT2,FGF16
IRF7	interferon regulatory factor 7	2	0.00598	0.0117	CCL5,CXCL10
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.00617	0.0117	SPP1,MUC4,S100P
POU2F1	POU class 2 homeobox 1	3	0.00617	0.0117	VWF,IL4,SPP1
KLF4	Kruppel-like factor 4 (gut)	3	0.00712	0.0131	IL6,LAMA3,GDF15
ING4	inhibitor of growth family, member 4	2	0.00933	0.0159	ANGPT1,SPP1
IRF3	interferon regulatory factor 3	2	0.00933	0.0159	CXCL10,CCL5
NR4A1	nuclear receptor subfamily 4, group A, member 1	2	0.00933	0.0159	FASLG,TNF
SIRT1	sirtuin 1	3	0.0118	0.0193	ACAN,TNF,ADAMTS5
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	2	0.0119	0.0193	TNF,CXCL1
YY1	YY1 transcription factor	4	0.0126	0.0199	VWF,MUC4,IFNG,IL4
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	3	0.0139	0.0214	SPP1,IL10,IL6
EP300	E1A binding protein p300	3	0.0178	0.0269	IFNG,LAMA3,IL6
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0187	0.0276	MUC1,PF4,IFNG
SOX2	SRY (sex determining region Y)-box 2	2	0.0196	0.0284	SEMA6A,MMP3
CREM	cAMP responsive element modulator	2	0.025	0.0354	FASLG,CCL4
SP3	Sp3 transcription factor	4	0.0256	0.0356	TGM4,COL1A1,COL2A1,MUC4
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	2	0.0289	0.0385	SPP1,VWF
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0289	0.0385	VWF,COL1A1
HDAC1	histone deacetylase 1	3	0.033	0.0432	SPP1,RELN,SERPINB5
JUND	jun D proto-oncogene	2	0.0441	0.0566	IL6,CCL5
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	2	0.0465	0.0575	S100P,IL6
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0465	0.0575	GDF15,MMP1
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	2	0.0489	0.0594	IL4,COL1A1
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.0644	0.0768	IL6,IL10
BRCA1	breast cancer 1, early onset	2	0.109	0.125	S100A2,CXCL1
FOS	FBJ murine osteosarcoma viral oncogene homolog	2	0.109	0.125	MMP3,MMP1
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	2	0.125	0.141	CCL5,TNF
USF1	upstream transcription factor 1	2	0.135	0.15	PF4,IFNG
E2F1	E2F transcription factor 1	3	0.146	0.16	TNF,MUC4,SERPINB5
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.155	0.167	MUC4,COL1A1
ESR1	estrogen receptor 1	2	0.172	0.183	F12,CRHBP
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	2	0.197	0.206	MUC3A,MUC1
AR	androgen receptor	2	0.233	0.24	SERPINB5,MUC1
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.259	0.263	IL6,FASLG
TP53	tumor protein p53	2	0.482	0.482	GDF15,MMP1
