Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	6	0.000229	0.0019	SPP1,S100A9,SFTPD,IL6,FN1,SERPINC1
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	4	0.00027	0.00204	MMP3,IFNB1,MMP1,CXCL8
TWIST1	twist basic helix-loop-helix transcription factor 1	5	0.000307	0.00215	TIMP1,GDF15,SRPX,MMP1,FN1
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	5	0.000352	0.00229	CXCL8,COL1A2,CCL17,CCL26,EGLN3
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	6	0.000561	0.0034	GDF15,CXCL8,MMP1,IL6,S100A9,SFTPD
STAT1	signal transducer and activator of transcription 1, 91kDa	7	0.000601	0.00342	FGF2,IFNB1,MUC4,IL6,TIMP1,MMP13,CCL3
EGR1	early growth response 1	7	0.000795	0.00425	GDF15,FN1,FGF2,PLAU,CXCL8,IL6,GDNF
HDAC2	histone deacetylase 2	4	0.0011	0.00554	MUC5AC,CXCL8,COL1A2,BMP7
HDAC1	histone deacetylase 1	6	0.00137	0.00656	SPP1,RELN,CXCL8,SFRP1,MMP28,COL1A2
ING4	inhibitor of growth family, member 4	3	0.00196	0.00891	CXCL8,ANGPT1,SPP1
ATF2	activating transcription factor 2	4	0.0021	0.00909	FN1,TGFB2,IFNB1,PLAU
EP300	E1A binding protein p300	5	0.0027	0.0107	S100A4,LAMA3,CXCL8,IL6,COL1A2
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.00284	0.0107	MMP1,CXCL8
ZNF300	zinc finger protein 300	2	0.00284	0.0107	CXCL8,IL6
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	4	0.00293	0.0107	CXCL8,IL6,PLAU,IGFBP1
GLI2	GLI family zinc finger 2	3	0.00338	0.0118	FST,MUC5AC,WNT2B
GLI1	GLI family zinc finger 1	3	0.00396	0.012	MUC5AC,SFRP1,S100A9
RUNX2	runt-related transcription factor 2	3	0.00396	0.012	IBSP,MMP13,PLAU
POU2F1	POU class 2 homeobox 1	4	0.00397	0.012	VWF,PLAU,LGALS4,SPP1
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.00421	0.012	COL1A2,COL11A1
FOXP2	forkhead box P2	2	0.00421	0.012	SRPX,SRPX2
FOXQ1	forkhead box Q1	2	0.00421	0.012	WNT3A,RSPO2
KLF4	Kruppel-like factor 4 (gut)	4	0.00479	0.0132	LAMA1,IL6,LAMA3,GDF15
CEBPE	CCAAT/enhancer binding protein (C/EBP), epsilon	2	0.00583	0.0156	PRG2,CTSG
NANOG	Nanog homeobox	3	0.00688	0.0179	LAMB1,NODAL,SEMA6A
HDAC5	histone deacetylase 5	2	0.00769	0.0181	SLIT2,FGF2
ZFP36	ZFP36 ring finger protein	2	0.00769	0.0181	IL6,CXCL8
FLI1	Friend leukemia virus integration 1	3	0.00777	0.0181	PF4,MMP1,COL1A2
POU5F1	POU class 5 homeobox 1	3	0.00777	0.0181	SPP1,LEFTY1,SEMA6A
TWIST2	twist basic helix-loop-helix transcription factor 2	3	0.00872	0.0193	FN1,GDF15,SRPX
RARA	retinoic acid receptor, alpha	3	0.00973	0.0193	ANXA8,PLAU,MUC5AC
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2	0.00977	0.0193	SFRP1,SFRP5
FOSL1	FOS-like antigen 1	2	0.00977	0.0193	SFTPD,MMP1
GATA6	GATA binding protein 6	2	0.00977	0.0193	PLAU,VWF
TFCP2	transcription factor CP2	2	0.00977	0.0193	SPP1,A2M
ZNF148	zinc finger protein 148	2	0.00977	0.0193	CXCL5,MMP3
IRF1	interferon regulatory factor 1	4	0.0113	0.0219	IFNB1,SLPI,OGN,IL12A
PPARD	peroxisome proliferator-activated receptor delta	2	0.0121	0.0229	ANGPTL4,TIMP1
SP3	Sp3 transcription factor	6	0.0133	0.0248	FBLN1,LAMA1,TIMP1,TGM4,IGFBP1,MUC4
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	5	0.0141	0.0257	CXCL12,FGF2,PLAU,MUC3A,EGLN3
FOS	FBJ murine osteosarcoma viral oncogene homolog	4	0.0165	0.0295	MMP3,MMP1,CXCL8,PLAU
CREB1	cAMP responsive element binding protein 1	5	0.0194	0.034	MUC5AC,IBSP,MUC4,IL6,PLAU
JUND	jun D proto-oncogene	3	0.0203	0.0348	IL6,TIMP1,SFTPD
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.0253	0.0412	COL1A2,CTSG,CLEC4G
FOSL2	FOS-like antigen 2	2	0.0266	0.0412	IBSP,TIMP1
PTTG1	pituitary tumor-transforming 1	2	0.0266	0.0412	S100A4,FGF2
RFX1	regulatory factor X, 1 (influences HLA class II expression)	2	0.0266	0.0412	FGF1,COL1A2
TBP	TATA box binding protein	2	0.0266	0.0412	IL6,PPBP
PPARG	peroxisome proliferator-activated receptor gamma	4	0.0267	0.0412	GDF15,ANGPTL4,MMP1,FGF1
PPARA	peroxisome proliferator-activated receptor alpha	3	0.0291	0.0441	IL6,ANGPTL4,IGFBP1
EZH2	enhancer of zeste homolog 2 (Drosophila)	3	0.031	0.0456	ADAMTS1,IGFBP1,SFRP1
RUNX1	runt-related transcription factor 1	3	0.031	0.0456	CCL3,TIMP1,PF4
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	2	0.0337	0.0487	IL23A,CCL20
DDIT3	DNA-damage-inducible transcript 3	2	0.0375	0.0525	IL6,CXCL8
HDAC9	histone deacetylase 9	2	0.0375	0.0525	MMP13,IGFBP1
XBP1	X-box binding protein 1	2	0.0415	0.0567	IL6,CXCL8
ESR1	estrogen receptor 1	4	0.0418	0.0567	F12,MMP13,CXCL12,TGFA
ELK1	ELK1, member of ETS oncogene family	2	0.0456	0.061	WISP2,MUC4
PAX5	paired box 5	2	0.0498	0.0657	MMP1,TIMP1
ETV4	ets variant 4	2	0.0542	0.0694	MUC4,MMP1
SOX2	SRY (sex determining region Y)-box 2	2	0.0542	0.0694	SEMA6A,MMP3
FOXO1	forkhead box O1	2	0.0633	0.08	IL6,IGFBP1
PARP1	poly (ADP-ribose) polymerase 1	2	0.0681	0.0837	FBN1,FN1
TCF4	transcription factor 4	2	0.0681	0.0837	FST,CLEC4C
YY1	YY1 transcription factor	4	0.0716	0.0868	COL1A2,VWF,MUC4,IFNB1
SMAD4	SMAD family member 4	2	0.0729	0.0873	FSTL3,TNC
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0745	0.0881	PRG2,PF4,LTBP4
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	3	0.0906	0.106	CTSG,PRG2,CLEC4G
RUNX3	runt-related transcription factor 3	2	0.0934	0.108	TIMP1,CLEC4G
CIITA	class II, major histocompatibility complex, transactivator	2	0.0987	0.112	S100A4,COL1A2
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.138	0.155	SPP1,MUC4
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.162	0.18	IL6,CXCL8
USF2	upstream transcription factor 2, c-fos interacting	2	0.193	0.212	PF4,TGFB2
E2F1	E2F transcription factor 1	4	0.199	0.213	MUC4,IL23A,PCSK6,CCL3
SIRT1	sirtuin 1	2	0.199	0.213	COL1A2,ADAMTS5
AR	androgen receptor	3	0.215	0.227	FN1,WNT7B,TGFA
BRCA1	breast cancer 1, early onset	2	0.256	0.268	FST,S100A2
USF1	upstream transcription factor 1	2	0.307	0.318	TGFB2,PF4
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.345	0.353	MUC4,ECM1
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.515	0.52	SFRP1,IL6
TP53	tumor protein p53	3	0.537	0.537	GDF15,MMP1,FGF2
