Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
STAT1	signal transducer and activator of transcription 1, 91kDa	6	0.00252	0.00813	FGF2,MMP9,MUC1,TIMP1,MMP13,IL10
ELF4	E74-like factor 4 (ets domain transcription factor)	2	0.00257	0.00813	MMP9,CXCL8
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.00257	0.00813	MMP1,CXCL8
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	4	0.00272	0.00832	CXCL8,COL1A2,EGLN3,COL1A1
GATA3	GATA binding protein 3	4	0.00332	0.00984	MUC1,IL5,IL10,MMP1
RUNX2	runt-related transcription factor 2	3	0.00344	0.00984	MMP13,IHH,PLAU
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.00381	0.00984	COL1A2,COL11A1
FOXQ1	forkhead box Q1	2	0.00381	0.00984	WNT3A,RSPO2
IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	2	0.00381	0.00984	CXCL8,MMP9
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	2	0.00381	0.00984	IL5,MMP13
PPARG	peroxisome proliferator-activated receptor gamma	5	0.00444	0.0112	GDF15,ADIPOQ,ANGPTL4,MMP9,MMP1
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	4	0.00478	0.0117	IL10,IGFBP3,CXCL8,CST5
ETV4	ets variant 4	3	0.00527	0.0123	MMP14,MMP7,MMP1
CEBPE	CCAAT/enhancer binding protein (C/EBP), epsilon	2	0.00528	0.0123	PRG2,CTSG
HDAC4	histone deacetylase 4	3	0.00676	0.0148	MMP13,IL5,IL10
HDAC5	histone deacetylase 5	2	0.00697	0.0148	SLIT2,FGF2
KLF8	Kruppel-like factor 8	2	0.00697	0.0148	MMP14,MMP9
ZFP36	ZFP36 ring finger protein	2	0.00697	0.0148	SERPINB2,CXCL8
TWIST2	twist basic helix-loop-helix transcription factor 2	3	0.00759	0.0157	POSTN,GDF15,SRPX
SIRT1	sirtuin 1	4	0.0077	0.0157	ACAN,COL10A1,COL1A2,MMP9
GATA6	GATA binding protein 6	2	0.00886	0.0177	PLAU,VWF
HDAC2	histone deacetylase 2	3	0.00942	0.0185	MUC5AC,CXCL8,COL1A2
EPAS1	endothelial PAS domain protein 1	2	0.011	0.0192	COL10A1,MMP14
HOXB7	homeobox B7	2	0.011	0.0192	THBS2,FGF2
NFIL3	nuclear factor, interleukin 3 regulated	2	0.011	0.0192	VWF,EREG
POU2F2	POU class 2 homeobox 2	2	0.011	0.0192	IL5,SPP1
PPARD	peroxisome proliferator-activated receptor delta	2	0.011	0.0192	ANGPTL4,TIMP1
SPDEF	SAM pointed domain containing ets transcription factor	2	0.011	0.0192	SERPINB5,MMP9
MECP2	methyl CpG binding protein 2 (Rett syndrome)	2	0.0133	0.0228	IGFBP3,RELN
CIITA	class II, major histocompatibility complex, transactivator	3	0.0138	0.0228	COL1A1,MMP9,COL1A2
DNMT1	DNA (cytosine-5-)-methyltransferase 1	3	0.0138	0.0228	RELN,SFRP5,SFRP1
GATA1	GATA binding protein 1 (globin transcription factor 1)	4	0.014	0.0228	MUC1,PRG2,PF4,LTBP4
ATF2	activating transcription factor 2	3	0.0151	0.0242	PLAT,TGFB2,PLAU
CREB1	cAMP responsive element binding protein 1	5	0.016	0.0252	BDNF,PLAT,MUC5AC,PLAU,IL10
JUND	jun D proto-oncogene	3	0.0177	0.0276	PLAT,IL5,TIMP1
ZEB1	zinc finger E-box binding homeobox 1	2	0.0184	0.0282	MUC1,COL4A3
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	3	0.0192	0.0289	CXCL8,PLAU,IGFBP1
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.0222	0.033	COL1A1,COL1A2,CTSG
FOSL2	FOS-like antigen 2	2	0.0242	0.0349	IL5,TIMP1
HOXA10	homeobox A10	2	0.0242	0.0349	IGFBP1,IL11
PPARA	peroxisome proliferator-activated receptor alpha	3	0.0255	0.0363	ANGPTL4,MMP9,IGFBP1
EZH2	enhancer of zeste homolog 2 (Drosophila)	3	0.0273	0.0382	ADAMTS1,IGFBP1,SFRP1
GLI2	GLI family zinc finger 2	2	0.0342	0.0466	MUC5AC,WNT2B
HDAC9	histone deacetylase 9	2	0.0342	0.0466	MMP13,IGFBP1
GATA4	GATA binding protein 4	2	0.0378	0.0508	FGF10,IL5
PAX5	paired box 5	2	0.0455	0.0602	MMP1,TIMP1
CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	2	0.0495	0.0638	MMP7,MMP14
SOX2	SRY (sex determining region Y)-box 2	2	0.0495	0.0638	SEMA6A,MMP3
IRF1	interferon regulatory factor 1	3	0.0505	0.0643	IL10,OGN,MMP9
SOX9	SRY (sex determining region Y)-box 9	2	0.0536	0.0674	SHH,COL2A1
ATF1	activating transcription factor 1	2	0.0579	0.0718	TGFB2,IL10
YY1	YY1 transcription factor	4	0.0618	0.0744	COL1A2,VWF,IL5,POSTN
PGR	progesterone receptor	2	0.0623	0.0744	IL10,IGFBP1
TCF4	transcription factor 4	2	0.0623	0.0744	VCAN,CLEC4C
AR	androgen receptor	4	0.0659	0.077	SERPINB5,MUC1,IGFBP3,TGFA
RARA	retinoic acid receptor, alpha	2	0.0668	0.077	PLAU,MUC5AC
SMAD4	SMAD family member 4	2	0.0668	0.077	COL7A1,TNC
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0714	0.0813	VWF,COL1A1
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	3	0.0807	0.0909	IL5,CTSG,PRG2
RUNX3	runt-related transcription factor 3	2	0.0857	0.0944	TIMP1,MMP9
YBX1	Y box binding protein 1	2	0.0857	0.0944	MMP13,AGT
USF1	upstream transcription factor 1	3	0.09	0.098	TGFB2,AGT,PF4
TP53	tumor protein p53	5	0.131	0.141	GDF15,MMP1,VCAN,FGF2,IGFBP3
KLF4	Kruppel-like factor 4 (gut)	2	0.138	0.146	LAMA3,GDF15
RUNX1	runt-related transcription factor 1	2	0.138	0.146	TIMP1,PF4
HNF4A	hepatocyte nuclear factor 4, alpha	2	0.167	0.174	C1QTNF5,MMP7
USF2	upstream transcription factor 2, c-fos interacting	2	0.179	0.184	PF4,TGFB2
WT1	Wilms tumor 1	2	0.238	0.243	CTGF,EREG
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.323	0.326	MMP9,COL1A1
ESR1	estrogen receptor 1	2	0.353	0.353	MMP13,TGFA
