Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
AHR	aryl hydrocarbon receptor	3	0.00226	0.00653	IL6,IL13,IL1B
ETV4	ets variant 4	3	0.00226	0.00653	MUC4,MMP1,TNF
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	3	0.00226	0.00653	IL6,CCL2,IL1B
SP3	Sp3 transcription factor	6	0.00251	0.00697	LAMA1,HBEGF,TGM4,MUC6,COL11A2,MUC4
FLI1	Friend leukemia virus integration 1	3	0.00292	0.00782	PF4,MMP1,CTGF
HDAC5	histone deacetylase 5	2	0.00388	0.01	IGF2,FGF2
HDAC2	histone deacetylase 2	3	0.00411	0.0103	CXCL8,CCL2,BMP7
EGR2	early growth response 2	2	0.00495	0.0116	IGF2,IL6
FOS	FBJ murine osteosarcoma viral oncogene homolog	4	0.00497	0.0116	CSTA,MMP1,CXCL8,IL1A
DNMT1	DNA (cytosine-5-)-methyltransferase 1	3	0.0061	0.0131	TIMP3,SFRP5,BMP2
HSF1	heat shock transcription factor 1	3	0.0061	0.0131	IL1B,TNF,SERPINE1
SMAD3	SMAD family member 3	3	0.0061	0.0131	LTBP4,SERPINE1,FST
IRF8	interferon regulatory factor 8	2	0.00744	0.0155	IL12A,IL1B
GATA3	GATA binding protein 3	3	0.0108	0.0212	MUC1,MMP1,CXCL1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.0108	0.0212	SPP1,MUC4,S100P
KLF4	Kruppel-like factor 4 (gut)	3	0.0124	0.0235	LAMA1,IL6,IL1B
ING4	inhibitor of growth family, member 4	2	0.0138	0.0235	CXCL8,SPP1
IRF3	interferon regulatory factor 3	2	0.0138	0.0235	CXCL10,CCL2
NR4A1	nuclear receptor subfamily 4, group A, member 1	2	0.0138	0.0235	SERPINE1,TNF
PTTG1	pituitary tumor-transforming 1	2	0.0138	0.0235	S100A4,FGF2
TBP	TATA box binding protein	2	0.0138	0.0235	IL6,PPBP
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	2	0.0175	0.0286	TNF,CXCL1
HMGA1	high mobility group AT-hook 1	2	0.0175	0.0286	CXCL1,IL1B
DDIT3	DNA-damage-inducible transcript 3	2	0.0196	0.0312	IL6,CXCL8
GATA4	GATA binding protein 4	2	0.0217	0.0339	AMH,FGF10
E2F1	E2F transcription factor 1	5	0.0234	0.0345	IL1B,TNF,MUC4,SERPINE1,TNFSF11
CREB1	cAMP responsive element binding protein 1	4	0.0237	0.0345	BDNF,IBSP,MUC4,IL6
IRF1	interferon regulatory factor 1	3	0.0237	0.0345	CXCL10,OGN,IL12A
ELK1	ELK1, member of ETS oncogene family	2	0.0239	0.0345	WISP2,MUC4
NR5A1	nuclear receptor subfamily 5, group A, member 1	2	0.0286	0.0405	AMH,NOV
EP300	E1A binding protein p300	3	0.0302	0.0419	S100A4,CXCL8,IL6
SOX9	SRY (sex determining region Y)-box 9	2	0.0311	0.0423	AMH,COL11A2
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0316	0.0423	MUC1,PF4,LTBP4
POU5F1	POU class 5 homeobox 1	2	0.0337	0.0443	SPP1,LEFTY1
PARP1	poly (ADP-ribose) polymerase 1	2	0.0363	0.0462	CXCL1,SERPINE1
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.0363	0.0462	SERPINE1,PLG
USF1	upstream transcription factor 1	3	0.044	0.055	TGFB2,SERPINE1,PF4
PPARG	peroxisome proliferator-activated receptor gamma	3	0.0457	0.0562	SERPINE1,CSF1,MMP1
HDAC1	histone deacetylase 1	3	0.0547	0.0661	SPP1,CXCL8,MMP28
ATF2	activating transcription factor 2	2	0.0569	0.0667	TGFB2,TNF
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	2	0.0569	0.0667	MMP1,CXCL8
JUND	jun D proto-oncogene	2	0.0633	0.0731	IL6,CSTA
ESR1	estrogen receptor 1	3	0.0644	0.0732	AMH,MMP13,SERPINE1
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2	0.0735	0.0822	IL7,CLEC4G
PPARA	peroxisome proliferator-activated receptor alpha	2	0.0805	0.0888	SERPINE1,IL6
RUNX1	runt-related transcription factor 1	2	0.0841	0.0914	CSF1,PF4
YY1	YY1 transcription factor	3	0.0979	0.105	IL1B,MUC4,CCL13
USF2	upstream transcription factor 2, c-fos interacting	2	0.11	0.117	PF4,TGFB2
SIRT1	sirtuin 1	2	0.114	0.119	IL1B,TNF
BRCA1	breast cancer 1, early onset	2	0.151	0.155	FST,CXCL1
AR	androgen receptor	2	0.31	0.314	MUC1,NOV
TP53	tumor protein p53	2	0.592	0.592	MMP1,FGF2
