Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	6	0.00018	0.00117	IL4,IL1B,MMP1,S100A9,FASLG,SFTPD
JUNB	jun B proto-oncogene	3	0.00106	0.00619	IL1B,SFTPD,IL4
STAT1	signal transducer and activator of transcription 1, 91kDa	6	0.00111	0.00619	IFNB1,MMP9,TIMP1,IL1B,MMP13,CXCL10
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	4	0.00151	0.00784	COL1A2,IL4,EGLN3,COL1A1
YY1	YY1 transcription factor	6	0.00168	0.00819	IL1B,COL1A2,VWF,IFNB1,IL4,POSTN
POU2F1	POU class 2 homeobox 1	4	0.00185	0.00848	VWF,PLAU,IL4,SPP1
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.00278	0.0103	COL1A2,COL11A1
FOXQ1	forkhead box Q1	2	0.00278	0.0103	WNT3A,RSPO2
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	2	0.00278	0.0103	IL4,MMP13
NKX2-1	NK2 homeobox 1	2	0.00278	0.0103	SFTPA1,SFTPB
HDAC1	histone deacetylase 1	5	0.00306	0.0109	MMP9,SPP1,SERPINB5,MMP28,COL1A2
FLI1	Friend leukemia virus integration 1	3	0.00432	0.0136	PF4,MMP1,COL1A2
POU5F1	POU class 5 homeobox 1	3	0.00432	0.0136	SPP1,LEFTY1,TDGF1
SIRT1	sirtuin 1	4	0.00437	0.0136	IL1B,COL10A1,COL1A2,MMP9
SRF	serum response factor (c-fos serum response element-binding transcription factor)	3	0.00485	0.0142	MMP14,MMP9,PLAU
IRF2	interferon regulatory factor 2	2	0.00509	0.0142	IL4,IFNB1
KLF8	Kruppel-like factor 8	2	0.00509	0.0142	MMP14,MMP9
IRF1	interferon regulatory factor 1	4	0.00544	0.0146	CXCL10,IFNB1,FASLG,MMP9
FOSL1	FOS-like antigen 1	2	0.00648	0.0153	SFTPD,MMP1
GATA6	GATA binding protein 6	2	0.00648	0.0153	PLAU,VWF
TFCP2	transcription factor CP2	2	0.00648	0.0153	SPP1,FGA
ZNF148	zinc finger protein 148	2	0.00648	0.0153	CXCL5,MMP3
EGR1	early growth response 1	5	0.00763	0.0165	MMP14,HYAL1,PLAU,GDNF,FASLG
EPAS1	endothelial PAS domain protein 1	2	0.00803	0.0165	COL10A1,MMP14
NFIL3	nuclear factor, interleukin 3 regulated	2	0.00803	0.0165	VWF,IL1B
SPDEF	SAM pointed domain containing ets transcription factor	2	0.00803	0.0165	SERPINB5,MMP9
FOS	FBJ murine osteosarcoma viral oncogene homolog	4	0.00806	0.0165	MMP9,MMP3,MMP1,PLAU
SMAD3	SMAD family member 3	3	0.00893	0.0179	LTBP4,TNC,MMP9
ATF2	activating transcription factor 2	3	0.00975	0.019	FASLG,IFNB1,PLAU
IRF7	interferon regulatory factor 7	2	0.0116	0.022	IFNB1,CXCL10
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	3	0.0125	0.0226	S100P,PLAU,IGFBP1
TWIST1	twist basic helix-loop-helix transcription factor 1	3	0.0125	0.0226	TIMP1,SRPX,MMP1
FOSL2	FOS-like antigen 2	2	0.0179	0.0297	IBSP,TIMP1
HOXA10	homeobox A10	2	0.0179	0.0297	IGFBP1,IL11
ING4	inhibitor of growth family, member 4	2	0.0179	0.0297	ANGPT1,SPP1
IRF3	interferon regulatory factor 3	2	0.0179	0.0297	CXCL10,IFNB1
SP3	Sp3 transcription factor	5	0.0207	0.0337	TIMP1,IGFBP1,COL1A1,MUC6,COL2A1
FOXM1	forkhead box M1	2	0.0228	0.0362	FGB,SFTPB
HDAC9	histone deacetylase 9	2	0.0254	0.0396	MMP13,IGFBP1
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	3	0.0338	0.0509	SPP1,S100A9,SFTPD
PAX5	paired box 5	2	0.0339	0.0509	MMP1,TIMP1
ETV4	ets variant 4	2	0.037	0.0544	MMP14,MMP1
SOX9	SRY (sex determining region Y)-box 9	2	0.0401	0.058	SHH,COL2A1
EP300	E1A binding protein p300	3	0.0428	0.0607	LAMA3,MMP9,COL1A2
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0467	0.0651	POSTN,SRPX
RARA	retinoic acid receptor, alpha	2	0.0502	0.0686	PLAU,SFTPB
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	2	0.0537	0.071	SPP1,VWF
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0537	0.071	VWF,COL1A1
PPARG	peroxisome proliferator-activated receptor gamma	3	0.064	0.0815	FASLG,MMP9,MMP1
RUNX3	runt-related transcription factor 3	2	0.0648	0.0815	TIMP1,MMP9
YBX1	Y box binding protein 1	2	0.0648	0.0815	MMP13,AGT
JUND	jun D proto-oncogene	2	0.0806	0.0998	TIMP1,SFTPD
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2	0.0932	0.114	COL1A1,COL1A2
GATA3	GATA binding protein 3	2	0.0975	0.115	IL4,MMP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.0975	0.115	SPP1,S100P
PPARA	peroxisome proliferator-activated receptor alpha	2	0.102	0.119	MMP9,IGFBP1
KLF4	Kruppel-like factor 4 (gut)	2	0.106	0.12	IL1B,LAMA3
RUNX1	runt-related transcription factor 1	2	0.106	0.12	TIMP1,PF4
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	3	0.109	0.121	TGFB3,PLAU,EGLN3
E2F1	E2F transcription factor 1	4	0.117	0.128	IL1B,CTSV,SERPINB5,TNFSF11
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.187	0.203	PF4,LTBP4
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	2	0.213	0.227	IL1B,CTSK
USF1	upstream transcription factor 1	2	0.228	0.24	AGT,PF4
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	2	0.259	0.269	MMP9,COL1A1
ESR1	estrogen receptor 1	2	0.285	0.292	F12,MMP13
CREB1	cAMP responsive element binding protein 1	2	0.356	0.361	IBSP,PLAU
TP53	tumor protein p53	2	0.667	0.667	MMP1,VCAN
