Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
POU2F2	POU class 2 homeobox 2	2	0.0101	0.0185	IL5,SPP1
SPDEF	SAM pointed domain containing ets transcription factor	2	0.0101	0.0185	SERPINB5,MMP9
LEF1	lymphoid enhancer-binding factor 1	3	0.0102	0.0185	MMP7,CCL7,EDA
IRF8	interferon regulatory factor 8	2	0.0122	0.021	IL12A,IL1B
CIITA	class II, major histocompatibility complex, transactivator	3	0.0123	0.021	COL1A1,MMP9,COL1A2
DNMT1	DNA (cytosine-5-)-methyltransferase 1	3	0.0123	0.021	TIMP3,BMP2,SFRP1
OTX2	orthodenticle homeobox 2	2	0.0145	0.0243	IL6,IGF1
KLF5	Kruppel-like factor 5 (intestinal)	2	0.017	0.0276	MMP9,FGFBP1
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	3	0.0171	0.0276	F7,IL6,CCL2
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	3	0.0185	0.0293	COL1A2,EGLN3,COL1A1
SNAI2	snail homolog 2 (Drosophila)	2	0.0196	0.0304	MMP17,MMP9
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.0199	0.0304	COL1A1,COL1A2,CTSG
JUNB	jun B proto-oncogene	2	0.0224	0.0332	IL1B,SFTPD
TBP	TATA box binding protein	2	0.0224	0.0332	IL6,PPBP
FOXA2	forkhead box A2	2	0.0316	0.0462	TPO,MMP7
GATA4	GATA binding protein 4	2	0.035	0.0487	FGF10,IL5
GLI1	GLI family zinc finger 1	2	0.035	0.0487	MUC5AC,SFRP1
XBP1	X-box binding protein 1	2	0.035	0.0487	CCL2,IL6
IRF1	interferon regulatory factor 1	3	0.0454	0.0611	SLPI,MMP9,IL12A
AHR	aryl hydrocarbon receptor	2	0.0458	0.0611	IL6,IL1B
SOX2	SRY (sex determining region Y)-box 2	2	0.0458	0.0611	BMP4,SEMA6A
SOX9	SRY (sex determining region Y)-box 9	2	0.0497	0.0653	SHH,COL2A1
CREB1	cAMP responsive element binding protein 1	4	0.0526	0.0682	BDNF,MUC5AC,MUC4,IL6
HDAC4	histone deacetylase 4	2	0.0536	0.0685	MMP13,IL5
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.0577	0.0703	MMP9,PLG
TCF4	transcription factor 4	2	0.0577	0.0703	VCAN,CLEC4C
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0577	0.0703	POSTN,GDF15
AR	androgen receptor	4	0.058	0.0703	WNT7B,SERPINB5,TGFA,NOV
E2F1	E2F transcription factor 1	5	0.0594	0.0704	IL1B,TNF,MUC4,SERPINB5,TNFSF11
BRCA1	breast cancer 1, early onset	3	0.0597	0.0704	AREG,S100A2,IGF1
HSF1	heat shock transcription factor 1	2	0.0842	0.0947	IL1B,TNF
RB1	retinoblastoma 1	2	0.0842	0.0947	IGF1,SFTPD
SMAD3	SMAD family member 3	2	0.0842	0.0947	FSTL3,MMP9
PPARG	peroxisome proliferator-activated receptor gamma	3	0.0844	0.0947	GDF15,MMP9,MMP1
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.0998	0.111	MUC4,MMP9,COL1A1
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.104	0.113	GDF15,MMP1
ESR1	estrogen receptor 1	3	0.116	0.126	F12,MMP13,TGFA
GATA3	GATA binding protein 3	2	0.119	0.126	IL5,MMP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.119	0.126	SPP1,MUC4
PPARA	peroxisome proliferator-activated receptor alpha	2	0.124	0.13	IL6,MMP9
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.129	0.132	ADAMTS1,SFRP1
RUNX1	runt-related transcription factor 1	2	0.129	0.132	LGALS3,PF4
TP53	tumor protein p53	4	0.255	0.258	GDF15,MMP1,VCAN,FGF2
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.465	0.465	SFRP1,IL6
