,prize,Category,terminal,type,degree,betweenness,louvain_clusters,location,general_process,specific_process,general_function,specific_function
HDAC2,3.6803,TF,True,protein,295,0.024537151553471324,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
CST3,2.1514,ECM Regulators,True,protein,10,0.0,4,extracellular,biological regulation,regulation of biological process,binding,protein binding
ATF3,3.993,TF,True,protein,54,0.0029255303728460717,2,nucleus,biological regulation,regulation of biological process,binding,protein binding
PRELP,3.6454,Proteoglycans,True,protein,7,0.002308394284723019,5,extracellular,cellular process,cellular developmental process,structural molecule,extracellular matrix structural constituent
JAK2,0.0,,False,protein,113,0.008478787962292391,1,plasma_membrane,biological regulation,regulation of biological process,binding,protein binding
LTBP1,3.619,ECM Glycoproteins,True,protein,12,0.0031120791324872952,5,extracellular,cellular process,cell communication,binding,protein binding
VCAN,2.9564,Proteoglycans,True,protein,26,0.0,5,extracellular,cellular process,cell recognition,binding,protein binding
NRIP1,0.0,,False,protein,62,0.023361572674090798,3,nucleus,biological regulation,regulation of biological process,binding,protein binding
BMP4,2.2795,Secreted Factors,True,protein,19,0.013513513513513514,6,extracellular,biological regulation,regulation of biological process,binding,protein binding
STAT5B,3.87575,TF,True,protein,64,0.005504914161168602,1,nucleus,biological regulation,regulation of biological process,binding,protein binding
VTN,2.4538,ECM Glycoproteins,True,protein,90,0.0015789809237714717,5,extracellular,biological regulation,regulation of biological process,binding,protein binding
HIF1A,3.6119,TF,True,protein,136,0.034887852435516516,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
PARP1,3.6217,TF,True,protein,221,0.07074152998466206,0,nucleus,cellular process,cellular response to stimulus,binding,protein binding
ANXA1,2.9066,ECM-affiliated Proteins,True,protein,63,0.016334684538327943,2,plasma_membrane,biological regulation,regulation of biological process,binding,protein binding
PLXNB1,0.0,,False,protein,21,0.017434817403987942,1,plasma_membrane,biological regulation,regulation of biological process,molecular transducer,signaling receptor
KNG1,4.6312,ECM Regulators,True,protein,29,0.000949521997809734,5,extracellular,biological regulation,regulation of biological process,binding,protein binding
RARA,4.171849999999999,TF,True,protein,138,0.014275363978258385,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
PLG,3.9733,ECM Regulators,True,protein,66,0.08893651306653137,5,extracellular,biological regulation,regulation of biological process,binding,protein binding
JUN,3.105725,TF,True,protein,244,0.06812859962444923,2,nucleus,biological regulation,regulation of biological process,binding,protein binding
SERPINC1,4.4587,ECM Regulators,True,protein,6,0.013851486084375267,5,extracellular,biological regulation,regulation of biological quality,binding,protein binding
SPOCK2,4.462400000000001,Proteoglycans,True,protein,3,0.0,1,extracellular,biological regulation,regulation of biological process,binding,ion binding
DCC,0.0,,False,protein,57,0.013513513513513514,2,cytoplasm,cellular process,cellular developmental process,molecular transducer,signaling receptor
FUS,0.0,,False,protein,296,0.04109921762613643,9,nucleus,cellular process,cellular response to stimulus,binding,protein binding
ITIH2,3.0056000000000003,ECM Regulators,True,protein,5,0.0,5,extracellular,metabolic process,nitrogen compound metabolic process,molecular function regulator,enzyme regulator
BATF,0.0,,False,protein,26,0.005663272256381132,2,nucleus,cellular process,cellular developmental process,transcription regulator,DNA-binding transcription factor
TNC,3.0445,ECM Glycoproteins,True,protein,14,0.002799170973029655,5,extracellular,cellular process,cellular component organization,binding,protein binding
HSPG2,2.4732000000000003,Proteoglycans,True,protein,39,0.031062643099383083,5,extracellular,metabolic process,organic substance metabolic process,binding,protein binding
IRF3,2.9408000000000003,TF,True,protein,55,0.0004305355445811628,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
MFGE8,3.1189,ECM Glycoproteins,True,protein,2,0.0,1,extracellular,cellular process,cell recognition,binding,lipid binding
IGFBP1,2.6932,ECM Glycoproteins,True,protein,2,0.0,5,ER,cellular process,cell communication,binding,protein binding
IGF2,0.0,,False,protein,24,0.014755777232636392,5,extracellular,biological regulation,regulation of biological process,binding,protein binding
FOS,0.0,,False,protein,176,0.03245085324567091,2,nucleus,response to stimulus,response to chemical,binding,protein binding
ANXA2,3.1778000000000004,ECM-affiliated Proteins,True,protein,98,0.07353093579531404,4,vesicle,biological regulation,regulation of biological process,binding,protein binding
SPARCL1,5.150399999999999,ECM Glycoproteins,True,protein,7,0.0,2,extracellular,cellular process,cell communication,binding,protein binding
RELA,3.0102526315789477,TF,True,protein,355,0.040339340823516374,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
ZBP1,0.0,,False,protein,16,0.013513513513513514,0,cytoplasm,biological regulation,regulation of biological process,binding,organic cyclic compound binding
STAT3,3.05668,TF,True,protein,213,0.04945561791327683,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
LDOC1,0.0,,False,protein,64,0.01001958187756387,8,nucleus,biological regulation,regulation of biological process,binding,protein binding
SERPINA10,4.4855,ECM Regulators,True,protein,3,0.0,0,extracellular,metabolic process,nitrogen compound metabolic process,binding,ion binding
CREBBP,2.7547,TF,True,protein,342,0.0609817977616254,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
COL6A3,2.45,Collagens,True,protein,4,0.0,4,extracellular,cellular process,cellular component organization,structural molecule,extracellular matrix structural constituent
SPI1,2.3768,TF,True,protein,50,0.0069195504136520735,2,nucleus,biological regulation,regulation of biological process,transcription regulator,DNA-binding transcription factor
CASP9,0.0,,False,protein,51,0.008277344213435681,7,cytoplasm,cellular process,cellular response to stimulus,binding,protein binding
ZFP91,2.1032,Secreted Factors,True,protein,9,0.0,2,nucleus,cellular process,cell communication,catalytic,transferase
RAF1,0.0,,False,protein,175,0.0005398585421811867,1,cytoplasm,biological regulation,regulation of biological process,binding,protein binding
STAT4,4.084149999999999,TF,True,protein,14,0.0012605332044279623,0,nucleus,cellular process,cell communication,transcription regulator,DNA-binding transcription factor
FGB,4.2205,ECM Glycoproteins,True,protein,21,0.00016107190461996397,5,extracellular,biological regulation,regulation of biological process,binding,protein binding
NFIL3,3.2536750000000003,TF,True,protein,17,0.0003689914404200119,5,nucleus,biological regulation,regulation of biological process,binding,organic cyclic compound binding
HRAS,0.0,,False,protein,115,0.0056412499609881,1,golgi,biological regulation,regulation of biological process,binding,small molecule binding
CEBPA,2.63215,TF,True,protein,109,0.0049803009059028085,2,nucleus,cellular process,cellular developmental process,binding,protein binding
CASP3,0.0,,False,protein,171,0.04015832865588405,7,nucleus,cellular process,cell death,catalytic,hydrolase
PLOD2,2.8779,ECM Regulators,True,protein,40,0.0,4,ER,metabolic process,nitrogen compound metabolic process,catalytic,"catalytic, acting on a protein"
EGR1,3.1124,TF,True,protein,27,0.0013957413160035881,0,nucleus,biological regulation,regulation of biological process,binding,organic cyclic compound binding
NFKB1,2.840705263157895,TF,True,protein,169,0.010561831921767052,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
FBLN1,5.9364,ECM Glycoproteins,True,protein,37,0.019171346322066306,5,extracellular,biological regulation,regulation of biological process,binding,protein binding
ANXA5,2.0193,ECM-affiliated Proteins,True,protein,34,0.000882605541617703,2,plasma_membrane,biological regulation,regulation of biological process,binding,ion binding
SFTPB,2.753,ECM-affiliated Proteins,True,protein,1,0.0,4,vesicle,metabolic process,nitrogen compound metabolic process,,
CHRDL1,3.1819,Secreted Factors,True,protein,2,0.0,6,ER,cellular process,cell communication,,
BRCA1,2.42008,TF,True,protein,525,0.028034177443159967,0,protein complex,biological regulation,regulation of biological process,binding,protein binding
F9,3.1928,ECM Regulators,True,protein,5,0.0,5,extracellular,metabolic process,nitrogen compound metabolic process,catalytic,hydrolase
SMAD3,3.11465,TF,True,protein,363,0.10930738789980098,2,nucleus,biological regulation,regulation of biological process,binding,protein binding
IGFBP5,2.107,ECM Glycoproteins,True,protein,17,0.0134125015624688,5,protein complex,biological regulation,regulation of biological process,binding,protein binding
F2,0.0,,False,protein,19,0.014719770416309898,5,extracellular,biological regulation,regulation of biological process,binding,protein binding
LGALS1,2.0061,ECM-affiliated Proteins,True,protein,43,0.0015437368034270753,5,extracellular,biological regulation,regulation of biological process,binding,protein binding
SP1,2.9928636363636363,TF,True,protein,258,0.02950340213235249,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
CDK4,0.0,,False,protein,140,0.0016281121789957476,7,nucleus,biological regulation,regulation of biological process,catalytic,transferase
SAP30,0.0,,False,protein,38,1.158685369211685e-05,3,nucleus,biological regulation,regulation of biological process,binding,protein binding
HDAC5,2.4137,TF,True,protein,341,0.0030260313494093285,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
GLI2,3.4233,TF,True,protein,9,0.005450225809515535,3,nucleus,developmental process,anatomical structure development,binding,protein binding
SDC2,4.8712,ECM-affiliated Proteins,True,protein,35,0.004313883905720641,5,lysosome,cellular process,movement of cell or subcellular component,binding,protein binding
ASCL1,2.3093,TF,True,protein,9,0.0,0,nucleus,multicellular organismal process,multicellular organism development,binding,organic cyclic compound binding
CEBPB,2.473933333333333,TF,True,protein,88,0.007765283020053019,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
RB1,2.2777000000000003,TF,True,protein,245,0.012877357568083706,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
IRF7,2.9408000000000003,TF,True,protein,45,0.040973066593760786,0,nucleus,biological regulation,regulation of biological process,binding,organic cyclic compound binding
FGA,7.4503,ECM Glycoproteins,True,protein,20,0.00011491082919654348,5,extracellular,biological regulation,regulation of biological process,binding,protein binding
SERPINA1,4.2467,ECM Regulators,True,protein,36,0.006472559332387474,5,extracellular,cellular process,secretion by cell,binding,protein binding
SERPINH1,5.8137,ECM Regulators,True,protein,83,0.0015685593908455879,4,ER,response to stimulus,response to stress,binding,protein-containing complex binding
GRB2,0.0,,False,protein,705,0.11432915049594371,1,nucleus,cellular process,cell communication,binding,protein binding
LAMA4,3.3712,ECM Glycoproteins,True,protein,17,0.0,5,extracellular,cellular process,cellular component organization,binding,protein binding
HDAC1,3.404266666666666,TF,True,protein,476,0.12517639127505148,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
FAM9B,0.0,,False,protein,118,0.019105278416502912,3,nucleus,reproduction,sexual reproduction,binding,protein binding
TBK1,0.0,,False,protein,115,0.00499342713358495,0,cytoplasm,biological regulation,regulation of biological process,binding,protein binding
LTBP2,5.3388,ECM Glycoproteins,True,protein,5,0.0,5,extracellular,cellular process,cell communication,binding,protein binding
SEMA4D,2.5335,ECM-affiliated Proteins,True,protein,3,0.00025280382423239567,1,plasma_membrane,biological regulation,regulation of biological process,binding,protein binding
ING4,3.1838999999999995,TF,True,protein,27,0.0014119774829321802,4,nucleus,cellular process,cellular component organization,binding,protein binding
PRG4,4.79,Proteoglycans,True,protein,1,0.0,1,extracellular,cell proliferation,,structural molecule,extracellular matrix structural constituent
TBP,4.0564,TF,True,protein,148,0.006936118561381292,0,nucleus,metabolic process,nitrogen compound metabolic process,binding,protein binding
NCOA1,0.0,,False,protein,76,0.0029652137036299494,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
MXRA5,4.1855,ECM Glycoproteins,True,protein,1,0.0,4,extracellular,response to stimulus,response to endogenous stimulus,,
MFAP1,2.532,ECM Glycoproteins,True,protein,59,0.0007329669319465238,3,extracellular,,,binding,protein binding
TAF1,0.0,,False,protein,69,0.00016211922927526618,6,nucleus,biological regulation,regulation of biological process,binding,protein binding
EP300,3.520425,TF,True,protein,467,0.14421964232369816,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
PDIA3,0.0,,False,protein,88,0.014311964284515888,9,plasma_membrane,cellular process,protein folding,catalytic,oxidoreductase
EGLN1,0.0,,False,protein,23,0.00041521112949684377,4,cytoplasm,biological regulation,regulation of biological process,catalytic,oxidoreductase
ATF2,3.6217,TF,True,protein,208,0.0337790616635373,2,mitochondria,biological regulation,regulation of biological process,binding,protein binding
STAT6,3.309466666666667,TF,True,protein,64,0.018304428887695047,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
IL16,3.6657,Secreted Factors,True,protein,32,0.0,2,nucleus,biological regulation,regulation of biological process,binding,protein binding
JUNB,2.31975,TF,True,protein,51,0.000970651596447317,2,nucleus,biological regulation,regulation of biological process,transcription regulator,DNA-binding transcription factor
CIITA,2.7547,TF,True,protein,27,0.0001702537416823131,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
CUL9,0.0,,False,protein,11,0.027583527583527584,5,protein complex,cellular process,microtubule-based process,binding,protein binding
SP3,2.953516666666667,TF,True,protein,33,3.830658092362775e-05,0,nucleus,biological regulation,regulation of biological process,binding,organic cyclic compound binding
NID2,0.0,,False,protein,11,0.00015627872770729916,5,extracellular,cellular process,cellular component organization,binding,protein binding
MET,0.0,,False,protein,121,0.03623638211052145,1,plasma_membrane,biological regulation,regulation of biological process,catalytic,transferase
BMPR1A,0.0,,False,protein,55,0.026843169700312558,6,plasma_membrane,biological regulation,regulation of biological process,binding,protein binding
NMI,0.0,,False,protein,67,0.0024355105264517087,0,cytoplasm,biological regulation,regulation of biological process,binding,protein binding
ATP5C1,0.0,,False,protein,51,0.003751792606049756,5,,,,,
ARHGEF11,0.0,,False,protein,24,0.003625411506721927,1,cytoplasm,biological regulation,regulation of biological process,binding,protein binding
TRIM28,0.0,,False,protein,198,0.028571113879769728,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
NFE4,0.0,,False,protein,7,0.0,0,,biological regulation,regulation of biological process,binding,protein binding
PDGFRB,0.0,,False,protein,94,0.024936424352682115,1,plasma_membrane,biological regulation,regulation of biological process,binding,protein binding
PDGFB,0.0,,False,protein,23,0.00039290939651083706,5,vesicle,biological regulation,regulation of biological process,binding,protein binding
MAZ,0.0,,False,protein,8,0.026843169700312558,2,nucleus,metabolic process,nitrogen compound metabolic process,binding,organic cyclic compound binding
FHL1,0.0,,False,protein,51,0.02915234812609027,5,plasma_membrane,biological regulation,regulation of biological process,binding,protein binding
CBFB,0.0,,False,protein,30,0.013513513513513514,2,nucleus,biological regulation,regulation of biological process,transcription regulator,DNA-binding transcription factor
NFKBIZ,0.0,,False,protein,3,0.0,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
SUFU,0.0,,False,protein,26,0.0001378929950358522,3,cytoskeleton,biological regulation,regulation of biological process,binding,protein binding
TRIM42,0.0,,False,protein,64,0.008287000889041704,3,,,,binding,protein binding
BRF1,0.0,,False,protein,13,0.0,0,nucleus,metabolic process,nitrogen compound metabolic process,binding,protein binding
IRF4,0.0,,False,protein,23,0.00020638338003779944,2,nucleus,biological regulation,regulation of biological process,transcription regulator,DNA-binding transcription factor
PPP1R12C,0.0,,False,protein,13,0.013513513513513514,2,cytoplasm,biological regulation,regulation of biological process,binding,protein binding
ZNF423,0.0,,False,protein,16,8.515803084324294e-05,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
ZNF350,0.0,,False,protein,6,1.3132666193890684e-05,0,nucleus,biological regulation,regulation of biological process,binding,organic cyclic compound binding
DYSF,0.0,,False,protein,49,0.01611358174193835,4,vesicle,multicellular organismal process,system process,binding,ion binding
ETS2,0.0,,False,protein,25,0.009566161460261647,2,nucleus,biological regulation,regulation of biological process,binding,protein binding
PALD1,0.0,,False,protein,3,0.026843169700312558,0,cytoplasm,metabolic process,nitrogen compound metabolic process,binding,protein binding
CITED2,0.0,,False,protein,12,0.00013385149088078908,0,nucleus,biological regulation,regulation of biological process,binding,protein binding
HGF,0.0,,False,protein,20,0.01723221290639758,5,vesicle,biological regulation,regulation of biological process,binding,protein binding
